"","bag_ID","rhodo_acer","DM_start_g","DM_end_g","tin_g","tin_DM_g","tin_ash_g","date_dep","date_coll","stream","QC","hole","notes","unique.id","DM_start_handloss_g","afdm_start","prop_sample_afdm","afdm_final","percent_afdm_rem_C","bag_n"
"247","C0247","A",4.92,2.65,2.0053,3.2226,2.1045,2017-11-15,2018-01-05,"WS14","","","","C0247/A/2017-11-15/2018-01-05/WS14",4.5675,4.35064790873524,0.918508173827323,2.43404666064241,55.9467626822966,"0247"
"248","C0248","A",5.03,3.08,2.0578,3.5521,2.1959,2017-11-15,2018-01-05,"WS14","","","","C0248/A/2017-11-15/2018-01-05/WS14",4.6775,4.45542541721053,0.907582145486181,2.79535300809744,62.7404287208911,"0248"
"249","C0249","A",4.95,3.14,1.7616,2.9484,1.8601,2017-11-15,2018-01-05,"WS18","","","","C0249/A/2017-11-15/2018-01-05/WS18",4.5975,4.37922359286486,0.917003707448601,2.87939164138861,65.7511903726506,"0249"
"250","C0250","A",5,2.88,2.0976,3.4204,2.2173,2017-11-15,2018-01-05,"WS18","","","","C0250/A/2017-11-15/2018-01-05/WS18",4.6475,4.4268497330809,0.909510130027215,2.61938917447838,59.1705012009837,"0250"
"251","C0251","A",5.06,3.2,2.0498,2.8446,2.1159,2017-11-15,2018-01-05,"WS18","","","","C0251/A/2017-11-15/2018-01-05/WS18",4.7075,4.48400110134015,0.916834423754404,2.93387015601409,65.4297376318046,"0251"
"252","C0252","A",4.99,2.76,2.0374,2.9927,2.1197,2017-11-15,2018-01-05,"WS18","","","","C0252/A/2017-11-15/2018-01-05/WS18",4.6375,4.4173245050377,0.913849052653617,2.52222338532398,57.0984400726624,"0252"
"253","C0253","A",4.95,0.4,1.7479,1.856,1.7646,2017-11-15,2018-01-05,"WS01","","","","C0253/A/2017-11-15/2018-01-05/WS01",4.5975,4.37922359286486,0.845513413506014,0.338205365402405,7.72295267027353,"0253"
"254","C0254","A",5.06,0.37,2.0209,2.1633,2.0288,2017-11-15,2018-01-05,"WS01","","","","C0254/A/2017-11-15/2018-01-05/WS01",4.7075,4.48400110134015,0.944522471910114,0.349473314606742,7.79378297882874,"0254"
"255","C0255","A",5.04,0.2,1.773,1.9485,1.7861,2017-11-15,2018-01-05,"WS01","","","","C0255/A/2017-11-15/2018-01-05/WS01",4.6875,4.46495064525374,0.925356125356125,0.185071225071225,4.14497806975664,"0255"
"256","C0256","A",4.93,1.25,3.542,4.5607,3.7057,2017-11-15,2018-01-05,"WS01","","","","C0256/A/2017-11-15/2018-01-05/WS01",4.5775,4.36017313677845,0.839304996564248,1.04913124570531,24.0616877539975,"0256"
"257","C0257","A",4.92,2.73,2.0209,2.8874,2.1013,2017-11-15,2018-01-05,"WS02","","","","C0257/A/2017-11-15/2018-01-05/WS02",4.5675,4.35064790873524,0.907212925562608,2.47669128678592,56.9269529214997,"0257"
"258","C0258","A",4.95,2.16,1.7945,2.4921,1.8778,2017-11-15,2018-01-05,"WS02","","","","C0258/A/2017-11-15/2018-01-05/WS02",4.5975,4.37922359286486,0.880590596330275,1.90207568807339,43.4340847809752,"0258"
"259","C0259","A",5.04,2.43,2.0124,3.2176,2.153,2017-11-15,2018-01-05,"WS02","","","","C0259/A/2017-11-15/2018-01-05/WS02",4.6875,4.46495064525374,0.883338864918686,2.14651344175241,48.0747406252779,"0259"
"260","C0260","A",4.94,2.65,1.7455,2.9664,1.8564,2017-11-15,2018-01-05,"WS02","","","","C0260/A/2017-11-15/2018-01-05/WS02",4.5875,4.36969836482166,0.909165369809157,2.40928822999427,55.1362595045527,"0260"
"261","C0261","A",4.96,2.56,1.734,2.3274,1.792,2017-11-15,2018-01-05,"WS07","","","","C0261/A/2017-11-15/2018-01-05/WS07",4.6075,4.38874882090807,0.902258173238962,2.30978092349174,52.6295994085583,"0261"
"262","C0262","A",4.97,2.69,1.7614,3.0946,1.886,2017-11-15,2018-01-05,"WS07","","","","C0262/A/2017-11-15/2018-01-05/WS07",4.6175,4.39827404895128,0.906540654065407,2.43859435943594,55.4443477667655,"0262"
"263","C0263","A",4.93,2.99,2.0127,3.2312,2.1248,2017-11-15,2018-01-05,"WS07","","","","C0263/A/2017-11-15/2018-01-05/WS07",4.5775,4.36017313677845,0.908001641362331,2.71492490767337,62.266447283314,"0263"
"264","C0264","A",5,2.59,2.1231,3.342,2.2635,2017-11-15,2018-01-05,"WS07","","","","C0264/A/2017-11-15/2018-01-05/WS07",4.6475,4.4268497330809,0.884814176716712,2.29166871769628,51.7674837835839,"0264"
"265","C0265","A",5.1,3.25,2.0693,3.2096,2.1595,2017-11-15,2018-01-05,"WS32","","","","C0265/A/2017-11-15/2018-01-05/WS32",4.7475,4.52210201351298,0.920898009295799,2.99291853021135,66.1842329356543,"0265"
"266","C0266","A",4.93,3.26,1.7548,2.9091,1.847,2017-11-15,2018-01-05,"WS32","","","","C0266/A/2017-11-15/2018-01-05/WS32",4.5775,4.36017313677845,0.9201247509313,2.99960668803604,68.7955866415966,"0266"
"267","C0267","A",5.04,3.1,2.1246,3.2687,2.2176,2017-11-15,2018-01-05,"WS32","","","","C0267/A/2017-11-15/2018-01-05/WS32",4.6875,4.46495064525374,0.918713399178394,2.84801153745302,63.7859578689961,"0267"
"268","C0268","A",4.97,3.34,2.0538,3.5412,2.1836,2017-11-15,2018-01-05,"WS32","","","","C0268/A/2017-11-15/2018-01-05/WS32",4.6175,4.39827404895128,0.912733629151539,3.04853032136614,69.3119684548313,"0268"
"269","C0269","A",4.95,2.81,1.7558,3.019,1.875,2017-11-15,2018-01-05,"WS08","","","","C0269/A/2017-11-15/2018-01-05/WS08",4.5975,4.37922359286486,0.905636478784041,2.54483850538315,58.1116367186525,"0269"
"270","C0270","A",4.9,2.49,2.0878,3.1253,2.1712,2017-11-15,2018-01-05,"WS08","","","","C0270/A/2017-11-15/2018-01-05/WS08",4.5475,4.33159745264882,0.919614457831326,2.28984,52.8636380695934,"0270"
"271","C0271","A",4.91,1.68,1.7513,2.5025,1.8104,2017-11-15,2018-01-05,"WS08","","","","C0271/A/2017-11-15/2018-01-05/WS08",4.5575,4.34112268069203,0.921325878594249,1.54782747603834,35.655004244008,"0271"
"272","C0272","A",4.93,2.59,1.7757,2.9254,1.8661,2017-11-15,2018-01-05,"WS08","","","","C0272/A/2017-11-15/2018-01-05/WS08",4.5775,4.36017313677845,0.921370792380621,2.38635035226581,54.7306328764042,"0272"
"273","C0273","A",5.1,2.91,2.0703,4.0061,2.2501,2017-11-15,2018-01-05,"WS06","","","","C0273/A/2017-11-15/2018-01-05/WS06",4.7475,4.52210201351298,0.907118503977684,2.63971484657506,58.3736244491398,"0273"
"274","C0274","A",5,3.2,1.7501,3.0075,1.8875,2017-11-15,2018-01-05,"WS06","","","","C0274/A/2017-11-15/2018-01-05/WS06",4.6475,4.4268497330809,0.890726896771115,2.85032606966757,64.3872333946122,"0274"
"275","C0275","A",4.98,2.92,1.795,3.1759,1.9111,2017-11-15,2018-01-05,"WS06","","","","C0275/A/2017-11-15/2018-01-05/WS06",4.6275,4.40779927699449,0.915924397132305,2.67449923962633,60.6765206751876,"0275"
"276","C0276","A",5.08,3.27,2.1265,3.2243,2.2549,2017-11-15,2018-01-05,"WS06","","","","C0276/A/2017-11-15/2018-01-05/WS06",4.7275,4.50305155742657,0.883038804882492,2.88753689196575,64.1240024712472,"0276"
"277","C0277","A",4.93,3.2,2.0747,3.5475,2.194,2017-11-15,2018-01-05,"WS31","","","","C0277/A/2017-11-15/2018-01-05/WS31",4.5775,4.36017313677845,0.918997827267789,2.94079304725693,67.4467034909938,"0277"
"278","C0278","A",5.04,3.01,1.7361,2.5567,1.8048,2017-11-15,2018-01-05,"WS31","","","","C0278/A/2017-11-15/2018-01-05/WS31",4.6875,4.46495064525374,0.91628077016817,2.75800511820619,61.7701143267499,"0278"
"279","C0279","A",5.01,2.97,2.0186,2.9244,2.0894,2017-11-15,2018-01-05,"WS31","","","","C0279/A/2017-11-15/2018-01-05/WS31",4.6575,4.43637496112411,0.92183705012144,2.73785603886068,61.713810551463,"0279"
"280","C0280","A",5.09,3.2,2.0012,3.5372,2.1104,2017-11-15,2018-01-05,"WS31","","","","C0280/A/2017-11-15/2018-01-05/WS31",4.7375,4.51257678546978,0.92890625,2.9725,65.8714552973651,"0280"
"281","C0281","A",5.01,2.53,2.1423,3.2365,2.2255,2017-11-15,2018-01-05,"WS36","","","","C0281/A/2017-11-15/2018-01-05/WS36",4.6575,4.43637496112411,0.923962712484007,2.33762566258454,52.6922472304329,"0281"
"282","C0282","A",5.03,2.89,1.7604,2.8293,1.8447,2017-11-15,2018-01-05,"WS36","","","","C0282/A/2017-11-15/2018-01-05/WS36",4.6775,4.45542541721053,0.921133875947235,2.66207690148751,59.7491070371052,"0282"
"283","C0283","A",5.08,3.02,1.7584,3.1051,1.8659,2017-11-15,2018-01-05,"WS36","","","","C0283/A/2017-11-15/2018-01-05/WS36",4.7275,4.50305155742657,0.92017524318705,2.77892923442489,61.7121345155775,"0283"
"284","C0284","A",5.1,2.49,1.7755,2.7408,1.8699,2017-11-15,2018-01-05,"WS36","","","","C0284/A/2017-11-15/2018-01-05/WS36",4.7475,4.52210201351298,0.902206567906351,2.24649435408681,49.6780998609456,"0284"
"285","C0285","A",4.94,2.33,2.0889,2.7411,2.1439,2017-11-15,2018-01-05,"WS27","","","","C0285/A/2017-11-15/2018-01-05/WS27",4.5875,4.36969836482166,0.915670039865072,2.13351119288562,48.8251365371462,"0285"
"286","C0286","A",5.04,2.53,2.0852,3.077,2.1619,2017-11-15,2018-01-05,"WS27","","","","C0286/A/2017-11-15/2018-01-05/WS27",4.6875,4.46495064525374,0.92266586005243,2.33434462593265,52.2815325722372,"0286"
"287","C0287","A",4.95,2.9,2.0777,3.1678,2.1634,2017-11-15,2018-01-05,"WS27","","","","C0287/A/2017-11-15/2018-01-05/WS27",4.5975,4.37922359286486,0.921383359324833,2.67201174204201,61.0156500434361,"0287"
"288","C0288","A",5.07,2.83,2.055,4.19,2.333,2017-11-15,2018-01-05,"WS27","","","","C0288/A/2017-11-15/2018-01-05/WS27",4.7175,4.49352632938336,0.869789227166276,2.46150351288056,54.7788826068445,"0288"
"289","C0001","R",4.94,4.52,1.7364,5.2328,1.9142,2017-12-11,2018-02-08,"WS13","","","","C0001/R/2017-12-11/2018-02-08/WS13",4.88375,4.6673292782884,0.949147694771765,4.29014758036838,91.9186824963346,"0001"
"290","C0002","R",5.08,4.84,1.7564,5.4606,1.9741,2017-12-11,2018-02-08,"WS13","","","","C0002/R/2017-12-11/2018-02-08/WS13",5.02375,4.80112525452804,0.941228875330706,4.55554775660061,94.885001225581,"0002"
"291","C0003","R",5.06,4.69,2.0885,5.0054,2.2443,2017-12-11,2018-02-08,"WS13","","","","C0003/R/2017-12-11/2018-02-08/WS13",5.00375,4.78201154363667,0.946587130172443,4.43949364050876,92.8373677059879,"0003"
"292","C0004","R",5.04,4.92,2.0953,5.2091,2.2637,2017-12-11,2018-02-08,"WS13","","","","C0004/R/2017-12-11/2018-02-08/WS13",4.98375,4.76289783274529,0.945918170723874,4.65391739996146,97.7118880855563,"0004"
"293","C0005","R",4.96,4.68,3.5099,6.9966,3.6667,2017-12-11,2018-02-08,"WS06","","","","C0005/R/2017-12-11/2018-02-08/WS06",4.90375,4.68644298917978,0.955029110620357,4.46953623770327,95.3716122872442,"0005"
"294","C0006","R",4.93,4.52,1.7355,4.4397,1.8692,2017-12-11,2018-02-08,"WS06","","","","C0006/R/2017-12-11/2018-02-08/WS06",4.87375,4.65777242284271,0.950558390651579,4.29652392574514,92.2441788841822,"0006"
"295","C0007","R",4.95,4.77,3.5312,6.9943,3.7449,2017-12-11,2018-02-08,"WS06","","","","C0007/R/2017-12-11/2018-02-08/WS06",4.89375,4.67688613373409,0.938292281481909,4.47565418266871,95.697309164448,"0007"
"296","C0008","R",5,4.53,3.5261,6.7759,3.678,2017-12-11,2018-02-08,"WS06","","","","C0008/R/2017-12-11/2018-02-08/WS06",4.94375,4.72467041096253,0.953258662071512,4.31826173918395,91.3981582538413,"0008"
"297","C0009","R",4.92,4.56,3.5312,7.592,3.691,2017-12-11,2018-02-08,"WS18","","","","C0009/R/2017-12-11/2018-02-08/WS18",4.86375,4.64821556739702,0.960648148148148,4.38055555555556,94.2416609565431,"0009"
"298","C0010","R",5.03,4.76,3.6109,7.3137,3.7904,2017-12-11,2018-02-08,"WS18","","","","C0010/R/2017-12-11/2018-02-08/WS18",4.97375,4.7533409772996,0.951523171653884,4.52925029707249,95.2856173942223,"0010"
"299","C0011","R",4.99,4.74,2.0581,4.8644,2.1935,2017-12-11,2018-02-08,"WS18","","","","C0011/R/2017-12-11/2018-02-08/WS18",4.93375,4.71511355551684,0.951751416455832,4.51130171400064,95.6774775598409,"0011"
"300","C0012","R",4.98,4.72,2.0392,4.8398,2.162,2017-12-11,2018-02-08,"WS18","","","","C0012/R/2017-12-11/2018-02-08/WS18",4.92375,4.70555670007115,0.956152253088624,4.5130386345783,95.9087079858173,"0012"
"301","C0013","R",4.98,4.18,3.519,7.0384,3.6878,2017-12-11,2018-02-08,"WS07","","","","C0013/R/2017-12-11/2018-02-08/WS07",4.92375,4.70555670007115,0.952037279081662,3.97951582656135,84.5705637018713,"0013"
"302","C0014","R",4.98,4.14,3.6183,6.5732,3.7406,2017-12-11,2018-02-08,"WS07","","","","C0014/R/2017-12-11/2018-02-08/WS07",4.92375,4.70555670007115,0.958611120511692,3.96865003891841,84.3396497349271,"0014"
"303","C0015","R",4.93,3.9,1.7504,4.788,1.878,2017-12-11,2018-02-08,"WS07","","","","C0015/R/2017-12-11/2018-02-08/WS07",4.87375,4.65777242284271,0.957993152488807,3.73617329470635,80.2137364286704,"0015"
"304","C0016","R",4.98,3.97,2.0208,4.7144,2.1424,2017-12-11,2018-02-08,"WS07","","","","C0016/R/2017-12-11/2018-02-08/WS07",4.92375,4.70555670007115,0.954855954855955,3.79077814077814,80.5596103160508,"0016"
"305","C0017","R",5.06,4.49,1.7489,4.3445,1.8864,2017-12-11,2018-02-08,"WS02","","","","C0017/R/2017-12-11/2018-02-08/WS02",5.00375,4.78201154363667,0.947025735860687,4.25214555401449,88.9196003650961,"0017"
"306","C0018","R",4.94,4.26,3.6447,6.8689,3.7959,2017-12-11,2018-02-08,"WS02","","","","C0018/R/2017-12-11/2018-02-08/WS02",4.88375,4.6673292782884,0.953104646113765,4.06022579244464,86.9924865025508,"0018"
"307","C0019","R",5.06,4.64,2.1591,5.126,2.3017,2017-12-11,2018-02-08,"WS02","","","","C0019/R/2017-12-11/2018-02-08/WS02",5.00375,4.78201154363667,0.951936364555597,4.41698473153797,92.3666681109453,"0019"
"308","C0020","R",4.95,4.33,3.5187,6.6664,3.669,2017-12-11,2018-02-08,"WS02","","","","C0020/R/2017-12-11/2018-02-08/WS02",4.89375,4.67688613373409,0.952250849826858,4.12324617975029,88.1622101083363,"0020"
"309","C0021","R",4.94,4.42,1.7519,4.3737,1.886,2017-12-11,2018-02-08,"WS01","","","","C0021/R/2017-12-11/2018-02-08/WS01",4.88375,4.6673292782884,0.948851933785949,4.19392554733389,89.8570745124691,"0021"
"310","C0022","R",5.08,4.28,2.0832,5.0013,2.2266,2017-12-11,2018-02-08,"WS01","","","","C0022/R/2017-12-11/2018-02-08/WS01",5.02375,4.80112525452804,0.950858435283232,4.06967410301223,84.7650058530349,"0022"
"311","C0023","R",4.99,4.03,1.9601,4.3478,2.0847,2017-12-11,2018-02-08,"WS01","","","","C0023/R/2017-12-11/2018-02-08/WS01",4.93375,4.71511355551684,0.947815889768396,3.81969803576664,81.0096722124001,"0023"
"312","C0024","R",5.01,3.66,3.5254,6.5433,3.6781,2017-12-11,2018-02-08,"WS01","","","","C0024/R/2017-12-11/2018-02-08/WS01",4.95375,4.73422726640822,0.949401901984824,3.47481096126446,73.3976373698835,"0024"
"313","C0025","R",4.97,4.69,1.7418,5.1611,1.904,2017-12-11,2018-02-08,"WS14","","","","C0025/R/2017-12-11/2018-02-08/WS14",4.91375,4.69599984462547,0.952563390167578,4.46752229988594,95.1346347466128,"0025"
"314","C0026","R",4.92,4.64,1.7546,4.4883,1.871,2017-12-11,2018-02-08,"WS14","","","","C0026/R/2017-12-11/2018-02-08/WS14",4.86375,4.64821556739702,0.957420346051139,4.44243040567729,95.5728137231172,"0026"
"315","C0027","R",5.08,4.02,1.7678,4.256,1.9015,2017-12-11,2018-02-08,"WS14","","","","C0027/R/2017-12-11/2018-02-08/WS14",5.02375,4.80112525452804,0.94626637730086,3.80399083674946,79.2312350768569,"0027"
"316","C0028","R",5.02,4.55,3.5322,6.5011,3.6656,2017-12-11,2018-02-08,"WS14","","","","C0028/R/2017-12-11/2018-02-08/WS14",4.96375,4.74378412185391,0.95506753342989,4.345557277106,91.6052915875042,"0028"
"317","C0029","R",5.07,4.3,1.7299,4.645,NA,2017-12-11,2018-02-08,"WS08","","","","C0029/R/2017-12-11/2018-02-08/WS08",5.01375,4.79156839908236,NA,NA,NA,"0029"
"318","C0030","R",5.04,4.46,2.0393,4.6116,2.1794,2017-12-11,2018-02-08,"WS08","","","","C0030/R/2017-12-11/2018-02-08/WS08",4.98375,4.76289783274529,0.945535124207907,4.21708665396727,88.5403550958929,"0030"
"319","C0031","R",5.04,4.75,2.0572,4.9191,2.2076,2017-12-11,2018-02-08,"WS08","","","","C0031/R/2017-12-11/2018-02-08/WS08",4.98375,4.76289783274529,0.947447499912646,4.50037562458507,94.4881830898122,"0031"
"320","C0032","R",5.02,4.35,2.0183,5.082,2.1585,2017-12-11,2018-02-08,"WS08","","","","C0032/R/2017-12-11/2018-02-08/WS08",4.96375,4.74378412185391,0.954238339262983,4.15093677579397,87.5026491334465,"0032"
"321","C0033","R",5.08,4.72,3.5528,7.1612,3.7058,2017-12-18,2018-02-08,"WS27","","","","C0033/R/2017-12-18/2018-02-08/WS27",5.02375,4.80112525452804,0.957598935816428,4.51986697705354,94.1418258728151,"0033"
"322","C0034","R",4.95,4.41,1.7785,4.7669,1.8961,2017-12-18,2018-02-08,"WS27","","","","C0034/R/2017-12-18/2018-02-08/WS27",4.89375,4.67688613373409,0.960647838308125,4.23645696693883,90.5828546130625,"0034"
"323","C0035","R",4.96,4.47,3.5516,6.25,3.6822,2017-12-18,2018-02-08,"WS27","","","","C0035/R/2017-12-18/2018-02-08/WS27",4.90375,4.68644298917978,0.951600948710347,4.25365624073525,90.7651336110616,"0035"
"324","C0036","R",5.01,4.41,1.7797,4.4682,1.9137,2017-12-18,2018-02-08,"WS27","","","","C0036/R/2017-12-18/2018-02-08/WS27",4.95375,4.73422726640822,0.950158080714153,4.19019713594941,88.508575954539,"0036"
"325","C0037","R",4.98,4.64,2.1433,4.3786,2.2459,2017-12-18,2018-02-08,"WS36","","","","C0037/R/2017-12-18/2018-02-08/WS36",4.92375,4.70555670007115,0.954100120789156,4.42702456046168,94.0807824161324,"0037"
"326","C0038","R",4.99,4.66,1.7458,4.4747,1.8765,2017-12-18,2018-02-08,"WS36","","","","C0038/R/2017-12-18/2018-02-08/WS36",4.93375,4.71511355551684,0.952105243871157,4.43681043643959,94.0976369752192,"0038"
"327","C0039","R",4.91,4.59,1.7747,4.6315,1.8954,2017-12-18,2018-02-08,"WS36","","","","C0039/R/2017-12-18/2018-02-08/WS36",4.85375,4.63865871195133,0.957749929991599,4.39607217866144,94.7703302106517,"0039"
"328","C0040","R",4.92,4.13,2.1234,5.4373,2.2695,2017-12-18,2018-02-08,"WS36","","","","C0040/R/2017-12-18/2018-02-08/WS36",4.86375,4.64821556739702,0.955912972630436,3.9479205769637,84.9341111598772,"0040"
"329","C0041","R",4.92,4.77,2.0982,4.8673,2.2338,2017-12-18,2018-02-08,"WS31","","","","C0041/R/2017-12-18/2018-02-08/WS31",4.86375,4.64821556739702,0.951031020909321,4.53641796973746,97.5948276055931,"0041"
"330","C0042","R",5.02,4.74,2.0599,4.6121,2.1821,2017-12-18,2018-02-08,"WS31","","","","C0042/R/2017-12-18/2018-02-08/WS31",4.96375,4.74378412185391,0.952119739832301,4.51304756680511,95.1360232860127,"0042"
"331","C0043","R",4.95,4.66,2.0606,4.315,2.1744,2017-12-18,2018-02-08,"WS31","","","","C0043/R/2017-12-18/2018-02-08/WS31",4.89375,4.67688613373409,0.949520936834635,4.4247675656494,94.6092643507787,"0043"
"332","C0044","R",5.05,4.56,1.7631,4.9343,1.9261,2017-12-18,2018-02-08,"WS31","","","","C0044/R/2017-12-18/2018-02-08/WS31",4.99375,4.77245468819098,0.948599899091826,4.32561553985873,90.6371211980721,"0044"
"333","C0045","R",5.08,4.87,3.5271,5.6539,3.6368,2017-12-18,2018-02-08,"WS32","","","","C0045/R/2017-12-18/2018-02-08/WS32",5.02375,4.80112525452804,0.948420161745345,4.61880618769983,96.2025763302829,"0045"
"334","C0046","R",5.07,4.84,3.6599,6.606,3.7909,2017-12-18,2018-02-08,"WS32","","","","C0046/R/2017-12-18/2018-02-08/WS32",5.01375,4.79156839908236,0.955534435355215,4.62478666711924,96.5192663847801,"0046"
"335","C0047","R",5.08,4.86,2.1758,5.0687,2.3178,2017-12-18,2018-02-08,"WS32","","","","C0047/R/2017-12-18/2018-02-08/WS32",5.02375,4.80112525452804,0.950914307442359,4.62144353416986,96.2575081708456,"0047"
"336","C0048","R",5.05,4.84,3.674,7.1579,3.8289,2017-12-18,2018-02-08,"WS32","","","","C0048/R/2017-12-18/2018-02-08/WS32",4.99375,4.77245468819098,0.955538333476851,4.62480553402796,96.9062219798888,"0048"
"337","C0049","A",5.02,3.43,1.7412,2.579,1.816,2017-12-18,2018-02-08,"WS31","","","","C0049/A/2017-12-18/2018-02-08/WS31",4.6675,4.44590018916732,0.910718548579613,3.12376462162807,70.2616902925373,"0049"
"338","C0050","A",5.03,3.34,3.6277,4.972,3.7455,2017-12-18,2018-02-08,"WS31","","","","C0050/A/2017-12-18/2018-02-08/WS31",4.6775,4.45542541721053,0.912370750576508,3.04731830692554,68.3956754197765,"0050"
"339","C0051","A",4.99,3.66,1.7945,3.063,1.9366,2017-12-18,2018-02-08,"WS31","","","","C0051/A/2017-12-18/2018-02-08/WS31",4.6375,4.4173245050377,0.887977926685061,3.24999921166732,73.5739293765014,"0051"
"340","C0052","A",4.99,2.77,2.0475,3.0898,2.143,2017-12-18,2018-02-08,"WS31","","","","C0052/A/2017-12-18/2018-02-08/WS31",4.6375,4.4173245050377,0.908375707569798,2.51620070996834,56.9620979191989,"0052"
"341","C0053","A",4.92,2.27,1.796,3.7295,1.8722,2017-12-18,2018-02-08,"WS36","","","","C0053/A/2017-12-18/2018-02-08/WS36",4.5675,4.35064790873524,0.960589604344453,2.18053840186191,50.1198545045169,"0053"
"342","C0054","A",4.9,2.45,3.5162,5.3678,3.6665,2017-12-18,2018-02-08,"WS36","","","","C0054/A/2017-12-18/2018-02-08/WS36",4.5475,4.33159745264882,0.918826960466623,2.25112605314323,51.9698812678597,"0054"
"343","C0055","A",5.04,2.64,2.099,3.1052,2.1881,2017-12-18,2018-02-08,"WS36","","","","C0055/A/2017-12-18/2018-02-08/WS36",4.6875,4.46495064525374,0.911449016100179,2.40622540250447,53.8914221831836,"0055"
"344","C0056","A",4.93,1.98,3.6235,5.3044,3.8032,2017-12-18,2018-02-08,"WS36","","","","C0056/A/2017-12-18/2018-02-08/WS36",4.5775,4.36017313677845,0.893092985900411,1.76832411208281,40.5562819780444,"0056"
"345","C0057","A",5.06,2.67,2.124,3.3834,2.221,2017-12-18,2018-02-08,"WS27","","","","C0057/A/2017-12-18/2018-02-08/WS27",4.7075,4.48400110134015,0.922979196442751,2.46435445450214,54.9588280378792,"0057"
"346","C0058","A",5.03,3.16,1.9409,2.8179,2.0019,2017-12-18,2018-02-08,"WS27","","","","C0058/A/2017-12-18/2018-02-08/WS27",4.6775,4.45542541721053,0.930444697833523,2.94020524515393,65.9915713951004,"0058"
"347","C0059","A",5,2.84,1.7734,2.8978,1.8606,2017-12-18,2018-02-08,"WS27","","","","C0059/A/2017-12-18/2018-02-08/WS27",4.6475,4.4268497330809,0.92244752757026,2.61975097829954,59.1786741420812,"0059"
"348","C0060","A",5.01,2.71,3.5288,4.9232,3.687,2017-12-18,2018-02-08,"WS27","","","","C0060/A/2017-12-18/2018-02-08/WS27",4.6575,4.43637496112411,0.886546184738956,2.40254016064257,54.1554801317741,"0060"
"349","C0061","A",5.02,2.85,1.7544,2.7218,1.8294,2017-12-18,2018-02-08,"WS32","","","","C0061/A/2017-12-18/2018-02-08/WS32",4.6675,4.44590018916732,0.922472606987802,2.62904692991524,59.1341869599559,"0061"
"350","C0062","A",4.95,2.77,2.0605,3.0428,2.1482,2017-12-18,2018-02-08,"WS32","","","","C0062/A/2017-12-18/2018-02-08/WS32",4.5975,4.37922359286486,0.910719739387153,2.52269367810241,57.6059574170334,"0062"
"351","C0063","A",4.91,2.96,3.5477,5.1952,3.6886,2017-12-18,2018-02-08,"WS32","","","","C0063/A/2017-12-18/2018-02-08/WS32",4.5575,4.34112268069203,0.914476479514416,2.70685037936267,62.35369461918,"0063"
"352","C0064","A",5.05,3.06,2.0098,3.3483,2.1598,2017-12-18,2018-02-08,"WS32","","","","C0064/A/2017-12-18/2018-02-08/WS32",4.6975,4.47447587329694,0.887934254762794,2.71707881957415,60.7239573195444,"0064"
"353","C0065","A",4.99,2.37,2.1324,3.2035,2.2168,2017-12-11,2018-02-08,"WS08","","","","C0065/A/2017-12-11/2018-02-08/WS08",4.6375,4.4173245050377,0.921202502100644,2.18324992997853,49.4247123454177,"0065"
"354","C0066","A",4.93,1.98,2.0052,2.7713,2.07,2017-12-11,2018-02-08,"WS08","","","","C0066/A/2017-12-11/2018-02-08/WS08",4.5775,4.36017313677845,0.915415742070226,1.81252316929905,41.5699815681688,"0066"
"355","C0067","A",4.97,1.96,2.1617,3.0393,2.2346,2017-12-11,2018-02-08,"WS08","","","","C0067/A/2017-12-11/2018-02-08/WS08",4.6175,4.39827404895128,0.916932543299909,1.79718778486782,40.861205210629,"0067"
"356","C0068","A",4.97,0.77,1.7345,2.2861,1.7715,2017-12-11,2018-02-08,"WS08","","","","C0068/A/2017-12-11/2018-02-08/WS08",4.6175,4.39827404895128,0.932922407541697,0.718350253807106,16.3325487637222,"0068"
"357","C0069","A",5.03,2.48,3.505,5.2376,3.6835,2017-12-11,2018-02-08,"WS02","","","","C0069/A/2017-12-11/2018-02-08/WS02",4.6775,4.45542541721053,0.896975643541498,2.22449959598292,49.9278831464682,"0069"
"358","C0070","A",5.07,2.1,2.0121,3.2276,2.1585,2017-12-11,2018-02-08,"WS02","","","","C0070/A/2017-12-11/2018-02-08/WS02",4.7175,4.49352632938336,0.879555738379268,1.84706705059646,41.1050679400366,"0070"
"359","C0071","A",4.93,2.25,3.5531,5.1811,3.726,2017-12-11,2018-02-08,"WS02","","","","C0071/A/2017-12-11/2018-02-08/WS02",4.5775,4.36017313677845,0.893796068796069,2.01104115479116,46.1229655728082,"0071"
"360","C0072","A",4.97,2.14,1.749,2.8203,1.8578,2017-12-11,2018-02-08,"WS02","","","","C0072/A/2017-12-11/2018-02-08/WS02",4.6175,4.39827404895128,0.898441146270886,1.9226640530197,43.714057642182,"0072"
"361","C0073","A",5.06,0.61,1.9736,2.4574,2.0211,2017-12-11,2018-02-08,"WS01","","","","C0073/A/2017-12-11/2018-02-08/WS01",4.7075,4.48400110134015,0.901818933443571,0.550109549400579,12.2682741812031,"0073"
"362","C0074","A",4.99,0.45,3.5372,3.871,3.5646,2017-12-11,2018-02-08,"WS01","","","","C0074/A/2017-12-11/2018-02-08/WS01",4.6375,4.4173245050377,0.917914919113241,0.413061713600959,9.35094791269888,"0074"
