"","bag_ID","rhodo_acer","DM_start_g","DM_end_g","tin_g","tin_DM_g","tin_ash_g","date_dep","date_coll","stream","QC","hole","notes","unique.id","DM_start_handloss_g","afdm_start","prop_sample_afdm","afdm_final","percent_afdm_rem_C","bag_n"
"591","C0303","R",5.01,3.37,3.5223,6.8582,3.7038,2018-03-08,2018-05-09,"WS08","","","","C0303/R/2018-03-08/2018-05-09/WS08",4.95375,4.73422726640822,0.945591894241434,3.18664468359363,67.3107669799572,"0303"
"592","C0304","R",4.93,3.19,3.5347,6.7082,3.7372,2018-03-08,2018-05-09,"WS08","","","","C0304/R/2018-03-08/2018-05-09/WS08",4.87375,4.65777242284271,0.936190326138333,2.98644714038128,64.1174980068822,"0304"
"593","C0305","R",4.95,1.79,3.5547,5.326,3.7292,2018-03-08,2018-05-09,"WS01","","","","C0305/R/2018-03-08/2018-05-09/WS01",4.89375,4.67688613373409,0.901484785186021,1.61365776548298,34.5028234457915,"0305"
"594","C0306","R",4.92,2.7,3.6285,6.2885,3.7988,2018-03-08,2018-05-09,"WS01","","","","C0306/R/2018-03-08/2018-05-09/WS01",4.86375,4.64821556739702,0.935977443609022,2.52713909774436,54.3679410109533,"0306"
"595","C0307","R",4.95,3.62,3.618,7.2338,3.9818,2018-03-08,2018-05-09,"WS01","","","","C0307/R/2018-03-08/2018-05-09/WS01",4.89375,4.67688613373409,0.899386027988274,3.25577742131755,69.6142118542043,"0307"
"596","C0308","R",5,2.95,3.5016,6.516,3.7308,2018-03-08,2018-05-09,"WS01","","","","C0308/R/2018-03-08/2018-05-09/WS01",4.94375,4.72467041096253,0.923964968152866,2.72569665605096,57.6907258911985,"0308"
"597","C0309","R",5.05,3.71,3.6292,7.3129,3.8246,2018-03-08,2018-05-09,"WS27","","","","C0309/R/2018-03-08/2018-05-09/WS27",4.99375,4.77245468819098,0.946955506691642,3.51320492982599,73.6142123783618,"0309"
"598","C0310","R",4.93,3.8,3.6615,7.425,3.8618,2018-03-08,2018-05-09,"WS27","","","","C0310/R/2018-03-08/2018-05-09/WS27",4.87375,4.65777242284271,0.94677826491298,3.59775740666932,77.2420178586905,"0310"
"599","C0311","R",5.01,4.09,3.6525,7.6955,3.8679,2018-03-08,2018-05-09,"WS27","","","","C0311/R/2018-03-08/2018-05-09/WS27",4.95375,4.73422726640822,0.94672273064556,3.87209596834034,81.7893977294849,"0311"
"600","C0312","R",5.01,3.89,3.5253,7.3824,3.7384,2018-03-08,2018-05-09,"WS27","","","","C0312/R/2018-03-08/2018-05-09/WS27",4.95375,4.73422726640822,0.944751237976718,3.67508231572943,77.6279233953561,"0312"
"601","C0313","R",4.95,3.12,3.5276,6.6254,3.7532,2018-03-08,2018-05-09,"WS18","","","","C0313/R/2018-03-08/2018-05-09/WS18",4.89375,4.67688613373409,0.927174123571567,2.89278326554329,61.8527623471058,"0313"
"602","C0314","R",4.92,3.49,3.5455,7.0313,3.7917,2018-03-08,2018-05-09,"WS18","","","","C0314/R/2018-03-08/2018-05-09/WS18",4.86375,4.64821556739702,0.929370589247805,3.24350335647484,69.7795381785873,"0314"
"603","C0315","R",4.98,3.91,3.5238,7.3814,3.7394,2018-03-08,2018-05-09,"WS18","","","","C0315/R/2018-03-08/2018-05-09/WS18",4.92375,4.70555670007115,0.944110327664869,3.69147138116964,78.4491956310678,"0315"
"604","C0316","R",5.05,3.73,3.6043,7.3334,3.9568,2018-03-08,2018-05-09,"WS18","","","","C0316/R/2018-03-08/2018-05-09/WS18",4.99375,4.77245468819098,0.905473170470087,3.37741492585342,70.7689259829023,"0316"
"605","C0317","R",5.1,3.76,3.6652,7.4318,3.9571,2018-03-08,2018-05-09,"WS14","","","","C0317/R/2018-03-08/2018-05-09/WS14",5.04375,4.82023896541942,0.922503053151383,3.4686114798492,71.959326181402,"0317"
"606","C0318","R",4.95,4.06,3.6236,7.6784,3.8499,2018-03-08,2018-05-09,"WS14","","","","C0318/R/2018-03-08/2018-05-09/WS14",4.89375,4.67688613373409,0.944189602446483,3.83340978593272,81.9650014201239,"0318"
"607","C0319","R",5.06,4.14,3.6276,7.7516,3.9463,2018-03-08,2018-05-09,"WS14","","","","C0319/R/2018-03-08/2018-05-09/WS14",5.00375,4.78201154363667,0.922720659553831,3.82006353055286,79.8840298835361,"0319"
"608","C0320","R",4.95,4.18,3.6099,7.7713,3.8433,2018-03-08,2018-05-09,"WS14","","","","C0320/R/2018-03-08/2018-05-09/WS14",4.89375,4.67688613373409,0.943913106166194,3.94555678377469,84.3629002492842,"0320"
"609","C0321","R",4.98,4.19,3.5271,7.7047,3.7437,2018-03-08,2018-05-09,"WS06","","","","C0321/R/2018-03-08/2018-05-09/WS06",4.92375,4.70555670007115,0.948152049023363,3.97275708540789,84.4269305127663,"0321"
"610","C0322","R",4.92,3.9,3.6663,7.5605,3.9359,2018-03-08,2018-05-09,"WS06","","","","C0322/R/2018-03-08/2018-05-09/WS06",4.86375,4.64821556739702,0.930768835704381,3.62999845924709,78.0944516581418,"0322"
"611","C0323","R",5.05,3.64,3.5336,7.2529,3.8029,2018-03-08,2018-05-09,"WS06","","","","C0323/R/2018-03-08/2018-05-09/WS06",4.99375,4.77245468819098,0.927593902078348,3.37644180356519,70.7485355894504,"0323"
"612","C0324","R",5.01,3.44,3.5113,6.9517,3.7848,2018-03-08,2018-05-09,"WS06","","","","C0324/R/2018-03-08/2018-05-09/WS06",4.95375,4.73422726640822,0.92050342983374,3.16653179862807,66.8859271099265,"0324"
"613","C0325","R",5.02,3.86,3.5528,7.4222,3.8018,2018-03-08,2018-05-09,"WS13","","","","C0325/R/2018-03-08/2018-05-09/WS13",4.96375,4.74378412185391,0.935648937819817,3.61160489998449,76.1334160074099,"0325"
"614","C0326","R",5.08,3.64,3.5747,7.1843,3.8158,2018-03-08,2018-05-09,"WS13","","","","C0326/R/2018-03-08/2018-05-09/WS13",5.02375,4.80112525452804,0.933205895390071,3.39686945921986,70.7515275927492,"0326"
"615","C0327","R",4.98,3.23,3.6696,6.895,3.9194,2018-03-08,2018-05-09,"WS13","","","","C0327/R/2018-03-08/2018-05-09/WS13",4.92375,4.70555670007115,0.922552241582439,2.97984374031128,63.326061723286,"0327"
"616","C0328","R",5.06,3.89,3.5535,7.4321,3.8108,2018-03-08,2018-05-09,"WS13","","","","C0328/R/2018-03-08/2018-05-09/WS13",5.00375,4.78201154363667,0.933661630485227,3.63194374258753,75.9501249515069,"0328"
"617","C0329","R",4.95,4.15,3.6588,7.778,3.8627,2018-03-08,2018-05-09,"WS31","","","","C0329/R/2018-03-08/2018-05-09/WS31",4.89375,4.67688613373409,0.950500097106234,3.94457540299087,84.341916612827,"0329"
"618","C0330","R",5.01,4.11,3.6407,7.7435,3.8724,2018-03-08,2018-05-09,"WS31","","","","C0330/R/2018-03-08/2018-05-09/WS31",4.95375,4.73422726640822,0.943526372233597,3.87789338988008,81.9118553390061,"0330"
"619","C0331","R",5,4.07,3.5532,7.6447,NA,2018-03-08,2018-05-09,"WS31","","","","C0331/R/2018-03-08/2018-05-09/WS31",4.94375,4.72467041096253,NA,NA,NA,"0331"
"620","C0332","R",4.94,4.05,3.5437,7.5939,3.7718,2018-03-08,2018-05-09,"WS31","","","","C0332/R/2018-03-08/2018-05-09/WS31",4.88375,4.6673292782884,0.943681793491679,3.8219112636413,81.8864715935121,"0332"
"621","C0333","R",5.06,2.88,3.5272,6.4111,3.7115,2018-03-08,2018-05-09,"WS36","","","","C0333/R/2018-03-08/2018-05-09/WS36",5.00375,4.78201154363667,0.936093484517494,2.69594923541038,56.3768868144585,"0333"
"622","C0334","R",5.02,3.56,3.5486,7.1611,3.8322,2018-03-08,2018-05-09,"WS36","","","","C0334/R/2018-03-08/2018-05-09/WS36",4.96375,4.74378412185391,0.921494809688581,3.28052152249135,69.154106473321,"0334"
"623","C0335","R",4.96,3.55,3.6566,7.1818,3.9125,2018-03-08,2018-05-09,"WS36","","","","C0335/R/2018-03-08/2018-05-09/WS36",4.90375,4.68644298917978,0.927408373992965,3.29229972767503,70.2515689463502,"0335"
"624","C0336","R",4.95,3.43,3.6126,7.0216,3.8315,2018-03-08,2018-05-09,"WS36","","","","C0336/R/2018-03-08/2018-05-09/WS36",4.89375,4.67688613373409,0.935787621003227,3.20975154004107,68.6300980665176,"0336"
"625","C0337","A",4.96,1.69,3.6544,5.3316,3.8732,2018-03-08,2018-05-09,"WS18","","","","C0337/A/2018-03-08/2018-05-09/WS18",4.6075,4.38874882090807,0.869544478893394,1.46953016932984,33.4840345004246,"0337"
"626","C0338","A",4.94,0.44,3.6814,4.1224,3.7416,2018-03-08,2018-05-09,"WS18","","","","C0338/A/2018-03-08/2018-05-09/WS18",4.5875,4.36969836482166,0.863492063492063,0.379936507936508,8.69479941671018,"0338"
"627","C0339","A",4.95,1.26,3.615,4.8465,3.792,2018-03-08,2018-05-09,"WS18","","","","C0339/A/2018-03-08/2018-05-09/WS18",4.5975,4.37922359286486,0.856272838002436,1.07890377588307,24.6368734777768,"0339"
"628","C0340","A",4.98,1.63,3.5251,5.1669,3.7861,2018-03-08,2018-05-09,"WS18","","","","C0340/A/2018-03-08/2018-05-09/WS18",4.6275,4.40779927699449,0.84102813984651,1.37087586794981,31.1011409957978,"0340"
"629","C0341","A",5.01,1.3,3.6537,4.9362,3.7747,2018-03-08,2018-05-09,"WS27","","","","C0341/A/2018-03-08/2018-05-09/WS27",4.6575,4.43637496112411,0.905653021442495,1.17734892787524,26.538535137186,"0341"
"630","C0342","A",4.97,2.07,3.6155,5.6472,3.8692,2018-03-08,2018-05-09,"WS27","","","","C0342/A/2018-03-08/2018-05-09/WS27",4.6175,4.39827404895128,0.875129202145986,1.81151744844219,41.1870071823771,"0342"
"631","C0343","A",4.93,1.29,3.6325,4.8849,3.8064,2018-03-08,2018-05-09,"WS27","","","","C0343/A/2018-03-08/2018-05-09/WS27",4.5775,4.36017313677845,0.861146598530821,1.11087911210476,25.4778669850148,"0343"
"632","C0344","A",5.03,1.59,3.6625,5.2432,3.8483,2018-03-08,2018-05-09,"WS27","","","","C0344/A/2018-03-08/2018-05-09/WS27",4.6775,4.45542541721053,0.882457139242108,1.40310685139495,31.492096040369,"0344"
"633","C0345","A",5.05,1.36,3.6327,4.9818,3.8637,2018-03-08,2018-05-09,"WS08","","","","C0345/A/2018-03-08/2018-05-09/WS08",4.6975,4.47447587329694,0.828774738714698,1.12713364465199,25.1902943846131,"0345"
"634","C0346","A",4.99,0.82,3.5366,4.3418,3.6462,2018-03-08,2018-05-09,"WS08","","","","C0346/A/2018-03-08/2018-05-09/WS08",4.6375,4.4173245050377,0.863884749130651,0.708385494287134,16.0365282985043,"0346"
"636","C0348","A",4.91,0.7,3.5703,4.2998,3.6551,2018-03-08,2018-05-09,"WS08","","","","C0348/A/2018-03-08/2018-05-09/WS08",4.5575,4.34112268069203,0.883755997258396,0.618629198080877,14.2504426523661,"0348"
"637","C0349","A",5.02,0.5,3.519,4.0187,3.5927,2018-03-08,2018-05-09,"WS02","","","","C0349/A/2018-03-08/2018-05-09/WS02",4.6675,4.44590018916732,0.852511506904143,0.426255753452072,9.58761410097931,"0349"
"638","C0350","A",5.05,1.81,3.6235,5.414,3.9071,2018-03-08,2018-05-09,"WS02","","","","C0350/A/2018-03-08/2018-05-09/WS02",4.6975,4.47447587329694,0.841608489248813,1.52331136554035,34.0444648418212,"0350"
"639","C0351","A",5.05,1.76,3.5211,5.2726,3.828,2018-03-08,2018-05-09,"WS02","","","","C0351/A/2018-03-08/2018-05-09/WS02",4.6975,4.47447587329694,0.824778761061947,1.45161061946903,32.4420258500451,"0351"
"640","C0352","A",5.05,0.81,3.5381,4.3408,3.7048,2018-03-08,2018-05-09,"WS02","","","","C0352/A/2018-03-08/2018-05-09/WS02",4.6975,4.47447587329694,0.792325900087205,0.641783979070636,14.3432213569575,"0352"
"641","C0353","A",4.97,0.24,3.5405,3.7708,3.5648,2018-03-08,2018-05-09,"WS01","","","","C0353/A/2018-03-08/2018-05-09/WS01",4.6175,4.39827404895128,0.894485453755971,0.214676508901433,4.88092616585864,"0353"
"642","C0354","A",5.03,0.02,3.5157,3.5449,3.523,2018-03-08,2018-05-09,"WS01","","","","C0354/A/2018-03-08/2018-05-09/WS01",4.6775,4.45542541721053,0.749999999999992,0.0149999999999998,0.336668187555278,"0354"
"643","C0355","A",5.03,0.8,3.5496,4.3407,3.73,2018-03-08,2018-05-09,"WS01","","","","C0355/A/2018-03-08/2018-05-09/WS01",4.6775,4.45542541721053,0.771963089369233,0.617570471495386,13.8610887550675,"0355"
"644","C0356","A",5.01,0.7,3.6397,4.3266,3.8768,2018-03-08,2018-05-09,"WS01","","","","C0356/A/2018-03-08/2018-05-09/WS01",4.6575,4.43637496112411,0.654826029989809,0.458378220992867,10.3322695896904,"0356"
"645","C0357","A",5.08,1.11,3.6187,4.7522,3.7243,2018-03-08,2018-05-09,"WS36","","","","C0357/A/2018-03-08/2018-05-09/WS36",4.7275,4.50305155742657,0.906837229819144,1.00658932509925,22.3534932314766,"0357"
"646","C0358","A",4.95,1.19,3.6065,4.8003,3.7315,2018-03-08,2018-05-09,"WS36","","","","C0358/A/2018-03-08/2018-05-09/WS36",4.5975,4.37922359286486,0.895292343776177,1.06539788909365,24.3284652290767,"0358"
"647","C0359","A",5.09,1.16,3.6582,4.8089,3.8512,2018-03-08,2018-05-09,"WS36","","","","C0359/A/2018-03-08/2018-05-09/WS36",4.7375,4.51257678546978,0.832276005909447,0.965440166854958,21.3944318900814,"0359"
"648","C0360","A",4.94,0.75,3.6276,4.3631,3.7211,2018-03-08,2018-05-09,"WS36","","","","C0360/A/2018-03-08/2018-05-09/WS36",4.5875,4.36969836482166,0.872875594833447,0.654656696125085,14.9817365288966,"0360"
"649","C0361","A",5.01,2.36,3.6348,5.9732,3.8859,2018-03-08,2018-05-09,"WS13","","","","C0361/A/2018-03-08/2018-05-09/WS13",4.6575,4.43637496112411,0.892618884707492,2.10658056790968,47.4842768334421,"0361"
"650","C0362","A",5,1.96,3.685,5.6182,3.9268,2018-03-08,2018-05-09,"WS13","","","","C0362/A/2018-03-08/2018-05-09/WS13",4.6475,4.4268497330809,0.874922408441962,1.71484792054624,38.7374323490484,"0362"
"651","C0363","A",5.09,1.97,3.6455,5.5854,3.8891,2018-03-08,2018-05-09,"WS13","","","","C0363/A/2018-03-08/2018-05-09/WS13",4.7375,4.51257678546978,0.874426516830765,1.72262023815661,38.1737601386272,"0363"
"652","C0364","A",4.92,1.42,3.5332,4.9362,3.8075,2018-03-08,2018-05-09,"WS13","","","","C0364/A/2018-03-08/2018-05-09/WS13",4.5675,4.35064790873524,0.804490377761939,1.14237633642195,26.2576140470546,"0364"
"653","C0365","A",4.92,1.35,3.6379,4.962,3.9242,2018-03-08,2018-05-09,"WS06","","","","C0365/A/2018-03-08/2018-05-09/WS06",4.5675,4.35064790873524,0.783777660297561,1.05809984140171,24.3205118777195,"0365"
"654","C0366","A",4.94,2.18,3.6538,5.8076,3.9174,2018-03-08,2018-05-09,"WS06","","","","C0366/A/2018-03-08/2018-05-09/WS06",4.5875,4.36969836482166,0.877611663107067,1.91319342557341,43.783192015623,"0366"
"655","C0367","A",4.93,0.95,3.6444,4.5834,3.7901,2018-03-08,2018-05-09,"WS06","","","","C0367/A/2018-03-08/2018-05-09/WS06",4.5775,4.36017313677845,0.844834930777423,0.802593184238552,18.4073695943082,"0367"
"656","C0368","A",5.06,1.11,3.6345,4.7348,3.9162,2018-03-08,2018-05-09,"WS06","","","","C0368/A/2018-03-08/2018-05-09/WS06",4.7075,4.48400110134015,0.743978914841407,0.825816595473962,18.4169579090234,"0368"
"657","C0369","A",5.03,0.77,3.5491,4.3033,3.6593,2018-03-08,2018-05-09,"WS14","","","","C0369/A/2018-03-08/2018-05-09/WS14",4.6775,4.45542541721053,0.853884911164148,0.657491381596394,14.757095451685,"0369"
"658","C0370","A",4.98,0.18,3.5157,3.6933,3.5402,2018-03-08,2018-05-09,"WS14","","","","C0370/A/2018-03-08/2018-05-09/WS14",4.6275,4.40779927699449,0.862049549549548,0.155168918918919,3.5203263390143,"0370"
"659","C0371","A",5.03,1.42,3.6656,5.0822,3.9433,2018-03-08,2018-05-09,"WS14","","","","C0371/A/2018-03-08/2018-05-09/WS14",4.6775,4.45542541721053,0.803967245517436,1.14163348863476,25.6234451647385,"0371"
"660","C0372","A",5,0.75,3.5419,4.2855,3.6544,2018-03-08,2018-05-09,"WS14","","","","C0372/A/2018-03-08/2018-05-09/WS14",4.6475,4.4268497330809,0.848708983324368,0.636531737493276,14.3788873775545,"0372"
"661","C0373","A",4.93,0.78,3.6518,4.4341,3.7924,2018-03-08,2018-05-09,"WS07","","","","C0373/A/2018-03-08/2018-05-09/WS07",4.5775,4.36017313677845,0.820273552345647,0.639813370829605,14.674035887078,"0373"
"662","C0374","A",4.94,0.35,3.6251,3.975,3.6996,2018-03-08,2018-05-09,"WS07","","","","C0374/A/2018-03-08/2018-05-09/WS07",4.5875,4.36969836482166,0.787082023435267,0.275478708202343,6.30429574773605,"0374"
"663","C0375","A",4.92,0.09,3.5535,3.6618,3.5758,2018-03-08,2018-05-09,"WS07","","","","C0375/A/2018-03-08/2018-05-09/WS07",4.5675,4.35064790873524,0.794090489381348,0.0714681440443213,1.6427011687346,"0375"
"664","C0376","A",4.99,0.15,3.5304,3.6911,3.5744,2018-03-08,2018-05-09,"WS07","","","","C0376/A/2018-03-08/2018-05-09/WS07",4.6375,4.4173245050377,0.726197884256381,0.108929682638457,2.46596514506075,"0376"
"665","C0377","A",4.98,NA,NA,NA,NA,2018-03-08,2018-05-09,"WS31","","","","C0377/A/2018-03-08/2018-05-09/WS31",4.6275,4.40779927699449,NA,NA,NA,"0377"
"666","C0378","A",4.97,2.25,3.5178,5.7313,4.0077,2018-03-08,2018-05-09,"WS31","","","","C0378/A/2018-03-08/2018-05-09/WS31",4.6175,4.39827404895128,0.778676304495143,1.75202168511407,39.8343001280655,"0378"
"667","C0379","A",4.99,2.14,3.6074,5.7339,3.9033,2018-03-08,2018-05-09,"WS31","","","","C0379/A/2018-03-08/2018-05-09/WS31",4.6375,4.4173245050377,0.860851163884317,1.84222149071244,41.7044636093974,"0379"
"668","C0380","A",5.04,2.58,3.6555,6.1738,3.9142,2018-03-08,2018-05-09,"WS31","","","","C0380/A/2018-03-08/2018-05-09/WS31",4.6875,4.46495064525374,0.897271969185562,2.31496168049875,51.8474192533251,"0380"
"669","C0381","A",5,2.07,3.6547,5.711,3.8994,2018-03-08,2018-05-09,"WS32","","","","C0381/A/2018-03-08/2018-05-09/WS32",4.6475,4.4268497330809,0.880999854106891,1.82366969800126,41.1956539742781,"0381"
"670","C0382","A",5.04,2.77,3.5289,6.2716,3.8476,2018-03-08,2018-05-09,"WS32","","","","C0382/A/2018-03-08/2018-05-09/WS32",4.6875,4.46495064525374,0.883800634411347,2.44812775731943,54.8298951506172,"0382"
"671","C0383","A",5.05,2.6,3.6364,6.2232,3.9205,2018-03-08,2018-05-09,"WS32","","","","C0383/A/2018-03-08/2018-05-09/WS32",4.6975,4.47447587329694,0.890173186949126,2.31445028606773,51.7256177394999,"0383"
"672","C0384","A",4.99,2.4,3.6086,6.0118,3.8938,2018-03-08,2018-05-09,"WS32","","","","C0384/A/2018-03-08/2018-05-09/WS32",4.6375,4.4173245050377,0.881324900133156,2.11517976031957,47.8837304777436,"0384"
"673","C0001","R",4.95,3.68,3.534,7.2077,3.8061,2018-04-06,2018-06-06,"WS13","","","","C0001/R/2018-04-06/2018-06-06/WS13",4.89375,4.67688613373409,0.925932983096061,3.40743337779351,72.8568812743997,"0001"
"674","C0002","R",4.95,3.17,3.5593,6.7128,3.8054,2018-04-06,2018-06-06,"WS13","","","","C0002/R/2018-04-06/2018-06-06/WS13",4.89375,4.67688613373409,0.921959727287141,2.92261233550024,62.4905599993042,"0002"
"675","C0003","R",5.07,2.87,3.6625,6.523,3.972,2018-04-06,2018-06-06,"WS13","","","","C0003/R/2018-04-06/2018-06-06/WS13",5.01375,4.79156839908236,0.891802132494319,2.5594721202587,53.4161657955017,"0003"
"676","C0004","R",4.94,3,3.6445,6.6507,3.8266,2018-04-06,2018-06-06,"WS13","","","","C0004/R/2018-04-06/2018-06-06/WS13",4.88375,4.6673292782884,0.939425187944914,2.81827556383474,60.3830455448016,"0004"
"677","C0005","R",5.07,4.05,3.5247,7.6547,4.0535,2018-04-06,2018-06-06,"WS14","","","","C0005/R/2018-04-06/2018-06-06/WS14",5.01375,4.79156839908236,0.871961259079903,3.53144309927361,73.7011935371709,"0005"
"678","C0006","R",4.91,3.88,3.6142,6.1884,3.7537,2018-04-06,2018-06-06,"WS14","","","","C0006/R/2018-04-06/2018-06-06/WS14",4.85375,4.63865871195133,0.945808406495222,3.66973661720146,79.1120201998591,"0006"
"679","C0007","R",5.02,3.98,3.5105,7.4702,4.0653,2018-04-06,2018-06-06,"WS14","","","","C0007/R/2018-04-06/2018-06-06/WS14",4.96375,4.74378412185391,0.859888375381973,3.42235573402025,72.1440024695468,"0007"
"680","C0008","R",5.1,3.98,3.6165,7.6068,4.503,2018-04-06,2018-06-06,"WS14","","","","C0008/R/2018-04-06/2018-06-06/WS14",5.04375,4.82023896541942,0.777836252913315,3.09578828659499,64.2247886215662,"0008"
"681","C0009","R",5.04,3.5,3.5221,6.9889,3.7543,2018-04-06,2018-06-06,"WS27","","","","C0009/R/2018-04-06/2018-06-06/WS27",4.98375,4.76289783274529,0.933021806853582,3.26557632398754,68.5628043821652,"0009"
"682","C0010","R",4.99,3.3,3.5418,6.8433,3.727,2018-04-06,2018-06-06,"WS27","","","","C0010/R/2018-04-06/2018-06-06/WS27",4.93375,4.71511355551684,0.943904285930638,3.1148841435711,66.0616994033279,"0010"
"683","C0011","R",5.03,3.36,3.6578,7.0169,3.8436,2018-04-06,2018-06-06,"WS27","","","","C0011/R/2018-04-06/2018-06-06/WS27",4.97375,4.7533409772996,0.94468756512161,3.17415021880861,66.7772464455488,"0011"
"684","C0012","R",4.94,3.22,3.5357,6.7228,3.7387,2018-04-06,2018-06-06,"WS27","","","","C0012/R/2018-04-06/2018-06-06/WS27",4.88375,4.6673292782884,0.936305732484076,3.01490445859873,64.5959236821695,"0012"
"689","C0017","R",5.06,3.72,3.5253,6.236,3.6963,2018-04-06,2018-06-06,"WS02","","","","C0017/R/2018-04-06/2018-06-06/WS02",5.00375,4.78201154363667,0.93691666359243,3.48532998856384,72.884181829333,"0017"
"690","C0018","R",4.98,3.44,3.6148,7.0664,3.9397,2018-04-06,2018-06-06,"WS02","","","","C0018/R/2018-04-06/2018-06-06/WS02",4.92375,4.70555670007115,0.905869741569127,3.1161919109978,66.2236608678135,"0018"
"691","C0019","R",5.05,2.69,3.5468,6.2414,3.7613,2018-04-06,2018-06-06,"WS02","","","","C0019/R/2018-04-06/2018-06-06/WS02",4.99375,4.77245468819098,0.92039634825206,2.47586617679804,51.8782542435522,"0019"
"692","C0020","R",4.93,2.63,3.6187,5.535,3.7536,2018-04-06,2018-06-06,"WS02","","","","C0020/R/2018-04-06/2018-06-06/WS02",4.87375,4.65777242284271,0.929603924228983,2.44485832072223,52.4898620793948,"0020"
"693","C0021","R",4.92,3.68,3.5716,7.2544,4.7507,2018-04-06,2018-06-06,"WS01","","","","C0021/R/2018-04-06/2018-06-06/WS01",4.86375,4.64821556739702,0.679835994352123,2.50179645921581,53.8227288072358,"0021"
"694","C0022","R",5.03,1.21,3.5282,4.75,3.6279,2018-04-06,2018-06-06,"WS01","","","","C0022/R/2018-04-06/2018-06-06/WS01",4.97375,4.7533409772996,0.918399083319692,1.11126289081683,23.3785645953837,"0022"
"695","C0023","R",5.02,2.97,3.6429,6.6072,3.936,2018-04-06,2018-06-06,"WS01","","","","C0023/R/2018-04-06/2018-06-06/WS01",4.96375,4.74378412185391,0.901123368080154,2.67633640319806,56.4177528835803,"0023"
"696","C0024","R",4.94,2.53,3.6614,6.1795,3.885,2018-04-06,2018-06-06,"WS01","","","","C0024/R/2018-04-06/2018-06-06/WS01",4.88375,4.6673292782884,0.911202891068663,2.30534331440372,49.3932006282002,"0024"
"697","C0025","R",4.93,4.45,3.5375,7.9632,3.8948,2018-04-06,2018-06-06,"WS31","","","","C0025/R/2018-04-06/2018-06-06/WS31",4.87375,4.65777242284271,0.919267008608808,4.09073818830919,87.8260639838766,"0025"
"698","C0026","R",5,3.92,3.6363,7.5459,3.9431,2018-04-06,2018-06-06,"WS31","","","","C0026/R/2018-04-06/2018-06-06/WS31",4.94375,4.72467041096253,0.921526498874565,3.6123838755883,76.4579020624714,"0026"
"699","C0027","R",5.1,4.4,3.6495,7.9839,3.9677,2018-04-06,2018-06-06,"WS31","","","","C0027/R/2018-04-06/2018-06-06/WS31",5.04375,4.82023896541942,0.926587301587302,4.07698412698413,84.5805396004756,"0027"
"700","C0028","R",5.09,4.39,3.5296,6.1063,3.6896,2018-04-06,2018-06-06,"WS31","","","","C0028/R/2018-04-06/2018-06-06/WS31",5.03375,4.81068210997373,0.9379050723794,4.11740326774557,85.5887621260438,"0028"
"701","C0029","R",5.01,NA,NA,NA,NA,2018-04-06,2018-06-06,"WS36","","","No leaves in bag (but no rip either)","C0029/R/2018-04-06/2018-06-06/WS36",4.95375,4.73422726640822,NA,NA,NA,"0029"
"702","C0030","R",5.01,2.17,3.6703,5.8481,3.8014,2018-04-06,2018-06-06,"WS36","","","","C0030/R/2018-04-06/2018-06-06/WS36",4.95375,4.73422726640822,0.939801634677197,2.03936954724952,43.0771366157239,"0030"
"703","C0031","R",5.02,3.3,3.5116,6.796,3.7207,2018-04-06,2018-06-06,"WS36","","","","C0031/R/2018-04-06/2018-06-06/WS36",4.96375,4.74378412185391,0.936335403726708,3.08990683229814,65.1359073880153,"0031"
"704","C0032","R",4.92,3.18,3.5169,6.6939,3.7321,2018-04-06,2018-06-06,"WS36","","","","C0032/R/2018-04-06/2018-06-06/WS36",4.86375,4.64821556739702,0.932263141328297,2.96459678942399,63.7792448830885,"0032"
"705","C0033","R",5.02,3.54,3.6671,7.2102,3.9131,2018-04-06,2018-06-06,"WS18","","","","C0033/R/2018-04-06/2018-06-06/WS18",4.96375,4.74378412185391,0.930569275493212,3.29421523524597,69.4427729135061,"0033"
"706","C0034","R",5.04,3.12,3.634,6.7557,3.8561,2018-04-06,2018-06-06,"WS18","","","","C0034/R/2018-04-06/2018-06-06/WS18",4.98375,4.76289783274529,0.928852868629272,2.89802095012333,60.8457508829858,"0034"
"707","C0035","R",4.91,2.45,3.6309,6.0749,3.7972,2018-04-06,2018-06-06,"WS18","","","","C0035/R/2018-04-06/2018-06-06/WS18",4.85375,4.63865871195133,0.931955810147299,2.28329173486088,49.223102552858,"0035"
"708","C0036","R",5.1,3.83,3.5368,7.3568,3.8159,2018-04-06,2018-06-06,"WS18","","","","C0036/R/2018-04-06/2018-06-06/WS18",5.04375,4.82023896541942,0.926937172774869,3.55016937172775,73.651314741796,"0036"
"709","C0037","R",4.92,4.09,3.5344,7.6074,4.0324,2018-04-06,2018-06-06,"WS06","","","","C0037/R/2018-04-06/2018-06-06/WS06",4.86375,4.64821556739702,0.87773140191505,3.58992143383256,77.2322492745941,"0037"
"710","C0038","R",5.1,3.36,3.6074,6.0402,3.7694,2018-04-06,2018-06-06,"WS06","","","","C0038/R/2018-04-06/2018-06-06/WS06",5.04375,4.82023896541942,0.933410062479448,3.13625780993094,65.0643636639299,"0038"
"711","C0039","R",5.02,3.75,3.6522,6.0466,3.797,2018-04-06,2018-06-06,"WS06","","","","C0039/R/2018-04-06/2018-06-06/WS06",4.96375,4.74378412185391,0.939525559639158,3.52322084864684,74.2702610014627,"0039"
