"","stream","start_date","end_date","mean_nh4.mgl","sd_nh4.mgl","N_nh4.mgl","mean_no3.mgl","sd_no3.mgl","N_no3.mgl","mean_po4.mgl","sd_po4.mgl","N_po4.mgl","mean_din.mgl","sd_din.mgl","N_din.mgl","deployment"
"50","WS07",2018-02-08,2018-04-06,0.00275,0.000886405260427918,8,0.057858487375,0.00648145307881239,8,0.002023811,4.62714474348305e-05,8,0.060608487375,0.00625102267735821,8,"6"
"51","WS07",2018-03-08,2018-05-09,0.00344444444444444,0.00235112266327765,9,0.0631524946666667,0.0064878013571578,9,0.002004945,4.78499658568321e-05,9,0.0665969391111111,0.00743472000555835,9,"7"
"52","WS07",2018-04-06,2018-06-06,0.00433333333333333,0.00212132034355964,9,0.0688974231111111,0.00937145358570401,9,0.001975608,4.14222643061675e-05,9,0.0732307564444444,0.00970149784701678,9,"8"
"53","WS07",2018-05-09,2018-07-05,0.0045,0.0018516401995451,8,0.070456554,0.00956520914009888,8,0.003416654125,0.00161105589931266,8,0.074956554,0.0100032904247754,8,"9"
"54","WS07",2018-06-06,2018-08-03,0.00475,0.00212132034355964,8,0.068670735,0.0049505181378037,8,0.00465071125,0.00064427825489452,8,0.073420735,0.00610562257067865,8,"10"
"55","WS07",2018-07-05,2018-08-31,0.00375,0.00198206241793023,8,0.06005170075,0.00918130385466434,8,0.003225058375,0.00135866132526195,8,0.06380170075,0.0106724625508945,8,"11"
"56","WS07",2018-08-03,2018-09-28,0.00275,0.00116496474502144,8,0.04338704725,0.0123481527997118,8,0.002264654375,0.000759927447971175,8,0.04613704725,0.0123157769313257,8,"12"
"57","WS08",2017-09-21,2017-11-15,0.002019870375,0.00104909379813164,8,0.003875,0.00188509188862809,8,0.005489151,0.00502317302760041,8,0.005894870375,0.00225428808309053,8,"1"
"58","WS08",2017-10-19,2017-12-11,0.00271428571428571,0.00111269728052837,7,0.00231428571428571,0.00165974754247804,7,0.00369657471428571,0.00454369715592665,7,0.00502857142857143,0.00209022669082748,7,"2a"
"59","WS08",2017-10-19,2017-12-18,0.00275,0.00103509833901353,8,0.0024,0.0015556349186104,8,0.003476920375,0.00425227657815048,8,0.00515,0.00196541525964798,8,"2b"
"60","WS08",2017-11-15,2018-01-05,0.00257142857142857,0.000786795792469443,7,0.00422857142857143,0.00544845980858025,7,0.00670818885714286,0.0124755605523481,7,0.0068,0.00515428624221304,7,"3"
"61","WS08",2017-12-11,2018-02-08,0.00255555555555556,0.0010137937550497,9,0.0104888888888889,0.00545560364314629,9,0.00678179455555556,0.0110861877516898,9,0.0130444444444444,0.00580347118350542,9,"4a"
"62","WS08",2017-12-18,2018-02-08,0.0025,0.0010690449676497,8,0.011425,0.00500021428112265,8,0.007387101375,0.0116915594342842,8,0.013925,0.00552416768132798,8,"4b"
"63","WS08",2018-01-11,2018-03-08,0.003375,0.00150594061730772,8,0.011,0.00444007721940573,8,0.0032392755,0.00353995613469445,8,0.014375,0.00453360468375568,8,"5"
"64","WS08",2018-02-08,2018-04-06,0.003,0.00160356745147455,8,0.00701128325,0.00267280295508323,8,0.002007973125,5.10851165533354e-05,8,0.01001128325,0.00361832766140286,8,"6"
"65","WS08",2018-03-08,2018-05-09,0.00222222222222222,0.000833333333333333,9,0.00998421488888889,0.00486148493891886,9,0.00197167377777778,9.89484892655994e-05,9,0.0122064371111111,0.00532320406910489,9,"7"
"66","WS08",2018-04-06,2018-06-06,0.00288888888888889,0.000781735959970572,9,0.0156683323333333,0.00522079980465027,9,0.001953332,8.33435217668416e-05,9,0.0185572212222222,0.00587934762917457,9,"8"
"67","WS08",2018-05-09,2018-07-05,0.00275,0.000886405260427918,8,0.020233704,0.00425866935824637,8,0.0028548155,0.00121670600738904,8,0.022983704,0.004272036899922,8,"9"
"68","WS08",2018-06-06,2018-08-03,0.002875,0.00135620268186054,8,0.0240190715,0.0047612773536157,8,0.003970073625,0.00100940365761048,8,0.0268940715,0.00528604269030889,8,"10"
"69","WS08",2018-07-05,2018-08-31,0.003,0.00130930734141595,8,0.023550619625,0.00450942069219986,8,0.004028383625,0.00260051176196208,8,0.026550619625,0.00514729533492635,8,"11"
"70","WS08",2018-08-03,2018-09-28,0.0025,0.000534522483824849,8,0.018439965125,0.00376621522912601,8,0.0032181135,0.00272922417253821,8,0.020939965125,0.00372553123852741,8,"12"
"71","WS13",2017-09-21,2017-11-15,0.002013201875,0.000736645894016238,8,0.00388325025,0.0029398566590665,8,0.0030926165,0.00319534953463936,8,0.005896452125,0.00243517806602934,8,"1"
"72","WS13",2017-10-19,2017-12-11,0.00257142857142857,0.000534522483824849,7,0.00253800028571429,0.000930612890519238,7,0.00199626414285714,4.65916033723838e-05,7,0.00510942885714286,0.00072324840598682,7,"2a"
"73","WS13",2017-10-19,2017-12-18,0.0025,0.000534522483824849,8,0.00249575025,0.000869828043844094,8,0.001981295875,6.04405391590718e-05,8,0.00499575025,0.000742794701593102,8,"2b"
"74","WS13",2017-11-15,2018-01-05,0.00242857142857143,0.000975900072948533,7,0.00257142857142857,0.000701698619338069,7,0.00198316857142857,7.92372525601798e-05,7,0.005,0.000879393730551528,7,"3"
"75","WS13",2017-12-11,2018-02-08,0.00244444444444444,0.0010137937550497,9,0.00258888888888889,0.0008491826135238,9,0.00307557866666667,0.00334722360802188,9,0.00503333333333333,0.00101734949746879,9,"4a"
"76","WS13",2017-12-18,2018-02-08,0.0025,0.0010690449676497,8,0.0026375,0.000894327360965451,8,0.00322546125,0.00354589868246505,8,0.0051375,0.00103501207722422,8,"4b"
"77","WS13",2018-01-11,2018-03-08,0.00325,0.000886405260427918,8,0.00175,0.000462910049886276,8,0.00321952225,0.00354848334562455,8,0.005,0.000925820099772551,8,"5"
"78","WS13",2018-02-08,2018-04-06,0.002875,0.0011259916264596,8,0.00166313175,0.000558725104916989,8,0.001941422625,6.66355984074953e-05,8,0.00453813175,0.00101180628439945,8,"6"
"79","WS13",2018-03-08,2018-05-09,0.00222222222222222,0.000666666666666667,9,0.00209662833333333,0.000457311663138772,9,0.00193072388888889,5.58627232361717e-05,9,0.00431885055555556,0.000592393015675006,9,"7"
"80","WS13",2018-04-06,2018-06-06,0.00233333333333333,0.001,9,0.00312238466666667,0.00143867366573296,9,0.00196895388888889,7.18948745364447e-05,9,0.005455718,0.000988663449548682,9,"8"
"81","WS13",2018-05-09,2018-07-05,0.0025,0.00130930734141595,8,0.00608856925,0.00341631499942863,8,0.00226334125,0.00072643645924447,8,0.00858856925,0.00351186831080892,8,"9"
"82","WS13",2018-06-06,2018-08-03,0.0025,0.00130930734141595,8,0.00817837925,0.00248917593045305,8,0.0022451525,0.000737994623707866,8,0.01067837925,0.00290847548896147,8,"10"
"83","WS13",2018-07-05,2018-08-31,0.002625,0.00106066017177982,8,0.007202232875,0.00137916128829853,8,0.00198872875,9.57403190656148e-05,8,0.009827232875,0.00165786507567452,8,"11"
"84","WS13",2018-08-03,2018-09-28,0.002625,0.000517549169506766,8,0.005619465375,0.00143603453022481,8,0.001987820375,6.03322399810002e-05,8,0.008244465375,0.00174378006698035,8,"12"
"85","WS14",2017-09-21,2017-11-15,0.002038500625,0.000879899763392064,8,0.007625,0.00656696276828185,8,0.004882641125,0.00404493383468826,8,0.009663500625,0.00637806496523517,8,"1"
"86","WS14",2017-10-19,2017-12-11,0.00257142857142857,0.000975900072948533,7,0.00654285714285714,0.00315270103395863,7,0.00312003671428571,0.00303396313465219,7,0.00911428571428571,0.00335182963540242,7,"2a"
"87","WS14",2017-10-19,2017-12-18,0.002625,0.000916125381312904,8,0.0070625,0.00326799960657455,8,0.002981886625,0.0028359523181583,8,0.0096875,0.00350119877429758,8,"2b"
"88","WS14",2017-11-15,2018-01-05,0.00271428571428571,0.000951189731211342,7,0.0115285714285714,0.00394195987029899,7,0.001965721,3.97493772445976e-05,7,0.0142428571428571,0.00366917663009798,7,"3"
"89","WS14",2017-12-11,2018-02-08,0.00333333333333333,0.001,9,0.0119888888888889,0.00699722167085702,9,0.00309539222222222,0.00333976466364038,9,0.0153222222222222,0.00690068434609528,9,"4a"
"90","WS14",2017-12-18,2018-02-08,0.003375,0.00106066017177982,8,0.01215,0.00746247756636973,8,0.00323046175,0.00354398226575601,8,0.015525,0.00734842062720186,8,"4b"
"91","WS14",2018-01-11,2018-03-08,0.003125,0.0011259916264596,8,0.005,0.00244948974278318,8,0.003218892375,0.00354880101263889,8,0.008125,0.00335676289643119,8,"5"
"92","WS14",2018-02-08,2018-04-06,0.002375,0.000916125381312904,8,0.003481491625,0.00104025974482529,8,0.00197506575,6.53394006591735e-05,8,0.005856491625,0.00145686388259791,8,"6"
"93","WS14",2018-03-08,2018-05-09,0.00244444444444444,0.000726483157256779,9,0.00537553955555556,0.00170054541642013,9,0.00196428533333333,5.10227268283458e-05,9,0.007819984,0.00173587915349247,9,"7"
"94","WS14",2018-04-06,2018-06-06,0.00277777777777778,0.000833333333333333,9,0.00766305477777778,0.00402233093229715,9,0.00197031511111111,6.69810241718586e-05,9,0.0104408325555556,0.0046219929102334,9,"8"
"95","WS14",2018-05-09,2018-07-05,0.002875,0.00135620268186054,8,0.011666075375,0.00537383628864323,8,0.0022625865,0.000837151440139204,8,0.014541075375,0.00556951462299097,8,"9"
"96","WS14",2018-06-06,2018-08-03,0.002625,0.00130247018062932,8,0.02246728325,0.0145617270330464,8,0.003432250625,0.00174691055870168,8,0.02509228325,0.0141937103112344,8,"10"
"97","WS14",2018-07-05,2018-08-31,0.002375,0.000744023809142845,8,0.023616567,0.0138082207454447,8,0.003146829375,0.00176575958850534,8,0.025991567,0.0136931818857025,8,"11"
"98","WS14",2018-08-03,2018-09-28,0.00225,0.000462910049886276,8,0.017019388,0.00347134435386025,8,0.00199003525,5.98944399059116e-05,8,0.019269388,0.0032774825565961,8,"12"
"99","WS17",2017-09-21,2017-11-15,0.00153670525,0.000498554222198477,8,0.171875,0.0393353258171692,8,0.005117489875,0.00436313629401923,8,0.17341170525,0.039435535788871,8,"1"
"100","WS17",2017-10-19,2017-12-11,0.00173175857142857,0.000459468077978169,7,0.137857142857143,0.0360358551604212,7,0.00369836271428571,0.0045427657624431,7,0.139588901428571,0.0361561949175336,7,"2a"
"101","WS17",2017-10-19,2017-12-18,0.00176528875,0.000435828401534283,8,0.13505,0.0342944810220453,8,0.004986067375,0.00556363946987386,8,0.13681528875,0.0343811129915604,8,"2b"
"102","WS17",2017-11-15,2018-01-05,0.00228571428571429,0.000755928946018455,7,0.123457142857143,0.00888948013906647,7,0.00655125771428571,0.00587378859919515,7,0.125742857142857,0.00927844404032938,7,"3"
"103","WS17",2017-12-11,2018-02-08,0.00244444444444444,0.0010137937550497,9,0.143688888888889,0.0209513987865038,9,0.00532001977777778,0.00510898653042601,9,0.146133333333333,0.0212638190360998,9,"4a"
"104","WS17",2017-12-18,2018-02-08,0.0025,0.0010690449676497,8,0.147225,0.0193146687409189,8,0.00423502225,0.00420975284656535,8,0.149725,0.0195973576936134,8,"4b"
"105","WS17",2018-01-11,2018-03-08,0.00225,0.000886405260427918,8,0.140625,0.0214605119097512,8,0.0032327695,0.00354305277199234,8,0.142875,0.0219768547080137,8,"5"
"106","WS17",2018-02-08,2018-04-06,0.002,0.000534522483824849,8,0.118189605375,0.0162372658109179,8,0.001972167625,6.7641989294346e-05,8,0.120189605375,0.0163425020251788,8,"6"
"107","WS17",2018-03-08,2018-05-09,0.00211111111111111,0.00136422546197874,9,0.111502261333333,0.0056196011541819,9,0.00196710744444444,5.99119201163489e-05,9,0.113613372444444,0.00639435060501536,9,"7"
"108","WS17",2018-04-06,2018-06-06,0.00211111111111111,0.00136422546197874,9,0.114022751666667,0.00735844876329726,9,0.002004784,5.26359729225175e-05,9,0.116133862777778,0.00733162249413562,9,"8"
"109","WS17",2018-05-09,2018-07-05,0.002,0.000755928946018455,8,0.106698317,0.0119934135342867,8,0.00201952475,4.3659301845573e-05,8,0.108698317,0.0117654600506912,8,"9"
"110","WS17",2018-06-06,2018-08-03,0.002625,0.00130247018062932,8,0.11916287175,0.024030914661037,8,0.0022642735,0.000805427803397318,8,0.12178787175,0.0248190168408429,8,"10"
"111","WS17",2018-07-05,2018-08-31,0.002375,0.00140788595317336,8,0.136460913625,0.0115262830192471,8,0.00226515,0.000804884572600853,8,0.138835913625,0.0122911282518762,8,"11"
"112","WS17",2018-08-03,2018-09-28,0.001520019,0.000515792120392924,8,0.13868333,0.0104700938071454,8,0.001988254875,5.35955572370842e-05,8,0.140203349,0.010596431838035,8,"12"
"113","WS18",2017-09-21,2017-11-15,0.001810224875,0.000987620660408993,8,0.016,0.0201565303136655,8,0.004112501625,0.00395209764882661,8,0.017810224875,0.0197829895688986,8,"1"
"114","WS18",2017-10-19,2017-12-11,0.00188105185714286,0.00065755148707723,7,0.00531428571428571,0.00129412592307005,7,0.00315476957142857,0.00301987473901843,7,0.00719533757142857,0.00152210999416861,7,"2a"
"115","WS18",2017-10-19,2017-12-18,0.002145920375,0.000965323212123267,8,0.0054375,0.00124778374957934,8,0.00300969975,0.0028258094872891,8,0.007583420375,0.00178625608874491,8,"2b"
"116","WS18",2017-11-15,2018-01-05,0.002,0.00115470053837925,7,0.00772857142857143,0.00354998323269011,7,0.00202130228571429,6.32430256885144e-05,7,0.00972857142857143,0.00326124428488795,7,"3"
"117","WS18",2017-12-11,2018-02-08,0.00188888888888889,0.00105409255338946,9,0.00743333333333333,0.00663984186558686,9,0.00312356644444444,0.00332917885137514,9,0.00932222222222222,0.00694852102568917,9,"4a"
"118","WS18",2017-12-18,2018-02-08,0.001625,0.000744023809142845,8,0.007575,0.00708373388223229,8,0.003264735875,0.00353012708008133,8,0.0092,0.007417931941297,8,"4b"
"119","WS18",2018-01-11,2018-03-08,0.002,0.000755928946018455,8,0.001875,0.000991031208965115,8,0.0032725145,0.00352709287233511,8,0.003875,0.00083452296039628,8,"5"
"120","WS18",2018-02-08,2018-04-06,0.002125,0.0011259916264596,8,0.002772449875,0.00243234200267094,8,0.002016176375,6.2889925954429e-05,8,0.004897449875,0.00305806917551631,8,"6"
"121","WS18",2018-03-08,2018-05-09,0.00233333333333333,0.0014142135623731,9,0.00400955933333333,0.00180814259100575,9,0.00203331922222222,4.84706573655077e-05,9,0.00634289266666667,0.00274348106962833,9,"7"
"122","WS18",2018-04-06,2018-06-06,0.00277777777777778,0.001092906420717,9,0.005202119,0.00353494905023333,9,0.002032131,4.98470297761061e-05,9,0.00797989677777778,0.00331645032107975,9,"8"
"123","WS18",2018-05-09,2018-07-05,0.002125,0.0011259916264596,8,0.0112971815,0.00773029730760033,8,0.002256927,0.000744516280152422,8,0.0134221815,0.00690796286125398,8,"9"
"124","WS18",2018-06-06,2018-08-03,0.002,0.00119522860933439,8,0.021000843875,0.012687356225428,8,0.002436242375,0.000879259659533428,8,0.023000843875,0.0121400303361373,8,"10"
"125","WS18",2018-07-05,2018-08-31,0.002,0.0010690449676497,8,0.02197152125,0.0115816453503982,8,0.002206542,0.000568869043143373,8,0.02397152125,0.0111360390057096,8,"11"
"126","WS18",2018-08-03,2018-09-28,0.002,0.000925820099772551,8,0.018549555,0.00766313378555446,8,0.002039920875,0.000146860141897402,8,0.020549555,0.00747170630643309,8,"12"
"127","WS27",2017-09-21,2017-11-15,0.001784333875,0.00100836080670568,8,0.027,0.0190338045142245,8,0.00499616975,0.00417803014933705,8,0.028784333875,0.019057772469953,8,"1"
"128","WS27",2017-10-19,2017-12-11,0.00215889714285714,0.00119800589066045,7,0.0367428571428571,0.0291080090434951,7,0.00484405,0.00502315602754686,7,0.0389017542857143,0.0296494089914559,7,"2a"
"129","WS27",2017-10-19,2017-12-18,0.002139035,0.00111055976545936,8,0.0436125,0.0332230744900503,8,0.00598854375,0.00566625439036948,8,0.045751535,0.0335985044053805,8,"2b"
"130","WS27",2017-11-15,2018-01-05,0.002,0.000816496580927726,7,0.0828714285714286,0.0247885534259743,7,0.00539264885714286,0.00588001678835323,7,0.0848714285714286,0.0249106211809149,7,"3"
"131","WS27",2017-12-11,2018-02-08,0.00222222222222222,0.00171593835683117,9,0.104322222222222,0.0279430124439804,9,0.00440873,0.00489687959737275,9,0.106544444444444,0.0290662222825357,9,"4a"
"132","WS27",2017-12-18,2018-02-08,0.00225,0.00183225076262581,8,0.1059,0.029440642461934,8,0.00320982125,0.00355254276318509,8,0.10815,0.0306434798471528,8,"4b"
"133","WS27",2018-01-11,2018-03-08,0.002875,0.00195940953204931,8,0.0755,0.0441490980331746,8,0.00319092975,0.00356057117418455,8,0.078375,0.0450299503505326,8,"5"
"134","WS27",2018-02-08,2018-04-06,0.002125,0.00135620268186054,8,0.05638254925,0.0168805823021001,8,0.001975291,8.33015801359305e-05,8,0.05850754925,0.0164519539677807,8,"6"
"135","WS27",2018-03-08,2018-05-09,0.00233333333333333,0.00291547594742265,9,0.0659186231111111,0.0128871435237074,9,0.002024133,6.85842215545967e-05,9,0.0682519564444444,0.0122829138589872,9,"7"
"136","WS27",2018-04-06,2018-06-06,0.00277777777777778,0.00290593262902712,9,0.0559346184444444,0.0184873462687016,9,0.00201653444444444,6.98700579291858e-05,9,0.0587123962222222,0.0177515576774417,9,"8"
"137","WS27",2018-05-09,2018-07-05,0.0025,0.0010690449676497,8,0.054934271,0.0206483022141812,8,0.001974026375,5.62419914779937e-05,8,0.057434271,0.0200691195062646,8,"9"
"138","WS27",2018-06-06,2018-08-03,0.002375,0.000916125381312904,8,0.064371724375,0.0159734593706862,8,0.002375329125,0.00113202864081769,8,0.066746724375,0.0161268156967507,8,"10"
"139","WS27",2018-07-05,2018-08-31,0.001875,0.00083452296039628,8,0.053885260375,0.0176611993079361,8,0.002371357375,0.00113409866329748,8,0.055760260375,0.0183271216495915,8,"11"
"140","WS27",2018-08-03,2018-09-28,0.00139597225,0.000503388131298234,8,0.060712136375,0.0272065576781747,8,0.00205344925,0.000277180978291776,8,0.062108108625,0.0271603814070677,8,"12"
"141","WS31",2017-09-21,2017-11-15,0.002025812125,0.00167435773975033,8,0.002121519625,0.00125004714645762,8,0.002976105125,0.00283927256923331,8,0.00414733175,0.00217061989457895,8,"1"
