Boat_ID,Boat wt (g),Stream,Core,Sample_Date,OM_Type,Sorting Date,Dry_Mass,Ashed,Period,NOTES
NA,NA,WS55,5,10/13/18,MOSS,10/23/18,NA,NA,1,NONE
NA,NA,WS55,5,10/13/18,ROOT,10/23/18,NA,NA,1,NONE
C10,6.648,WS55,5,10/13/18,LEAF,10/23/18,9.1737,6.7715,1,
E12,3.6888,TOWR,4,10/13/18,MISC,10/23/18,7.5024,4.52,1,
B78,3.6278,TOWR,4,10/13/18,WOOD,10/23/18,8.0272,3.7749,1,
14SJ,1.6455,TOWR,4,10/13/18,FLWR,10/23/18,5.1719,1.8478,1,
SR42,1.6452,TOWR,4,10/13/18,MOSS,10/23/18,1.647,1.6446,1,
Q5,1.726,TOWR,4,10/13/18,ROOT,10/23/18,1.8199,1.7291,1,
Q2,1.74,TOWR,4,10/13/18,LEAF,10/23/18,2.0264,1.7508,1,
E48,3.6142,WS55,1,10/13/18,MISC,10/24/18,5.937,4.2748,1,
1SJ,1.7101,WS55,1,10/13/18,ROOT,10/24/18,1.6637,1.6607,1,
24SJ,1.6551,WS55,1,10/13/18,LEAF,10/24/18,2.5299,1.7025,1,
A65,1.9508,WS55,1,10/13/18,WOOD,10/24/18,12.4217,2.1535,1,
74SJ,1.659,WS55,1,10/13/18,FLWR,10/24/18,3.8531,1.7493,1,
325J,1.782,WS55,1,10/13/18,MOSS,10/24/18,1.6523,1.6508,1,
A06,1.8153,WS55,3,10/13/18,MISC,10/24/18,2.3204,2.0683,1,
JE 1-2,1.7562,WS55,3,10/13/18,WOOD,10/24/18,2.4388,1.7663,1,
69SJ,1.6565,WS55,3,10/13/18,LEAF,10/24/18,2.1353,1.6746,1,
SR 1-2 ,NA,WS55,3,10/13/18,ROOT,10/24/18,NA,NA,1,NONE
B,NA,WS55,3,10/13/18,FLWR,10/24/18,NA,NA,1,NONE
A,NA,WS55,3,10/13/18,MOSS,10/24/18,NA,NA,1,NONE
B8,3.7386,TOWR,2,10/13/18,WOOD,10/24/18,8.0903,3.8317,1,
A01,6.6244,TOWR,2,10/13/18,LEAF,10/24/18,13.0446,6.527,1,
A12,1.8117,TOWR,2,10/13/18,ROOT,10/24/18,2.0361,1.8201,1,
B48,3.8522,TOWR,2,10/13/18,MISC,10/24/18,6.6706,5.8633,1,
BM41,1.7319,TOWR,2,10/13/18,FLWR,10/24/18,2.5173,1.7551,1,
JE11,1.7552,TOWR,2,10/13/18,MOSS,10/24/18,1.7558,1.7555,1,
C04,6.6751,TOWR,3,10/13/18,WOOD,10/29/18,24.3744,7.4472,1,
E16,3.7333,TOWR,3,10/13/18,LEAF,10/29/18,5.2622,3.8001,1,
SR 41,1.6517,TOWR,3,10/13/18,ROOT,10/29/18,2.1084,1.6886,1,
B7,3.6961,TOWR,3,10/13/18,MISC,10/29/18,11.1779,7.865,1,
J4ST,1.6561,TOWR,3,10/13/18,FLWR,10/29/18,8.5206,2.396,1,
NA,NA,TOWR,3,10/13/18,MOSS,10/29/18,NA,NA,1,NONE
B16,3.8415,WS55,4,10/13/18,WOOD,10/31/18,19.6472,4.2516,1,
B64,3.624,WS55,4,10/13/18,LEAF,10/31/18,5.2739,3.6972,1,
B12,3.6567,WS55,4,10/13/18,ROOT,10/31/18,5.1618,3.7071,1,
B66,3.7124,WS55,4,10/13/18,MISC,10/31/18,9.4027,5.908,1,
A,1.7263,WS55,4,10/13/18,FLWR,10/31/18,2.2213,1.7518,1,
B,1.7337,WS55,4,10/13/18,MOSS,10/31/18,1.7361,1.7336,1,
F81,3.7159,TOWR,5,10/13/18,WOOD,10/31/18,6.4648,3.7894,1,
B47,3.7272,TOWR,5,10/13/18,LEAF,10/31/18,6.02,3.833,1,
Q5,1.7253,TOWR,5,10/13/18,ROOT,10/31/18,1.7278,1.7256,1,
B32,3.7601,TOWR,5,10/13/18,MISC,10/31/18,5.4925,4.6449,1,
JE1-2,1.7499,TOWR,5,10/13/18,FLWR,10/31/18,4.6368,1.813,1,
BM41,1.7316,TOWR,5,10/13/18,MOSS,10/31/18,1.7325,1.7315,1,
T01,6.6298,TOWR,1,10/13/18,WOOD,11/1/18,61.8499,8.7241,1,
AB18,3.6918,TOWR,1,10/13/18,LEAF,11/1/18,11.1641,4.1015,1,
A58,1.819,TOWR,1,10/13/18,ROOT,11/1/18,2.2856,1.8351,1,
B8,3.7377,TOWR,1,10/13/18,MISC,11/1/18,13.309,7.3641,1,
E6,3.8326,TOWR,1,10/13/18,FLWR,11/1/18,6.4261,3.92,1,
F5,1.6814,TOWR,1,10/13/18,MOSS,11/1/18,1.6837,1.6809,1,
F81,3.7165,TOWR,5,11/18/18,ROOT,11/19/18,4.9535,3.7997,1,
B16,3.8266,TOWR,5,11/18/18,FLWR,11/19/18,4.7627,3.8631,1,
E6,3.8043,TOWR,5,11/18/18,MISC,11/19/18,5.1557,4.4279,1,
A21,1.8214,TOWR,5,11/18/18,MOSS,11/19/18,1.8228,1.8221,1,
A12,6.6233,TOWR,5,11/18/18,LEAF,11/19/18,3.7894,1.9275,1,
1SJ,NA,TOWR,5,11/18/18,WOOD,11/19/18,4.2199,1.7837,1,
C10,6.6476,TOWR,1,11/18/18,LEAF,11/20/18,15.0449,7.7307,1,
24SJ,NA,TOWR,1,11/18/18,WOOD,11/20/18,6.1427,2.0398,1,
E31,3.7427,TOWR,1,11/18/18,FLWR,11/20/18,5.6224,3.8611,1,
B56,3.8397,TOWR,1,11/18/18,MISC,11/20/18,8.7875,7.0499,1,
NA,NA,TOWR,1,11/18/18,ROOT,11/20/18,NA,NA,1,NONE
A93,1.7949,TOWR,1,11/18/18,MOSS,11/20/18,1.7945,1.7945,1,
R,3.7277,TOWR,3,11/18/18,FLWR,11/20/18,7.621,3.7947,1,
B32,3.7596,TOWR,3,11/18/18,ROOT,11/20/18,3.9547,3.768,1,
AB18,3.6427,TOWR,3,11/18/18,MISC,11/20/18,7.0166,5.4846,1,
A58,1.8183,TOWR,3,11/18/18,MOSS,11/20/18,1.8194,1.8185,1,
BM41,NA,TOWR,3,11/18/18,WOOD,11/20/18,4.2235,1.8501,1,
A07,6.6058,TOWR,3,11/18/18,LEAF,11/20/18,18.0967,7.8284,1,
B8,3.7378,WS55,3,11/18/18,LEAF,11/20/18,4.6172,3.7825,1,
E16,3.7323,WS55,3,11/18/18,MISC,11/20/18,5.4425,4.8079,1,
74SJ,1.6579,WS55,3,11/18/18,WOOD,11/20/18,3.1787,1.6844,1,
14SJ,1.6452,WS55,3,11/18/18,FLWR,11/20/18,1.7613,1.6464,1,
NA,NA,WS55,3,11/18/18,ROOT,11/20/18,NA,NA,1,NONE
NA,NA,WS55,3,11/18/18,MOSS,11/20/18,NA,NA,1,NONE
A65,6.5577,TOWR,4,11/18/18,LEAF,11/20/18,12.0175,6.8343,1,
4SSJ,NA,TOWR,4,11/18/18,WOOD,11/20/18,2.2178,2.2066,1,
B47,3.7252,TOWR,4,11/18/18,ROOT,11/20/18,3.9147,3.7304,1,
E12,3.688,TOWR,4,11/18/18,FLWR,11/20/18,4.1589,3.7073,1,
B68,3.6767,TOWR,4,11/18/18,MISC,11/20/18,6.9508,5.2409,1,
A74,1.8076,TOWR,4,11/18/18,MOSS,11/20/18,1.8084,1.8069,1,
B77,3.6467,WS55,4,11/18/18,WOOD,11/26/18,5.2076,3.6795,1,
B64,3.6219,WS55,4,11/18/18,LEAF,11/26/18,12.0348,4.087,1,
A44,1.824,WS55,4,11/18/18,ROOT,11/26/18,3.4218,1.8867,1,
B7,3.726,WS55,4,11/18/18,MISC,11/26/18,9.2863,8.6893,1,
TS 42,1.6637,WS55,4,11/18/18,FLWR,11/26/18,1.7625,1.6661,1,
SR42,1.6452,WS55,4,11/18/18,MOSS,11/26/18,1.658,1.6455,1,
A06,NA,TOWR,2,11/18/18,WOOD,11/27/18,11.7773,2.2142,1,
B78,NA,TOWR,2,11/18/18,LEAF,11/27/18,8.6355,3.9057,1,
A65,NA,TOWR,2,11/18/18,ROOT,11/27/18,2.345,1.8558,1,
B12,NA,TOWR,2,11/18/18,MISC,11/27/18,9.2145,5.775,1,
3SJ,NA,TOWR,2,11/18/18,FLWR,11/27/18,3.3798,1.9636,1,
SR1-2,NA,TOWR,2,11/18/18,MOSS,11/27/18,1.6694,1.6654,1,
B56,NA,WS55,1,11/18/18,WOOD,11/28/18,26.621,4.8536,1,
AB18,NA,WS55,1,11/18/18,LEAF,11/28/18,8.3139,3.9831,1,
A12,NA,WS55,1,11/18/18,ROOT,11/28/18,1.8163,1.811,1,
E31,NA,WS55,1,11/18/18,MISC,11/28/18,11.0132,7.7681,1,
4SSJ,NA,WS55,1,11/18/18,FLWR,11/28/18,3.7846,1.8091,1,
BM41,NA,WS55,1,11/18/18,MOSS,11/28/18,1.7515,1.7334,1,
F02,NA,WS55,2,11/18/18,WOOD,11/29/18,105.584,13.0021,1,
CO4 + TO1,NA,WS55,2,11/18/18,LEAF,11/29/18,37.1568,14.8689,1,TWO TRAYS USED
A58,NA,WS55,2,11/18/18,ROOT,11/29/18,1.9084,1.8213,1,
B47,NA,WS55,2,11/18/18,MISC,11/29/18,11.1551,6.2826,1,
A74,NA,WS55,2,11/18/18,FLWR,11/29/18,2.9148,1.8922,1,
62SJ,NA,WS55,2,11/18/18,MOSS,11/29/18,1.6617,1.6482,1,
T10,NA,WS55,5,11/18/18,WOOD,12/3/18,25.065,7.0717,1,
A65 + F10,NA,WS55,5,11/18/18,LEAF,12/3/18,43.516,15.0229,1,TWO TRAYS USED
F81,NA,WS55,5,11/18/18,ROOT,12/3/18,3.7793,3.7223,1,
B8,NA,WS55,5,11/18/18,MISC,12/3/18,33.0027,26.4729,1,
E12,NA,WS55,5,11/18/18,FLWR,12/3/18,7.6321,3.8488,1,
B68,NA,WS55,5,11/18/18,MOSS,12/3/18,3.7319,3.6848,1,
3SJ,NA,WS55,5,12/12/18,FLWR,1/9/19,3.7583,1.732,1,
F81,NA,WS55,5,12/12/18,MISC,1/9/19,7.8572,5.6505,1,
SR12,NA,WS55,5,12/12/18,MOSS,1/9/19,NA,NA,1,NONE
A21,NA,WS55,5,12/12/18,ROOT,1/9/19,2.0568,1.8242,1,
B8,NA,WS55,5,12/12/18,LEAF,1/9/19,6.415,3.8831,1,
F05,NA,WS55,5,12/12/18,WOOD,1/9/19,32.5275,7.5221,1,
F07 & F10,NA,WS55,3,12/12/18,LEAF,1/11/19,48.842,16.125,1,TWO TRAYS USED
B32,NA,WS55,3,12/12/18,MISC,1/11/19,19.6541,13.626,1,
E12,NA,WS55,3,12/12/18,WOOD,1/11/19,16.2755,4.0154,1,
SR42,NA,WS55,3,12/12/18,MOSS,1/11/19,1.6589,1.6457,1,
62SJ,NA,WS55,3,12/12/18,ROOT,1/11/19,1.6481,1.6464,1,
BM41,NA,WS55,3,12/12/18,FLWR,1/11/19,1.7725,1.7337,1,
T03 & FO1,NA,WS55,4,12/12/18,LEAF,1/15/19,51.377,15.7406,1,TWO BOATS USED
TS42,NA,WS55,4,12/12/18,MOSS,1/15/19,1.7145,1.6694,1,
B77,NA,WS55,4,12/12/18,MISC,1/15/19,16.4439,10.967,1,
B68,NA,WS55,4,12/12/18,WOOD,1/15/19,12.8114,4.0474,1,
B78,NA,WS55,4,12/12/18,ROOT,1/15/19,3.7057,3.6314,1,
E31,NA,WS55,4,12/12/18,FLWR,1/15/19,6.8613,4.0698,1,
T10,NA,TOWR,2,12/12/18,WOOD,1/15/19,10.7934,4.0941,1,
B12,NA,TOWR,2,12/12/18,LEAF,1/15/19,5.4802,3.7558,1,
E16,NA,TOWR,2,12/12/18,ROOT,1/15/19,7.5459,3.8579,1,
B64,NA,TOWR,2,12/12/18,FLWR,1/15/19,4.81,3.6765,1,
E6,NA,TOWR,2,12/12/18,MISC,1/15/19,6.6386,4.7635,1,
B16,NA,TOWR,2,12/12/18,MOSS,1/15/19,3.8288,3.825,1,
EJ3,NA,WS55,2,12/12/18,LEAF,1/18/19,34.679,15.1565,1,
B56,NA,WS55,2,12/12/18,WOOD,1/18/19,37.2872,7.7899,1,
AB18,NA,WS55,2,12/12/18,ROOT,1/18/19,4.2856,3.7321,1,
B47,NA,WS55,2,12/12/18,FLWR,1/18/19,8.5958,4.6014,1,
B7,NA,WS55,2,12/12/18,MISC,1/18/19,21.295,12.7525,1,
B60,NA,WS55,2,12/12/18,MOSS,1/18/19,3.753,3.7185,1,
T01,NA,TOWR,3,12/12/18,WOOD,1/18/19,60.9566,9.63,1,
B48,NA,TOWR,3,12/12/18,LEAF,1/18/19,5.8727,3.98,1,
T10,NA,TOWR,3,12/12/18,ROOT,1/18/19,26.2186,8.3447,1,
E20,NA,TOWR,3,12/12/18,MISC,1/18/19,18.7836,10.2616,1,
SR 1-2 ,NA,TOWR,3,12/12/18,MOSS,1/18/19,1.6677,1.6648,1,
A06,NA,TOWR,3,12/12/18,FLWR,1/18/19,2.2485,1.8618,1,
B56,NA,TOWR,4,12/12/18,WOOD,1/21/19,8.4643,4.0528,1,
B8,NA,TOWR,4,12/12/18,LEAF,1/21/19,5.2068,3.8138,1,
F81,NA,TOWR,4,12/12/18,ROOT,1/21/19,NA,NA,1,NONE
E16,NA,TOWR,4,12/12/18,MOSS,1/21/19,NA,NA,1,NONE
E6,NA,TOWR,4,12/12/18,FLWR,1/21/19,4.2466,3.856,1,
E48,NA,TOWR,4,12/12/18,MISC,1/21/19,7.6413,5.9217,1,
B32,NA,WS55,1,12/12/18,WOOD,1/23/19,30.4633,6.0792,1,
F05,NA,WS55,1,12/12/18,LEAF,1/23/19,48.2735,16.363,1,
A21,NA,WS55,1,12/12/18,ROOT,1/23/19,1.8243,1.8217,1,
E12,NA,WS55,1,12/12/18,MISC,1/23/19,15.2594,11.5145,1,
Q2,NA,WS55,1,12/12/18,FLWR,1/23/19,3.8408,1.9174,1,
4SSJ,NA,WS55,1,12/12/18,MOSS,1/23/19,1.6995,1.6553,1,
A07,NA,TOWR,1,12/12/18,WOOD,1/28/19,41.0999,8.2547,1,
B64,NA,TOWR,1,12/12/18,LEAF,1/28/19,5.4388,3.7335,1,
F10,NA,TOWR,1,12/12/18,ROOT,1/28/19,17.4587,7.1543,1,
A74,NA,TOWR,1,12/12/18,MOSS,1/28/19,1.8201,1.8125,1,
A12,NA,TOWR,1,12/12/18,FLWR,1/28/19,3.4068,2.1682,1,
B16,NA,TOWR,1,12/12/18,MISC,1/28/19,23.8786,13.2406,1,
C10,3.7519,TOWR,5,12/12/18,WOOD,1/28/19,48.8159,8.2182,1,
AB19,NA,TOWR,5,12/12/18,MISC,1/28/19,17.2288,13.0841,1,
T04 & C04,NA,TOWR,5,12/12/18,LEAF,1/28/19,41.1099,15.022,1,TWO BOATS USED
A65,NA,TOWR,5,12/12/18,ROOT,1/28/19,2.0485,1.8224,1,
BM51,NA,TOWR,5,12/12/18,MOSS,1/28/19,1.7408,1.7342,1,
AB21,3.8399,TOWR,5,12/12/18,FLWR,1/28/19,21.0632,6.6955,1,
65SJ,,TOWR,2,1/11/19,WOOD,1/12/19,1.7647,1.6611,1,
28SJ,,TOWR,2,1/11/19,LEAF,1/12/19,1.7877,1.677,1,
R4,,TOWR,2,1/11/19,ROOT,1/12/19,NA,NA,1,NONE
72SJ,,TOWR,2,1/11/19,MISC,1/12/19,1.9113,1.8175,1,
56SJ,,TOWR,2,1/11/19,FLWR,1/12/19,1.9066,1.674,1,
SR22,,TOWR,2,1/11/19,MOSS,1/12/19,1.6594,1.6584,1,
EG,,TOWR,3,1/11/19,WOOD,1/12/19,9.0536,4.0042,1,
A44,,TOWR,3,1/11/19,LEAF,1/12/19,3.3162,1.8954,1,
A06,,TOWR,3,1/11/19,ROOT,1/12/19,2.2101,1.8289,1,
Q2,,TOWR,3,1/11/19,MISC,1/12/19,3.1804,2.5475,1,
18SJ,,TOWR,3,1/11/19,FLWR,1/12/19,2.4339,1.7129,1,
4SSJ,,TOWR,3,1/11/19,MOSS,1/12/19,1.8136,1.667,1,
37SJ,,TOWR,4,1/11/19,WOOD,1/12/19,2.6626,1.7024,1,
JE52,,TOWR,4,1/11/19,LEAF,1/12/19,2.1987,1.7558,1,
JE51,,TOWR,4,1/11/19,ROOT,1/12/19,1.7859,1.7404,1,
44SJ,,TOWR,4,1/11/19,MISC,1/12/19,2.9464,2.3705,1,
43SJ,,TOWR,4,1/11/19,FLWR,1/12/19,2.0297,1.7028,1,
51SJ,,TOWR,4,1/11/19,MOSS,1/12/19,1.6453,1.6441,1,
E20,,TOWR,1,1/11/19,WOOD,2/14/19,11.0605,4.0605,1,
E98,,TOWR,1,1/11/19,LEAF,2/14/19,4.409,3.6373,1,
B8,,TOWR,1,1/11/19,ROOT,2/14/19,3.7808,3.7411,1,
B7,,TOWR,1,1/11/19,MISC,2/14/19,6.7989,4.8666,1,
B48,,TOWR,1,1/11/19,FLWR,2/14/19,6.13,4.0505,1,
B66,,TOWR,1,1/11/19,MOSS,2/14/19,3.7296,3.7167,1,
B16,,WS55,5,1/11/19,WOOD,2/13/19,11.5946,4.0704,1,
E12,,WS55,5,1/11/19,LEAF,2/13/19,6.1091,3.8208,1,
B32,,WS55,5,1/11/19,ROOT,2/13/19,6.8651,3.8492,1,
B64,,WS55,5,1/11/19,MISC,2/13/19,6.0387,4.3917,1,
B68,,WS55,5,1/11/19,FLWR,2/13/19,4.9069,3.7386,1,
B77,,WS55,5,1/11/19,MOSS,2/13/19,3.6521,3.6501,1,
AB19,,WS55,2,1/11/19,WOOD,2/13/19,16.5239,4.1099,1,
R4,,WS55,2,1/11/19,LEAF,2/13/19,5.9289,3.8796,1,
TS42,,WS55,2,1/11/19,ROOT,2/13/19,1.6766,1.6639,1,
AB21,,WS55,2,1/11/19,MISC,2/13/19,8.8812,7.5924,1,
12SJ,,WS55,2,1/11/19,FLWR,2/13/19,1.8313,1.6636,1,
SR12,,WS55,2,1/11/19,MOSS,2/13/19,NA,NA,1,NONE
AB18,,TOWR,5,1/11/19,WOOD,2/14/19,8.7954,3.8695,1,
B56,,TOWR,5,1/11/19,LEAF,2/14/19,10.276,4.1442,1,
A74,,TOWR,5,1/11/19,ROOT,2/14/19,1.8909,1.8059,1,
B47,,TOWR,5,1/11/19,MISC,2/14/19,8.182,5.8149,1,
62SJ,,TOWR,5,1/11/19,FLWR,2/14/19,3.0911,1.845,1,
3SJ,,TOWR,5,1/11/19,MOSS,2/14/19,1.6516,1.645,1,
F81,,WS55,4,1/11/19,WOOD,2/15/19,3.7821,3.7203,1,
E16,,WS55,4,1/11/19,LEAF,2/15/19,3.9912,3.7436,1,
B12,,WS55,4,1/11/19,ROOT,2/15/19,10.1203,3.8903,1,
E31,,WS55,4,1/11/19,MISC,2/15/19,5.5877,4.4713,1,
A65,,WS55,4,1/11/19,FLWR,2/15/19,NA,NA,1,NONE
A93,,WS55,4,1/11/19,MOSS,2/15/19,NA,NA,1,NONE
AB22,,WS55,3,1/11/19,WOOD,2/18/19,16.788,4.5297,1,
B78,,WS55,3,1/11/19,LEAF,2/18/19,5.9117,3.7924,1,
A58,,WS55,3,1/11/19,ROOT,2/18/19,1.9143,1.8217,1,
AB20,,WS55,3,1/11/19,MISC,2/18/19,11.6442,6.9404,1,
BM41,,WS55,3,1/11/19,FLWR,2/18/19,1.9545,1.7839,1,
SR42,,WS55,3,1/11/19,MOSS,2/18/19,NA,NA,1,NONE
A07,,WS55,1,1/11/19,WOOD,2/19/19,15.989,6.8698,1,
T04  ,,WS55,1,1/11/19,LEAF,2/19/19,14.7269,7.093,1,
C10,,WS55,1,1/11/19,ROOT,2/19/19,8.0068,6.7136,1,
A21,,WS55,1,1/11/19,MISC,2/19/19,5.0068,3.3498,1,
A12,,WS55,1,1/11/19,FLWR,2/19/19,2.5714,1.8308,1,
1453,,WS55,1,1/11/19,MOSS,2/19/19,1.6536,1.6453,1,
703,,TOWR,3,2/17/19,WOOD,3/21/19,25.4486,7.382,1,
B66,,TOWR,3,2/17/19,LEAF,3/21/19,3.8818,3.7237,1,
710,,TOWR,3,2/17/19,ROOT,3/21/19,11.9383,6.9145,1,
B7,,TOWR,3,2/17/19,MISC,3/21/19,10.7406,8.9098,1,
SE51,,TOWR,3,2/17/19,MOSS,3/21/19,1.7404,1.7393,1,
B8,,TOWR,3,2/17/19,FLWR,3/21/19,3.9899,3.757,1,
E20,,WS55,1,2/17/19,LEAF,3/21/19,4.2531,3.773,1,
B64,,WS55,1,2/17/19,ROOT,3/21/19,3.6352,3.6248,1,
B12,,WS55,1,2/17/19,WOOD,3/21/19,4.3245,3.6823,1,
37SJ,,WS55,1,2/17/19,FLWR,3/21/19,1.6581,1.652,1,
72SJ,,WS55,1,2/17/19,MOSS,3/21/19,1.6564,1.6561,1,
F81,,WS55,1,2/17/19,MISC,3/21/19,4.1433,4.0082,1,
EG,,TOWR,5,2/17/19,WOOD,3/22/19,31.0792,5.6212,1,
F10,,TOWR,5,2/17/19,LEAF,3/22/19,29.493,8.028,1,
AB24,3.7728,TOWR,5,2/17/19,ROOT,3/22/19,5.8017,3.8394,1,
B16,,TOWR,5,2/17/19,MISC,3/22/19,18.6263,13.7718,1,
A93,,TOWR,5,2/17/19,FLWR,3/22/19,2.3783,1.8428,1,
62SJ,,TOWR,5,2/17/19,MOSS,3/22/19,1.6806,1.6508,1,
F01,,WS55,5,2/17/19,LEAF,3/28/19,26.1953,7.8698,1,
F05,,WS55,5,2/17/19,WOOD,3/28/19,66.0155,9.6701,1,
B48,,WS55,5,2/17/19,ROOT,3/28/19,3.8571,3.8472,1,
E18,,WS55,5,2/17/19,MISC,3/28/19,16.635,8.3008,1,
E16,,WS55,5,2/17/19,FLWR,3/28/19,6.0449,3.8428,1,
BM51,,WS55,5,2/17/19,MOSS,3/28/19,1.7959,1.7411,1,
B78,,WS55,2,2/17/19,WOOD,3/25/19,9.1884,3.7508,1,
B68,,WS55,2,2/17/19,LEAF,3/25/19,4.7135,3.7375,1,
3SJ,,WS55,2,2/17/19,ROOT,3/25/19,1.6965,1.6474,1,
A12,,WS55,2,2/17/19,MISC,3/25/19,2.591,2.2866,1,
12SJ,,WS55,2,2/17/19,FLWR,3/25/19,NA,NA,1,NONE
Q2,,WS55,2,2/17/19,MOSS,3/25/19,NA,NA,1,NONE
B78,,WS55,3,2/17/19,LEAF,3/5/19,7.0476,3.8215,1,
A58,,WS55,3,2/17/19,WOOD,3/5/19,2.859,1.8561,1,
43SJ,,WS55,3,2/17/19,ROOT,3/5/19,1.7627,1.6795,1,
B47,,WS55,3,2/17/19,MISC,3/5/19,5.1727,4.3744,1,
65SJ,,WS55,3,2/17/19,FLWR,3/5/19,1.6768,1.6564,1,
28SJ,,WS55,3,2/17/19,MOSS,3/5/19,1.6815,1.6713,1,
AB22,,TOWR,2,2/17/19,LEAF,3/6/19,5.9489,3.9168,1,
B68,,TOWR,2,2/17/19,WOOD,3/6/19,5.6477,3.7343,1,
C04,,TOWR,2,2/17/19,ROOT,3/6/19,9.707,6.7983,1,
AB20,,TOWR,2,2/17/19,MISC,3/6/19,5.3661,4.8595,1,
AB18,,TOWR,2,2/17/19,FLWR,3/6/19,3.7172,3.6999,1,
54SJ,,TOWR,2,2/17/19,MOSS,3/6/19,NA,NA,1,NONE
A44,,TOWR,4,2/17/19,MISC,3/18/19,5.4874,4.131,1,
R4,,TOWR,4,2/17/19,LEAF,3/18/19,5.7101,3.8275,1,
56SJ,,TOWR,4,2/17/19,ROOT,3/18/19,1.9731,1.6499,1,
AB21,,TOWR,4,2/17/19,WOOD,3/18/19,15.5118,4.1472,1,
44SJ,,TOWR,4,2/17/19,FLWR,3/18/19,2.4344,1.7271,1,
SR22,,TOWR,4,2/17/19,MOSS,3/18/19,1.6564,1.6555,1,
E12,,WS55,4,2/17/19,WOOD,3/18/19,11.9316,3.9132,1,
B77,,WS55,4,2/17/19,LEAF,3/18/19,15.0291,4.352,1,
A06,,WS55,4,2/17/19,ROOT,3/18/19,1.8587,1.8175,1,
B32,,WS55,4,2/17/19,MISC,3/18/19,6.9844,5.3819,1,
BM41,,WS55,4,2/17/19,FLWR,3/18/19,3.7037,1.8885,1,
62SJ,,WS55,4,2/17/19,MOSS,3/18/19,NA,NA,1,NONE
AB19,,TOWR,1,2/17/19,LEAF,3/19/19,11.9246,4.1858,1,
701,,TOWR,1,2/17/19,ROOT,3/19/19,9.6951,6.723,1,
B01,,TOWR,1,2/17/19,WOOD,3/19/19,24.3515,7.0168,1,
B56,,TOWR,1,2/17/19,FLWR,3/19/19,4.2147,3.854,1,
S153,,TOWR,1,2/17/19,MOSS,3/19/19,1.6549,1.645,1,
E31,,TOWR,1,2/17/19,MISC,3/19/19,6.4725,4.5339,1,
E12,,WS55,4,3/22/19,WOOD,,13.0801,4.069,1,
B32,,WS55,4,3/22/19,LEAF,,8.3208,4.0084,1,
3SJ,,WS55,4,3/22/19,ROOT,,NA,NA,1,NONE
B77,,WS55,4,3/22/19,MISC,,5.8933,4.3181,1,
373J,,WS55,4,3/22/19,FLWR,,1.8219,1.6619,1,
62SJ,,WS55,4,3/22/19,MOSS,,1.6481,1.6462,1,
A12,,WS55,5,3/22/19,WOOD,,2.8894,1.8482,1,
R4,,WS55,5,3/22/19,LEAF,,5.0071,3.7911,1,
A93,,WS55,5,3/22/19,ROOT,,2.4018,1.8179,1,
A44,,WS55,5,3/22/19,MISC,,2.985,2.4016,1,
3SJ,,WS55,5,3/22/19,FLWR,,1.6749,1.6461,1,
72SJ,,WS55,5,3/22/19,MOSS,,NA,NA,1,NONE
AB21,,TOWR,3,3/22/19,WOOD,,15.287,4.2057,1,
B7,,TOWR,3,3/22/19,LEAF,,5.7709,3.7956,1,
F01,,TOWR,3,3/22/19,ROOT,,11.5869,6.8015,1,
B66,,TOWR,3,3/22/19,MISC,,9.0348,4.7859,1,
B8,,TOWR,3,3/22/19,FLWR,,6.8777,3.9026,1,
72SJ,,TOWR,3,3/22/19,MOSS,,1.6553,1.6545,1,
A06,,TOWR,4,3/22/19,FLWR,,8.0939,2.0025,1,
A21,,TOWR,4,3/22/19,LEAF,,2.2068,1.8393,1,
45SJ,,TOWR,4,3/22/19,ROOT,,1.9678,1.6701,1,
A58,,TOWR,4,3/22/19,MISC,,5.1224,4.3598,1,
18SJ,,TOWR,4,3/22/19,FLWR,,3.2912,1.8013,1,
TS42,,TOWR,4,3/22/19,MOSS,,NA,NA,1,NONE
E16,,WS55,3,3/22/19,WOOD,,27.8745,4.8308,1,
B77,,WS55,3,3/22/19,LEAF,,3.9545,3.6662,1,
E12,,WS55,3,3/22/19,ROOT,,7.0148,3.8448,1,
B32,,WS55,3,3/22/19,MISC,,5.831,4.3279,1,
62SJ,,WS55,3,3/22/19,FLWR,,1.6669,1.6473,1,
BM41,,WS55,3,3/22/19,MOSS,,1.7451,1.7357,1,
AB18,,TOWR,5,3/22/19,WOOD,,11.6756,3.9225,1,
AB20,,TOWR,5,3/22/19,LEAF,,7.8911,4.0425,1,
TS42,,TOWR,5,3/22/19,ROOT,,1.6698,1.6634,1,
AB22,,TOWR,5,3/22/19,MISC,,5.2265,4.0518,1,
74SJ,,TOWR,5,3/22/19,FLWR,,1.9779,1.6729,1,
31SJ,,TOWR,5,3/22/19,MOSS,,1.6544,1.6501,1,
B48,,TOWR,1,3/22/19,WOOD,,16.341,4.4487,1,
B47,,TOWR,1,3/22/19,LEAF,,5.564,3.8318,1,
F05,,TOWR,1,3/22/19,ROOT,,14.4914,7.1389,1,
E48,,TOWR,1,3/22/19,MISC,,11.2086,8.1819,1,
51SJ,,TOWR,1,3/22/19,FLWR,,2.0455,1.684,1,
37SJ,,TOWR,1,3/22/19,MOSS,,1.6532,1.6522,1,
AB19,,WS55,1,3/22/19,WOOD,,9.7068,3.984,1,
