Boat_ID,Boat wt (g),Stream,Core,Sample_Date,OM_Type,Sorting Date,Dry_Mass,Ashed,Period,NOTES
C,,WS55,4,10/17/19,FLWR,,1.7716,1.7445,2,
B4,,WS55,4,10/17/19,MISC,,4.3227,3.5734,2,
G9,,WS55,4,10/17/19,WOOD,,2.2156,1.7006,2,
B56,,WS55,4,10/17/19,LEAF,,6.6189,3.9637,2,
T01,,WS55,5,10/17/19,WOOD,,24.5312,7.2909,2,
E16,,WS55,5,10/17/19,LEAF,,4.7831,3.787,2,
1SJ,,WS55,5,10/17/19,MISC,,3.5166,2.6661,2,
A42,,WS55,5,10/17/19,MOSS,,1.533,1.5317,2,
NA,,WS55,5,10/17/19,FLWR,,NA,NA,2,NONE
NA,,WS55,5,10/17/19,ROOT,,NA,NA,2,NONE
R4,,WS55,1,10/17/19,MISC,,4.6995,3.3146,2,
SR11,,WS55,1,10/17/19,MOSS,,1.6608,1.659,2,
TS21,,WS55,1,10/17/19,ROOT,,1.8698,1.6861,2,
23SJ,,WS55,1,10/17/19,FLWR,,5.5462,2.228,2,
B32,,WS55,1,10/17/19,LEAF,,4.6928,3.8129,2,
R,,WS55,1,10/17/19,WOOD,,19.4702,4.4125,2,
5,,TOWR,3,10/17/19,MOSS,,1.7351,1.7347,2,
Q9,,TOWR,3,10/17/19,MISC,,6.0208,4.4559,2,
29SJ,,TOWR,3,10/17/19,ROOT,,1.9128,1.6614,2,
AB18,,TOWR,3,10/17/19,LEAF,,5.5407,3.777,2,
A6 ,,TOWR,3,10/17/19,FLWR,,3.164,1.6204,2,
F02,,TOWR,3,10/17/19,WOOD,,42.5541,7.1619,2,
SR12,,TOWR,1,10/17/19,MOSS,,1.6671,1.666,2,
SR42,,TOWR,1,10/17/19,FLWR,,2.1509,1.6625,2,
A39,,TOWR,1,10/17/19,WOOD,,2.7288,1.6014,2,
56SJ,,TOWR,1,10/17/19,MISC,,9.1719,7.9522,2,
B78,,TOWR,1,10/17/19,LEAF,,7.0396,3.7933,2,
B7,,TOWR,1,10/17/19,ROOT,,6.9122,3.8236,2,
B9,,TOWR,2,10/17/19,MOSS,,1.6926,1.6917,2,
C8,,TOWR,2,10/17/19,FLWR,,2.1226,1.8468,2,
32SJ,,TOWR,2,10/17/19,WOOD,,2.9088,1.7007,2,
SR32,,TOWR,2,10/17/19,MISC,,9.8396,8.193,2,
B16,,TOWR,2,10/17/19,LEAF,,7.3108,4.0188,2,
T04,,TOWR,2,10/17/19,ROOT,,11.5409,6.8391,2,
S4SJ,,TOWR,5,10/17/19,MISC,,4.2663,3.5373,2,
A3,,TOWR,5,10/17/19,MOSS,,1.6884,1.6837,2,
F3,,TOWR,5,10/17/19,FLWR,,4.6363,1.7225,2,
C6,,TOWR,5,10/17/19,ROOT,,1.735,1.688,2,
B68,,TOWR,5,10/17/19,WOOD,,8.0582,3.7938,2,
B8,,TOWR,5,10/17/19,LEAF,,9.5955,4.006,2,
51SJ,,TOWR,4,10/17/19,ROOT,,1.6472,1.6451,2,
43SJ,,TOWR,4,10/17/19,FLWR,,5.333,2.0342,2,
14SJ,,TOWR,4,10/17/19,MISC,,6.5386,4.6205,2,
A21,,TOWR,4,10/17/19,MOSS,,1.6982,1.6972,2,
AB20,,TOWR,4,10/17/19,LEAF,,10.2309,4.1439,2,
B01,,TOWR,4,10/17/19,WOOD,,22.9287,7.102,2,
AB20,,WS55,2,11/15/19,MISC,,9.0959,7.4405,2,
A21,,WS55,2,11/15/19,ROOT,,1.7461,1.6985,2,
A58,,WS55,2,11/15/19,FLWR,,1.8763,1.6705,2,
F4,,WS55,2,11/15/19,MOSS,,1.6975,1.6789,2,
B01,,WS55,2,11/15/19,WOOD,,26.2517,7.1342,2,
TO1,,WS55,2,11/15/19,LEAF,,18.5952,7.2301,2,
T10,,TOWR,5,11/15/19,WOOD,,45.8591,8.1415,2,
F05,,TOWR,5,11/15/19,LEAF,,43.852,15.6247,2,
B7,,TOWR,5,11/15/19,ROOT,,5.0334,3.8419,2,
B78,,TOWR,5,11/15/19,MISC,,23.6365,9.6629,2,
14SJ,,TOWR,5,11/15/19,MOSS,,1.6501,1.643,2,
B16,,TOWR,5,11/15/19,FLWR,,6.6672,3.9969,2,
E66,,WS55,1,11/15/19,LEAF,,23.7833,14.3205,2,
T04,,WS55,1,11/15/19,WOOD,,18.6919,7.0293,2,
B66,,WS55,1,11/15/19,ROOT,,NA,NA,2,NONE
B8,,WS55,1,11/15/19,MISC,,7.1056,4.1111,2,
43SJ,,WS55,1,11/15/19,MOSS,,1.6778,1.6767,2,
BG8,,WS55,1,11/15/19,FLWR,,6.7544,4.0185,2,
A07,,TOWR,1,11/15/19,LEAF,,8.7976,6.7581,2,
R66,,TOWR,1,11/15/19,WOOD,,6.2745,3.8137,2,
51SJ,,TOWR,1,11/15/19,ROOT,,1.8581,1.6571,2,
AB18,,TOWR,1,11/15/19,MISC,,5.36,4.5234,2,
5,,TOWR,1,11/15/19,MOSS,,NA,NA,2,NONE
A6,,TOWR,1,11/15/19,FLWR,,2.3344,1.5913,2,
F05,,WS55,4,11/15/19,LEAF,,18.2414,7.4914,2,
AB20,,WS55,4,11/15/19,WOOD,,4.0739,3.8708,2,
AB24,,WS55,4,11/15/19,ROOT,,4.4351,3.7991,2,
B56,,WS55,4,11/15/19,MISC,,8.8492,8.1613,2,
B32,,WS55,4,11/15/19,MOSS,,NA,NA,2,NONE
E16,,WS55,4,11/15/19,FLWR,,3.897,3.741,2,
TO1,,TOWR,3,11/15/19,LEAF,,8.9585,6.7703,2,
R,,TOWR,3,11/15/19,WOOD,,4.4725,3.7659,2,
B01,,TOWR,3,11/15/19,ROOT,,8.1982,6.6947,2,
B47,,TOWR,3,11/15/19,MISC,,8.7431,6.952,2,
F4,,TOWR,3,11/15/19,MOSS,,1.6737,1.6727,2,
AB21,,TOWR,3,11/15/19,FLWR,,4.0283,3.8416,2,
F02,,TOWR,4,11/15/19,LEAF,,10.5283,6.6634,2,
E48,,TOWR,4,11/15/19,WOOD,,3.7077,3.6139,2,
B12,,TOWR,4,11/15/19,ROOT,,3.6795,3.6566,2,
B77,,TOWR,4,11/15/19,MISC,,5.924,5.6555,2,
F4,,TOWR,4,11/15/19,MOSS,,NA,NA,2,NONE
E31,,TOWR,4,11/15/19,FLWR,,3.7816,3.738,2,
AB19,,TOWR,2,11/15/19,WOOD,,5.6319,3.8488,2,
C10,,TOWR,2,11/15/19,LEAF,,12.5806,6.9666,2,
T05,,TOWR,2,11/15/19,ROOT,,7.5885,6.5832,2,
F81,,TOWR,2,11/15/19,MISC,,7.7012,4.1539,2,
A21,,TOWR,2,11/15/19,MOSS,,NA,NA,2,NONE
B98,,TOWR,2,11/15/19,FLWR,,5.125,4.1139,2,
F67,,WS55,5,11/15/19,WOOD,,48.185,7.426,2,
C09,,WS55,5,11/15/19,LEAF,,15.7158,7.1449,2,
B32,,WS55,5,11/15/19,ROOT,,3.7701,3.7631,2,
E6,,WS55,5,11/15/19,MISC,,9.7876,7.6872,2,
62SJ,,WS55,5,11/15/19,MOSS,,NA,NA,2,NONE
E20,,WS55,5,11/15/19,FLWR,,4.8652,3.7732,2,
FO2,,WS55,3,11/15/19,LEAF,,15.3705,6.8989,2,
E16,,WS55,3,11/15/19,WOOD,,16.8193,4.1812,2,
B56,,WS55,3,11/15/19,MISC,,6.5843,6.2129,2,
E31,,WS55,3,11/15/19,ROOT,,4.0687,3.7495,2,
14SJ,,WS55,3,11/15/19,FLWR,,1.7187,1.6473,2,
62S5,,WS55,3,11/15/19,MOSS,,1.6463,1.6453,2,
E20,,WS55,1,12/16/19,WOOD,,9.1606,3.9326,2,
C10,,WS55,1,12/16/19,LEAF,,21.447,7.4294,2,
F81,,WS55,1,12/16/19,ROOT,,5.0367,3.7865,2,
56SJ,,WS55,1,12/16/19,MISC,,5.9884,4.4363,2,
F4,,WS55,1,12/16/19,MOSS,,1.6822,1.675,2,
Q9,,WS55,1,12/16/19,FLWR,,2.4281,1.8019,2,
C09,,TOWR,3,12/16/19,WOOD,,47.361,8.1896,2,
705,,TOWR,3,12/16/19,LEAF,,12.2118,6.8179,2,
B32,,TOWR,3,12/16/19,ROOT,,4.0511,3.7852,2,
B18,,TOWR,3,12/16/19,MISC,,17.9243,10.226,2,
G6,,TOWR,3,12/16/19,MOSS,,NA,NA,2,NONE
AB19,,TOWR,3,12/16/19,FLWR,,20.726,5.0787,2,
T01,,TOWR,2,12/16/19,LEAF,,11.7408,6.9425,2,
AB24,,TOWR,2,12/16/19,WOOD,,4.1388,3.7779,2,
EG,,TOWR,2,12/16/19,ROOT,,4.6095,3.8658,2,
A39,,TOWR,2,12/16/19,MISC,,2.626,2.0095,2,
A3,,TOWR,2,12/16/19,MOSS,,NA,NA,2,NONE
C8,,TOWR,2,12/16/19,FLWR,,2.1294,1.6918,2,
F02,,WS55,2,12/16/19,LEAF,,16.3595,7.0185,2,
F07,,WS55,2,12/16/19,WOOD,,15.0488,6.75,2,
B56,,WS55,2,12/16/19,ROOT,,4.0186,3.8526,2,
B9,,WS55,2,12/16/19,MISC,,6.5011,4.714,2,
62FJ,,WS55,2,12/16/19,WOOD,,1.6456,1.6455,2,
145J,,WS55,2,12/16/19,FLWR,,1.7167,1.6443,2,
B01,,TOWR,1,12/16/19,LEAF,,7.9472,6.7199,2,
E16,,TOWR,1,12/16/19,ROOT,,4.1312,3.7548,2,
E31,,TOWR,1,12/16/19,WOOD,,7.9316,3.8958,2,
3255,,TOWR,1,12/16/19,MOSS,,1.6508,1.6504,2,
A21,,TOWR,1,12/16/19,FLWR,,2.5859,2.1648,2,
F3,,TOWR,1,12/16/19,MISC,,6.6024,5.572,2,
T10,,WS55,3,12/16/19,LEAF,,23.7961,7.8224,2,
F05,,WS55,3,12/16/19,WOOD,,26.5873,7.0056,2,
AB21,,WS55,3,12/16/19,ROOT,,3.9832,3.8419,2,
SR11,,WS55,3,12/16/19,MISC,,5.6526,4.9418,2,
5,,WS55,3,12/16/19,MOSS,,1.7358,1.7353,2,
TS21,,WS55,3,12/16/19,FLWR,,1.7506,1.6722,2,
A93,,TOWR,5,12/16/19,WOOD,,2.0083,1.7994,2,
B77,,TOWR,5,12/16/19,LEAF,,4.2089,3.6775,2,
SR32,,TOWR,5,12/16/19,ROOT,,1.6617,1.6605,2,
B7,,TOWR,5,12/16/19,MISC,,6.0624,5.4686,2,
BM32,,TOWR,5,12/16/19,MOSS,,1.6654,1.6645,2,
A06,,TOWR,5,12/16/19,FLWR,,3.1229,1.8912,2,
A07,,TOWR,4,12/16/19,WOOD,,23.6865,7.2372,2,
704,,TOWR,4,12/16/19,LEAF,,11.841,6.8912,2,
R,,TOWR,4,12/16/19,ROOT,,3.8658,3.747,2,
B16,,TOWR,4,12/16/19,MISC,,8.0925,6.6011,2,
19,,TOWR,4,12/16/19,MOSS,,1.7521,1.7514,2,
B78,,TOWR,4,12/16/19,FLWR,,18.5296,5.9146,2,
703,,WS55,4,12/16/19,WOOD,,10.7377,6.6892,2,
F01,,WS55,4,12/16/19,LEAF,,18.5594,7.3524,2,
AB20,,WS55,4,12/16/19,ROOT,,4.292,3.8845,2,
E18,,WS55,4,12/16/19,MISC,,7.8935,6.2144,2,
17SJ,,WS55,4,12/16/19,MOSS,,1.6603,1.6585,2,
B69,,WS55,4,12/16/19,FLWR,,4.3364,3.7521,2,
F10,,WS55,5,12/16/19,WOOD,,56.501,8.5869,2,
E66,,WS55,5,12/16/19,LEAF,,45.6429,15.829,2,
B68,,WS55,5,12/16/19,ROOT,,3.8873,3.6944,2,
AB18,,WS55,5,12/16/19,MISC,,27.8532,11.0115,2,
B8,,WS55,5,12/16/19,FLWR,,12.0006,4.6427,2,
G6,,WS55,5,12/16/19,MOSS,,1.7005,1.6875,2,
B01,,TOWR,5,1/19/20,WOOD,,29.3253,7.3632,2,
B48,,TOWR,5,1/19/20,LEAF,,8.5044,4.1209,2,
E16,,TOWR,5,1/19/20,ROOT,,4.4495,3.7696,2,
25SJ,,TOWR,5,1/19/20,MISC,,14.6614,9.6943,2,
35SJ,,TOWR,5,1/19/20,MOSS,,1.6589,1.6513,2,
17SJ,,TOWR,5,1/19/20,FLWR,,3.2427,2.1035,2,
B68,,TOWR,4,1/19/20,LEAF,,5.8168,3.7808,2,
AB18,,TOWR,4,1/19/20,WOOD,,16.4682,4.3554,2,
B32,,TOWR,4,1/19/20,ROOT,,3.8676,3.7669,2,
14SJ,,TOWR,4,1/19/20,MOSS,,1.6457,1.6427,2,
TS21,,TOWR,4,1/19/20,FLWR,,2.7128,2.6145,2,
SR11,,TOWR,4,1/19/20,MISC,,51.725,48.6573,2,
C04,,TOWR,2,1/19/20,LEAF,,9.205,6.829,2,
AB19,,TOWR,2,1/19/20,WOOD,,6.7917,3.7918,2,
B8,,TOWR,2,1/19/20,ROOT,,8.1557,4.1306,2,
19,,TOWR,2,1/19/20,MISC,,2.1425,1.7857,2,
C8,,TOWR,2,1/19/20,MOSS,,NA,NA,2,NONE
F4,,TOWR,2,1/19/20,FLWR,,1.9734,1.6868,2,
AB20,,TOWR,3,1/19/20,WOOD,,16.4815,4.4483,2,
T051,,TOWR,3,1/19/20,LEAF,,19.8684,7.226,2,
B66,,TOWR,3,1/19/20,ROOT,,3.7451,3.7217,2,
E31,,TOWR,3,1/19/20,MISC,,23.3403,9.2263,2,
62SJ,,TOWR,3,1/19/20,MOSS,,1.6479,1.6464,2,
AB21,,TOWR,3,1/19/20,FLWR,,4.9035,3.8756,2,
B68,,WS55,4,1/19/20,MISC,,4.6701,4.4083,2,
AB18,,WS55,4,1/19/20,WOOD,,9.1799,3.8217,2,
TS51,,WS55,4,1/19/20,MOSS,,1.6614,1.6562,2,
B32,,WS55,4,1/19/20,ROOT,,3.8107,3.7662,2,
C8,,WS55,4,1/19/20,FLWR,,1.7486,1.6808,2,
F10,,WS55,4,1/19/20,LEAF,,16.2833,7.0492,2,
E48,,WS55,2,1/19/20,WOOD,,9.1251,3.7994,2,
T03,,WS55,2,1/19/20,LEAF,,18.8325,7.2325,2,
72SJ,,WS55,2,1/19/20,ROOT,,1.7704,1.6623,2,
5SJ,,WS55,2,1/19/20,MISC,,3.0262,2.4996,2,
23SJ,,WS55,2,1/19/20,FLWR,,1.6657,1.6553,2,
SR11,,WS55,2,1/19/20,MOSS,,1.7322,1.6706,2,
TS21,,TOWR,1,1/19/20,FLWR,,5.4347,2.3352,2,
B56,,TOWR,1,1/19/20,ROOT,,8.4038,4.2646,2,
B77,,TOWR,1,1/19/20,WOOD,,17.3658,5.1163,2,
B78,,TOWR,1,1/19/20,LEAF,,6.8287,3.8774,2,
B16,,TOWR,1,1/19/20,MISC,,44.0555,26.5368,2,
14SJ,,TOWR,1,1/19/20,MOSS,,1.6528,1.6437,2,
A16,,WS55,5,1/19/20,MOSS,,1.6033,1.5442,2,
B7,,WS55,5,1/19/20,ROOT,,3.716,3.7066,2,
EG,,WS55,5,1/19/20,FLWR,,9.5462,4.1097,2,
F01,,WS55,5,1/19/20,MISC,,22.188,12.0286,2,
E66,,WS55,5,1/19/20,LEAF,,53.987,16.282,2,
F05,,WS55,5,1/19/20,WOOD,,50.2357,8.1779,2,
T05,,WS55,3,1/19/20,LEAF,,11.8344,6.835,2,
5SJ,,WS55,3,1/19/20,ROOT,,1.8838,1.655,2,
SR11,,WS55,3,1/19/20,WOOD,,3.4247,1.7377,2,
23SJ,,WS55,3,1/19/20,MOSS,,1.666,1.655,2,
72SJ,,WS55,3,1/19/20,MISC,,4.5655,3.474,2,
14SJ,,WS55,3,1/19/20,FLWR,,1.6525,1.6432,2,
F4,,WS55,1,1/19/20,ROOT,,1.6775,1.6734,2,
R,,WS55,1,1/19/20,MISC,,13.9768,9.0795,2,
TS21,,WS55,1,1/19/20,FLWR,,8.5572,2.8306,2,
C8,,WS55,1,1/19/20,MOSS,,1.6892,1.6802,2,
T03,,WS55,1,1/19/20,WOOD,,36.9053,7.6115,2,
F02,,WS55,1,1/19/20,LEAF,,15.8575,6.9878,2,
B16,,TOWR,5,5/11/20,WOOD,,9.5554,4.0898,2,Labels indicate G/H/20
E6,,TOWR,5,5/11/20,LEAF,,4.3884,3.868,2,
B7,,TOWR,5,5/11/20,ROOT,,4.0921,3.7212,2,
A3,,TOWR,5,5/11/20,MISC,,8.2364,6.7212,2,
TS12,,TOWR,5,5/11/20,MOSS,,1.6462,1.6437,2,
A16,,TOWR,5,5/11/20,FLWR,,6.6299,2.0123,2,
B78,,TOWR,1,5/11/20,WOOD,,13.9767,3.949,2,
E48,,TOWR,1,5/11/20,LEAF,,4.6158,3.655,2,
B01,,TOWR,1,5/11/20,ROOT,,10.1244,6.8389,2,
B56,,TOWR,1,5/11/20,MISC,,19.7,17.3748,2,
F4,,TOWR,1,5/11/20,MOSS,,1.6768,1.6734,2,
B77,,TOWR,1,5/11/20,FLWR,,4.4582,3.6925,2,
SR11,,TOWR,3,5/11/20,WOOD,,3.3374,1.7308,2,
TS29,,TOWR,3,5/11/20,LEAF,,1.6855,1.4265,2,
SSJ,,TOWR,3,5/11/20,ROOT,,1.708,1.6539,2,
E12,,TOWR,3,5/11/20,MISC,,7.8458,6.5634,2,
14SJ,,TOWR,3,5/11/20,MOSS,,1.6427,1.6415,2,
72SJ,,TOWR,3,5/11/20,FLWR,,1.7788,1.6625,2,
2553,,WS55,3,5/11/20,WOOD,,1.9718,1.6723,2,
F81,,WS55,3,5/11/20,LEAF,,4.6578,3.7724,2,
23SJ,,WS55,3,5/11/20,ROOT,,NA,NA,2,NONE
AB24,,WS55,3,5/11/20,MISC,,5.519,5.2593,2,
TS51,,WS55,3,5/11/20,MOSS,,1.6577,1.6529,2,
C8,,WS55,3,5/11/20,FLWR,,1.7427,1.6809,2,
B8,,WS55,1,5/11/20,WOOD,,14.2004,5,2,
B47,,WS55,1,5/11/20,LEAF,,7.3558,3.9699,2,
AB22,,WS55,1,5/11/20,ROOT,,3.826,3.7645,2,
E20,,WS55,1,5/11/20,MISC,,7.0657,4.8712,2,
A42,,WS55,1,5/11/20,MOSS,,1.5738,1.5728,2,
B64,,WS55,1,5/11/20,FLWR,,4.8194,3.7076,2,
B48,,WS55,2,5/11/20,WOOD,,11.7144,3.9849,2,
R,,WS55,2,5/11/20,LEAF,,4.1948,3.7548,2,
B32,,WS55,2,5/11/20,ROOT,,3.969,3.7704,2,
A29,,WS55,2,5/11/20,MISC,,4.2683,3.397,2,
A19,,WS55,2,5/11/20,MOSS,,1.5421,1.5394,2,
A23,,WS55,2,5/11/20,FLWR,,1.5718,1.5369,2,
B12,,WS55,5,5/11/20,WOOD,,11.6329,3.9491,2,
AB18,,WS55,5,5/11/20,LEAF,,9.2505,4.0203,2,
B68,,WS55,5,5/11/20,ROOT,,3.6909,3.684,2,
AB21,,WS55,5,5/11/20,MISC,,15.0394,10.7054,2,
A43,,WS55,5,5/11/20,MOSS,,1.5721,1.5563,2,
AB20,,WS55,5,5/11/20,FLWR,,5.8767,4.2822,2,
AB19,,WS55,4,5/11/20,WOOD,,5.4809,3.8272,2,
B66,,WS55,4,5/11/20,LEAF,,6.5187,3.8916,2,
E31,,WS55,4,5/11/20,ROOT,,5.017,3.795,2,
A40,,WS55,4,5/11/20,MISC,,7.8264,6.8706,2,
A6,,WS55,4,5/11/20,MOSS,,1.5758,1.5598,2,
A33,,WS55,4,5/11/20,FLWR,,2.9359,1.9477,2,
H07,,TOWR,4,5/11/20,WOOD,,40.2493,7.7256,2,
F10,,TOWR,4,5/11/20,LEAF,,9.8809,6.7911,2,
6253,,TOWR,4,5/11/20,ROOT,,1.6739,1.6485,2,
E16,,TOWR,4,5/11/20,MISC,,22.7693,10.0992,2,
2353,,TOWR,4,5/11/20,MOSS,,1.6592,1.6545,2,
17S5,,TOWR,4,5/11/20,FLWR,,12.4439,2.7261,2,
F05,,TOWR,2,5/11/20,WOOD,,23.8072,7.5649,2,
B01,,TOWR,2,5/11/20,LEAF,,59.2185,8.6641,2,
T03,,TOWR,2,5/11/20,ROOT,,6.8301,6.5955,2,
B48,,TOWR,2,5/11/20,MISC,,18.9462,10.8124,2,
E12,,TOWR,2,5/11/20,MOSS,,3.7192,3.6956,2,
R,,TOWR,2,5/11/20,FLWR,,14.6093,4.362,2,
AB18,,TOWR,4,2/9/20,WOOD,,6.615,3.8945,2,
C04,,TOWR,4,2/9/20,LEAF,,16.7079,7.1484,2,
E16,,TOWR,4,2/9/20,ROOT,,5.5988,3.7913,2,
SR11,,TOWR,4,2/9/20,MISC,,8.3293,6.6737,2,
62SJ,,TOWR,4,2/9/20,MOSS,,1.6499,1.6458,2,
23SJ,,TOWR,4,2/9/20,FLWR,,2.0706,1.6886,2,
E20,,TOWR,1,2/9/20,WOOD,,11.5698,3.9199,2,
E12,,TOWR,1,2/9/20,LEAF,,5.111,3.7856,2,
F05,,TOWR,1,2/9/20,ROOT,,8.0086,6.7199,2,
B48,,TOWR,1,2/9/20,MISC,,8.5145,6.8768,2,
A13,,TOWR,1,2/9/20,MOSS,,NA,NA,2,NONE
R,,TOWR,1,2/9/20,FLWR,,4.1962,3.7452,2,
703,,WS55,4,2/9/20,WOOD,,20.2772,6.8906,2,
B64,,WS55,4,2/9/20,LEAF,,4.2748,3.6622,2,
B8,,WS55,4,2/9/20,ROOT,,3.8933,3.7512,2,
B47,,WS55,4,2/9/20,MISC,,6.6068,5.7128,2,
A12,,WS55,4,2/9/20,MOSS,,1.574,1.5729,2,
B7,,WS55,4,2/9/20,FLWR,,4.0807,3.7154,2,
B66,,WS55,2,2/9/20,WOOD,,7.634,3.835,2,
AB19,,WS55,2,2/9/20,LEAF,,6.0025,3.8682,2,
AB22,,WS55,2,2/9/20,ROOT,,NA,NA,2,NONE
B16,,WS55,2,2/9/20,MISC,,5.5526,4.8391,2,
17SJ,,WS55,2,2/9/20,MOSS,,1.6624,1.659,2,
AB20,,WS55,2,2/9/20,FLWR,,3.8776,3.8635,2,
E31,,TOWR,2,2/9/20,WOOD,,6.5242,3.8619,2,
B68,,TOWR,2,2/9/20,LEAF,,5.2717,3.7698,2,
B01,,TOWR,2,2/9/20,ROOT,,16.9809,7.1966,2,
AB21,,TOWR,2,2/9/20,MISC,,12.1359,9.5427,2,
2553,,TOWR,2,2/9/20,MOSS,,1.6646,1.6632,2,
B12,,TOWR,2,2/9/20,FLWR,,3.7694,3.6907,2,
705,,TOWR,5,2/9/20,WOOD,,48.9185,8.0658,2,
F02,,TOWR,5,2/9/20,LEAF,,38.7367,15.1024,2,
B32,,TOWR,5,2/9/20,ROOT,,3.7748,3.764,2,
AB24,,TOWR,5,2/9/20,MISC,,21.5763,14.7701,2,
A13,,TOWR,5,2/9/20,MOSS,,1.5732,1.5585,2,
B78,,TOWR,5,2/9/20,FLWR,,13.6192,4.0586,2,
AB22,,WS55,5,2/9/20,WOOD,,5.7158,3.8417,2,
F10,,WS55,5,2/9/20,LEAF,,13.7193,7.016,2,
E6,,WS55,5,2/9/20,ROOT,,4.3245,3.8541,2,
B56,,WS55,5,2/9/20,MISC,,9.2764,8.219,2,
A3,,WS55,5,2/9/20,MOSS,,1.6875,1.6835,2,
B77,,WS55,5,2/9/20,FLWR,,5.3214,3.7137,2,
E12,,WS55,3,2/9/20,WOOD,,5.2264,3.7439,2,
E20,,WS55,3,2/9/20,LEAF,,5.6531,3.848,2,
B48,,WS55,3,2/9/20,ROOT,,3.9891,3.8585,2,
23SJ,,WS55,3,2/9/20,MISC,,4.1043,3.4969,2,
SR11,,WS55,3,2/9/20,MOSS,,1.6647,1.6623,2,
62SJ,,WS55,3,2/9/20,FLWR,,1.7079,1.6472,2,
17SJ,,TOWR,3,2/9/20,WOOD,,2.1939,1.6828,2,
A12,,TOWR,3,2/9/20,LEAF,,2.7458,1.6256,2,
TS51,,TOWR,3,2/9/20,ROOT,,1.6608,1.6525,2,
TS21,,TOWR,3,2/9/20,MISC,,4.7109,4.1607,2,
72SJ,,TOWR,3,2/9/20,MOSS,,NA,NA,2,NONE
C8,,TOWR,3,2/9/20,FLWR,,2.0354,1.685,2,
74SJ,,WS55,1,2/9/20,WOOD,,6.8581,1.9822,2,
B4,,WS55,1,2/9/20,LEAF,,2.6722,1.7004,2,
72SJ,,WS55,1,2/9/20,ROOT,,1.7317,1.709,2,
5SJ,,WS55,1,2/9/20,MISC,,3.7921,3.2661,2,
14SJ,,WS55,1,2/9/20,MOSS,,1.6423,1.6413,2,
F4,,WS55,1,2/9/20,FLWR,,1.7969,1.6824,2,
B78,,WS55,1,3/8/20,WOOD,,5.181,3.6768,2,
AB24,,WS55,1,3/8/20,LEAF,,5.4187,3.8523,2,
E12,,WS55,1,3/8/20,ROOT,,NA,NA,2,NONE
E20,,WS55,1,3/8/20,MISC,,4.8695,4.1572,2,
B32,,WS55,1,3/8/20,MOSS,,3.7652,3.7633,2,
B48,,WS55,1,3/8/20,FLWR,,4.3274,3.889,2,
F02,,TOWR,5,3/8/20,WOOD,,24.5661,7.1631,2,
B12,,TOWR,5,3/8/20,LEAF,,5.8932,3.7656,2,
E31,,TOWR,5,3/8/20,ROOT,,NA,NA,2,NONE
AB21,,TOWR,5,3/8/20,MISC,,14.1138,10.3519,2,
725S,,TOWR,5,3/8/20,MOSS,,NA,NA,2,NONE
B68,,TOWR,5,3/8/20,FLWR,,4.402,3.7671,2,
F10,,WS55,3,3/8/20,WOOD,,38.605,7.4228,2,
B01,,WS55,3,3/8/20,LEAF,,14.9299,7.0998,2,
AB15,,WS55,3,3/8/20,ROOT,,3.817,3.7562,2,
B61,,WS55,3,3/8/20,MISC,,9.0737,4.4895,2,
A3,,WS55,3,3/8/20,MOSS,,1.6863,1.6838,2,
AB18,,WS55,3,3/8/20,FLWR,,7.5961,3.9366,2,
T05,,TOWR,1,3/8/20,ROOT,,9.6762,6.7877,2,
AB22,,TOWR,1,3/8/20,FLWR,,4.3494,3.8878,2,
E12,,TOWR,1,3/8/20,LEAF,,3.8775,3.7117,2,
B56,,TOWR,1,3/8/20,WOOD,,7.807,4.1814,2,
B77,,TOWR,1,3/8/20,MOSS,,3.6645,3.6572,2,
E6,,TOWR,1,3/8/20,MISC,,28.8728,17.4587,2,
72SJ,,TOWR,2,3/8/20,LEAF,,1.7742,1.6634,2,
E31,,TOWR,2,3/8/20,WOOD,,5.6857,3.825,2,
B7,,TOWR,2,3/8/20,MISC,,8.768,7.9764,2,
F4,,TOWR,2,3/8/20,FLWR,,1.7083,1.6747,2,
7457,,TOWR,2,3/8/20,MOSS,,1.6593,1.659,2,
T03,,TOWR,2,3/8/20,ROOT,,8.7778,6.7355,2,
F07,,WS55,4,3/8/20,WOOD,,18.9529,6.9988,2,
T10,,WS55,4,3/8/20,LEAF,,34.2079,15.1992,2,
F21,,WS55,4,3/8/20,ROOT,,3.6203,3.6129,2,
E48,,WS55,4,3/8/20,MISC,,15.065,5.0576,2,
5655,,WS55,4,3/8/20,MOSS,,1.6589,1.6498,2,
B66,,WS55,4,3/8/20,FLWR,,6.498,3.8776,2,
C04,,WS55,5,3/8/20,LEAF,,13.0058,7.0198,2,
F05,,WS55,5,3/8/20,WOOD,,42.1606,7.8369,2,
E16,,WS55,5,3/8/20,FLWR,,6.2298,3.9078,2,
AB20,,WS55,5,3/8/20,MISC,,16.4747,9.2478,2,
255J,,WS55,5,3/8/20,MOSS,,1.6687,1.6636,2,
B8,,WS55,5,3/8/20,ROOT,,3.7568,3.7464,2,
T04,,TOWR,3,3/8/20,ROOT,,9.5746,6.6967,2,
25J,,TOWR,3,3/8/20,WOOD,,2.3829,1.6952,2,
R8,,TOWR,3,3/8/20,LEAF,,2.1343,1.7069,2,
1SJ,,TOWR,3,3/8/20,FLWR,,2.1891,1.6745,2,
