,sample.type,sample.day,sample.mo,sample.yr,sample.date,stream,core.number,om.category,total.wet.wt.g,sub.wet.wt.g,prop.sub,sub.sample.dry.weight.g.,total.dry.wt.g,tin.wt.g,sub.dry.tin.wt.g,sub.ash.tin.wt.g,month_year,sub.prop.total,sub.prop.afdm,total.afdm.g,cbom.afdm.g.m2
695,CBOM,11,4,2019,4/11/20,WS37,3,MISC,NA,NA,NA,NA,0.0177,3.6498,3.6675,3.6499,2020-04,1,0.994350282,0.0176,0.462996198
696,CBOM,11,4,2019,4/11/20,WS37,3,LEAF,NA,NA,NA,NA,0.037,3.5132,3.5502,3.5147,2020-04,1,0.959459459,0.0355,0.933884377
697,CBOM,11,4,2019,4/11/20,LCCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
698,CBOM,11,4,2019,4/11/20,LCCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
699,CBOM,11,4,2019,4/11/20,LCCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
700,CBOM,11,4,2019,4/11/20,LCCR,2,WOOD,NA,NA,NA,NA,0.1708,3.6302,3.801,3.6827,2020-04,1,0.692622951,0.1183,3.112071036
701,CBOM,11,4,2019,4/11/20,LCCR,2,MISC,NA,NA,NA,NA,0.0021,3.5306,3.5327,3.5307,2020-04,1,0.952380952,0.002,0.052613204
702,CBOM,11,4,2019,4/11/20,LCCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
703,CBOM,11,4,2019,4/11/20,LCCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
704,CBOM,11,4,2019,4/11/20,LCCR,3,MISC,NA,NA,NA,NA,0.0196,3.65,3.6696,3.6503,2020-04,1,0.984693878,0.0193,0.507717422
705,CBOM,11,4,2019,4/11/20,LCCR,3,LEAF,NA,NA,NA,NA,0.0238,3.5449,3.5687,3.5461,2020-04,1,0.949579832,0.0226,0.594529209
706,CBOM,11,4,2019,4/11/20,LCCR,4,WOOD,NA,NA,NA,NA,1.3349,3.5209,4.8558,3.5792,2020-04,1,0.956326317,1.2766,33.58300832
707,CBOM,11,4,2019,4/11/20,LCCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
708,CBOM,11,4,2019,4/11/20,LCCR,4,LEAF,NA,NA,NA,NA,0.3841,3.5165,3.9006,3.5391,2020-04,1,0.941161156,0.3615,9.509836682
709,CBOM,11,4,2019,4/11/20,WS01,3,WOOD,NA,NA,NA,NA,0.4187,3.6239,4.0426,3.6486,2020-04,1,0.941007882,0.394,10.36480125
710,CBOM,11,4,2019,4/11/20,WS01,3,MISC,NA,NA,NA,NA,0.0081,3.5419,3.55,3.542,2020-04,1,0.987654321,0.008,0.210452817
711,CBOM,11,4,2019,4/11/20,WS01,3,LEAF,NA,NA,NA,NA,0.0248,3.6578,3.6826,3.6608,2020-04,1,0.879032258,0.0218,0.573483927
712,CBOM,11,4,2019,4/11/20,WS01,4,WOOD,NA,NA,NA,NA,3.868,3.6345,7.5025,4.4919,2020-04,1,0.778335057,3.0106,79.19865647
713,CBOM,11,4,2019,4/11/20,WS01,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
714,CBOM,11,4,2019,4/11/20,WS01,4,LEAF,NA,NA,NA,NA,0.4727,3.5325,4.0052,3.5987,2020-04,1,0.859953459,0.4065,10.69363378
715,CBOM,26,7,2019,7/26/20,WS01,2,WOOD,NA,NA,NA,NA,0.169,3.562,3.731,3.5659,2020-07,1,0.976923077,0.1651,4.343220017
716,CBOM,26,7,2019,7/26/20,WS01,2,LEAF,NA,NA,NA,NA,0.0442,3.6661,3.7103,3.668,2020-07,1,0.957013575,0.0423,1.112769272
717,CBOM,26,7,2019,7/26/20,WS01,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
718,CBOM,26,7,2019,7/26/20,WS01,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
719,CBOM,26,7,2019,7/26/20,WS01,1,LEAF,NA,NA,NA,NA,0.0168,3.5292,3.546,3.5299,2020-07,1,0.958333333,0.0161,0.423536295
720,CBOM,26,7,2019,7/26/20,WS01,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
721,CBOM,26,7,2019,7/26/20,WS01,3,WOOD,NA,NA,NA,NA,0.4178,3.6528,4.0706,3.6633,2020-07,1,0.974868358,0.4073,10.71467906
722,CBOM,26,7,2019,7/26/20,WS01,3,LEAF,NA,NA,NA,NA,0.058,3.5306,3.5886,3.5318,2020-07,1,0.979310345,0.0568,1.494215003
723,CBOM,26,7,2019,7/26/20,WS01,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
724,CBOM,26,7,2019,7/26/20,USHF,4,WOOD,NA,NA,NA,NA,0.2028,3.5234,3.7262,3.5284,2020-07,1,0.975345168,0.1978,5.203445908
725,CBOM,26,7,2019,7/26/20,USHF,4,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
726,CBOM,26,7,2019,7/26/20,USHF,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
727,CBOM,26,7,2019,7/26/20,USHF,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
728,CBOM,26,7,2019,7/26/20,USHF,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
729,CBOM,26,7,2019,7/26/20,USHF,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
730,CBOM,26,7,2019,7/26/20,WS34,3,WOOD,NA,NA,NA,NA,0.5118,3.5384,4.0502,3.5601,2020-07,1,0.957600625,0.4901,12.89286572
731,CBOM,26,7,2019,7/26/20,WS34,3,LEAF,NA,NA,NA,NA,0.2525,3.6482,3.9007,3.7523,2020-07,1,0.587722772,0.1484,3.903899761
732,CBOM,26,7,2019,7/26/20,WS34,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
733,CBOM,26,7,2019,7/26/20,USHF,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
734,CBOM,26,7,2019,7/26/20,USHF,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
735,CBOM,26,7,2019,7/26/20,USHF,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
736,CBOM,26,7,2019,7/26/20,WS01,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
737,CBOM,26,7,2019,7/26/20,WS01,4,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
738,CBOM,26,7,2019,7/26/20,WS01,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
739,CBOM,26,7,2019,7/26/20,USHF,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
740,CBOM,26,7,2019,7/26/20,USHF,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
741,CBOM,26,7,2019,7/26/20,USHF,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
742,CBOM,26,7,2019,7/26/20,WS31,3,WOOD,NA,NA,NA,NA,0.2722,3.6246,3.8968,3.6402,2020-07,1,0.942689199,0.2566,6.750274115
743,CBOM,26,7,2019,7/26/20,WS31,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
744,CBOM,26,7,2019,7/26/20,WS31,3,MISC,NA,NA,NA,NA,0.8763,3.6838,4.5601,3.9015,2020-07,1,0.751569097,0.6586,17.32552819
745,CBOM,26,7,2019,7/26/20,WS31,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
746,CBOM,26,7,2019,7/26/20,WS31,4,LEAF,NA,NA,NA,NA,0.0127,3.6825,3.6952,3.6824,2020-07,1,1.007874016,0.0128,0.336724508
747,CBOM,26,7,2019,7/26/20,WS31,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
748,CBOM,26,7,2019,7/26/20,LCCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
749,CBOM,26,7,2019,7/26/20,LCCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
750,CBOM,26,7,2019,7/26/20,LCCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
751,CBOM,26,7,2019,7/26/20,LCCR,3,WOOD,NA,NA,NA,NA,0.2408,3.5285,3.7693,3.5386,2020-07,1,0.958056478,0.2307,6.068933119
752,CBOM,26,7,2019,7/26/20,LCCR,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
753,CBOM,26,7,2019,7/26/20,LCCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
754,CBOM,26,7,2019,7/26/20,LCCR,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
755,CBOM,26,7,2019,7/26/20,LCCR,4,LEAF,NA,NA,NA,NA,0.0028,3.5321,3.5349,3.5317,2020-07,1,1.142857143,0.0032,0.084181127
756,CBOM,26,7,2019,7/26/20,LCCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
757,CBOM,26,7,2019,7/26/20,LCCR,1,WOOD,NA,NA,NA,NA,1.1352,3.5627,4.6979,3.6911,2020-07,1,0.886892178,1.0068,26.48548706
758,CBOM,26,7,2019,7/26/20,LCCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
759,CBOM,26,7,2019,7/26/20,LCCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
760,CBOM,26,7,2019,7/26/20,HNCR,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
761,CBOM,26,7,2019,7/26/20,HNCR,4,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
762,CBOM,26,7,2019,7/26/20,HNCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
763,CBOM,26,7,2019,7/26/20,HNCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
764,CBOM,26,7,2019,7/26/20,HNCR,3,LEAF,NA,NA,NA,NA,0.0146,3.6753,3.6899,3.6709,2020-07,1,1.301369863,0.019,0.499825441
765,CBOM,26,7,2019,7/26/20,HNCR,3,MISC,NA,NA,NA,NA,0.04,3.5564,3.5964,3.5575,2020-07,1,0.9725,0.0389,1.023326824
766,CBOM,26,7,2019,7/26/20,WS09,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
767,CBOM,26,7,2019,7/26/20,WS09,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
768,CBOM,26,7,2019,7/26/20,WS09,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
769,CBOM,26,7,2019,7/26/20,WS09,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
770,CBOM,26,7,2019,7/26/20,WS09,3,LEAF,NA,NA,NA,NA,0.1395,3.5479,3.6874,3.5562,2020-07,1,0.940501792,0.1312,3.451426204
771,CBOM,26,7,2019,7/26/20,WS09,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
772,CBOM,26,7,2019,7/26/20,WS09,4,WOOD,NA,NA,NA,NA,3.8816,3.648,7.5296,4.4824,2020-07,1,0.785037098,3.0472,80.16147811
773,CBOM,26,7,2019,7/26/20,WS09,4,LEAF,NA,NA,NA,NA,0.6716,3.6442,4.3158,3.6913,2020-07,1,0.92986897,0.6245,16.42847305
774,CBOM,26,7,2019,7/26/20,WS09,4,MISC,NA,NA,NA,NA,0.0392,3.636,3.6752,3.642,2020-07,1,0.846938776,0.0332,0.873379192
775,CBOM,26,7,2019,7/26/20,CWCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
776,CBOM,26,7,2019,7/26/20,CWCR,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
777,CBOM,26,7,2019,7/26/20,CWCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
778,CBOM,26,7,2019,7/26/20,CWCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
779,CBOM,26,7,2019,7/26/20,CWCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
780,CBOM,26,7,2019,7/26/20,CWCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
781,CBOM,26,7,2019,7/26/20,WS09,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
782,CBOM,26,7,2019,7/26/20,WS09,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
783,CBOM,26,7,2019,7/26/20,WS09,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
784,CBOM,26,7,2019,7/26/20,CWCR,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
785,CBOM,26,7,2019,7/26/20,CWCR,4,LEAF,NA,NA,NA,NA,0.0034,3.5531,3.5565,3.5531,2020-07,1,1,0.0034,0.089442447
786,CBOM,26,7,2019,7/26/20,CWCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
787,CBOM,26,7,2019,7/26/20,CWCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
788,CBOM,26,7,2019,7/26/20,CWCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
789,CBOM,26,7,2019,7/26/20,CWCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
790,CBOM,26,7,2019,7/26/20,WS31,2,WOOD,NA,NA,NA,NA,3.7353,3.6135,7.3488,3.7083,2020-07,1,0.974620512,3.6405,95.76918518
791,CBOM,26,7,2019,7/26/20,WS31,2,LEAF,NA,NA,NA,NA,1.2498,3.6255,4.8753,3.8302,2020-07,1,0.836213794,1.0451,27.49302992
792,CBOM,26,7,2019,7/26/20,WS31,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
793,CBOM,26,7,2019,7/26/20,WS31,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
794,CBOM,26,7,2019,7/26/20,WS31,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
795,CBOM,26,7,2019,7/26/20,WS31,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
796,CBOM,26,7,2019,7/26/20,WS17,4,WOOD,NA,NA,NA,NA,9.3758,3.5557,12.9315,3.6551,2020-07,1,0.989398238,9.2764,244.0305643
797,CBOM,26,7,2019,7/26/20,WS17,4,LEAF,NA,NA,NA,NA,3.3606,3.6542,7.0148,3.9259,2020-07,1,0.919151342,3.0889,81.25846342
798,CBOM,26,7,2019,7/26/20,WS17,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
799,CBOM,26,7,2019,7/26/20,WS17,2,WOOD,NA,NA,NA,NA,0.4832,3.5468,4.03,3.6594,2020-07,1,0.766970199,0.3706,9.749226762
800,CBOM,26,7,2019,7/26/20,WS17,2,LEAF,NA,NA,NA,NA,2.2579,3.6382,5.8961,3.7425,2020-07,1,0.953806634,2.1536,56.65389842
801,CBOM,26,7,2019,7/26/20,WS17,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
802,CBOM,26,7,2019,7/26/20,HNCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
803,CBOM,26,7,2019,7/26/20,HNCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
804,CBOM,26,7,2019,7/26/20,HNCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
805,CBOM,26,7,2019,7/26/20,HNCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
806,CBOM,26,7,2019,7/26/20,HNCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
807,CBOM,26,7,2019,7/26/20,HNCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
808,CBOM,26,7,2019,7/26/20,WS34,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
809,CBOM,26,7,2019,7/26/20,WS34,1,LEAF,NA,NA,NA,NA,0.2344,3.6408,3.8752,3.6811,2020-07,1,0.828071672,0.1941,5.10611148
810,CBOM,26,7,2019,7/26/20,WS34,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
811,CBOM,26,7,2019,7/26/20,WS34,2,WOOD,NA,NA,NA,NA,1.9621,3.6542,5.6163,3.8145,2020-07,1,0.918301819,1.8018,47.39923578
812,CBOM,26,7,2019,7/26/20,WS34,2,LEAF,NA,NA,NA,NA,0.2572,3.6625,3.9197,3.6819,2020-07,1,0.924572317,0.2378,6.255709995
813,CBOM,26,7,2019,7/26/20,WS34,2,MISC,NA,NA,NA,NA,0,0,NA,0,2020-07,0,0,0,0
814,CBOM,26,7,2019,7/26/20,WS34,4,WOOD,NA,NA,NA,NA,7.074,3.6167,10.6907,3.9771,2020-07,1,0.94905287,6.7136,176.6120043
815,CBOM,26,7,2019,7/26/20,WS34,4,LEAF,NA,NA,NA,NA,1.0889,3.6604,4.7493,3.7915,2020-07,1,0.879603269,0.9578,25.19646355
816,CBOM,26,7,2019,7/26/20,WS34,4,MISC,NA,NA,NA,NA,0.0935,3.5238,3.6173,3.538,2020-07,1,0.848128342,0.0793,2.086113552
817,CBOM,26,7,2019,7/26/20,WS37,4,WOOD,NA,NA,NA,NA,1.1251,3.5524,4.6775,3.6108,2020-07,1,0.948093503,1.0667,28.06125253
818,CBOM,26,7,2019,7/26/20,WS37,4,LEAF,NA,NA,NA,NA,0.9786,3.5527,4.5313,3.5669,2020-07,1,0.985489475,0.9644,25.37008713
819,CBOM,26,7,2019,7/26/20,WS37,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
820,CBOM,26,7,2019,7/26/20,WS37,3,WOOD,NA,NA,NA,NA,3.591,3.6309,7.2219,3.7821,2020-07,1,0.957894737,3.4398,90.48945012
821,CBOM,26,7,2019,7/26/20,WS37,3,LEAF,NA,NA,NA,NA,1.9249,3.5068,5.4317,3.6105,2020-07,1,0.946127072,1.8212,47.90958386
822,CBOM,26,7,2019,7/26/20,WS37,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
823,CBOM,26,7,2019,7/26/20,WS37,1,WOOD,NA,NA,NA,NA,0.1926,3.5283,3.7209,3.5503,2020-07,1,0.885773624,0.1706,4.487906329
824,CBOM,26,7,2019,7/26/20,WS37,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
825,CBOM,26,7,2019,7/26/20,WS37,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
826,CBOM,26,7,2019,7/26/20,WS37,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
827,CBOM,26,7,2019,7/26/20,WS37,2,LEAF,NA,NA,NA,NA,0.0071,3.6083,3.6154,3.609,2020-07,1,0.901408451,0.0064,0.168362254
828,CBOM,26,7,2019,7/26/20,WS37,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
829,CBOM,26,7,2019,7/26/20,WS17,1,WOOD,NA,NA,NA,NA,11.6347,3.6825,15.3172,3.8603,2020-07,1,0.984718128,11.4569,301.3921103
830,CBOM,26,7,2019,7/26/20,WS17,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
831,CBOM,26,7,2019,7/26/20,WS17,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
832,CBOM,26,7,2019,7/26/20,WS17,3,WOOD,NA,NA,NA,NA,0.7036,3.5282,4.2318,3.5472,2020-07,1,0.97299602,0.6846,18.00949984
833,CBOM,26,7,2019,7/26/20,WS17,3,LEAF,NA,NA,NA,NA,0.1048,3.6145,3.7193,3.6196,2020-07,1,0.951335878,0.0997,2.622768236
834,CBOM,26,7,2019,7/26/20,WS17,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
835,CBOM,26,7,2019,7/26/20,USHF,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
836,CBOM,26,7,2019,7/26/20,USHF,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
837,CBOM,26,7,2019,7/26/20,USHF,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
838,CBOM,18,10,2019,10/18/20,USHF,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
839,CBOM,18,10,2019,10/18/20,USHF,4,LEAF,NA,NA,NA,NA,4.1237,3.5259,7.6496,3.9829,2020-10,1,0.889177195,3.6667,96.45841815
840,CBOM,18,10,2019,10/18/20,USHF,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
841,CBOM,18,10,2019,10/18/20,USHF,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
842,CBOM,18,10,2019,10/18/20,USHF,1,LEAF,NA,NA,NA,NA,2.9568,3.525,6.4818,3.7783,2020-10,1,0.914333063,2.7035,71.11989895
843,CBOM,18,10,2019,10/18/20,USHF,1,MISC,NA,NA,NA,NA,0.0279,3.6172,3.6451,3.6176,2020-10,1,0.985663082,0.0275,0.72343156
844,CBOM,18,10,2019,10/18/20,USHF,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
845,CBOM,18,10,2019,10/18/20,USHF,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
846,CBOM,18,10,2019,10/18/20,USHF,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
847,CBOM,18,10,2019,10/18/20,HNCR,2,WOOD,NA,NA,NA,NA,1.36437,3.5025,4.86687,3.6577,2020-10,1,0.886247865,1.20917,31.80915414
848,CBOM,18,10,2019,10/18/20,HNCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
849,CBOM,18,10,2019,10/18/20,HNCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
850,CBOM,18,10,2019,10/18/20,HNCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
851,CBOM,18,10,2019,10/18/20,HNCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
852,CBOM,18,10,2019,10/18/20,HNCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
853,CBOM,18,10,2019,10/18/20,HNCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
854,CBOM,18,10,2019,10/18/20,HNCR,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
855,CBOM,18,10,2019,10/18/20,HNCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
856,CBOM,18,10,2019,10/18/20,HNCR,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
857,CBOM,18,10,2019,10/18/20,HNCR,4,LEAF,NA,NA,NA,NA,5.2799,3.6234,8.9033,4.6299,2020-10,1,0.80937139,4.2734,112.4186337
858,CBOM,18,10,2019,10/18/20,HNCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
859,CBOM,18,10,2019,10/18/20,CWCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
860,CBOM,18,10,2019,10/18/20,CWCR,3,LEAF,NA,NA,NA,NA,4.2276,3.5518,7.7794,3.8039,2020-10,1,0.940368058,3.9755,104.5818969
861,CBOM,18,10,2019,10/18/20,CWCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
862,CBOM,18,10,2019,10/18/20,CWCR,4,WOOD,NA,NA,NA,NA,0.7037,3.5401,4.2438,3.5721,2020-10,1,0.954526076,0.6717,17.67014467
863,CBOM,18,10,2019,10/18/20,CWCR,4,LEAF,NA,NA,NA,NA,2.2604,3.6249,5.8853,3.7697,2020-10,1,0.935940541,2.1156,55.65424754
864,CBOM,18,10,2019,10/18/20,CWCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
865,CBOM,18,10,2019,10/18/20,CWCR,2,WOOD,NA,NA,NA,NA,0.5456,3.5377,4.0833,3.5605,2020-10,1,0.958211144,0.5228,13.75309161
866,CBOM,18,10,2019,10/18/20,CWCR,2,LEAF,NA,NA,NA,NA,0.0121,3.5412,3.5533,3.5413,2020-10,1,0.991735537,0.012,0.315679226
867,CBOM,18,10,2019,10/18/20,CWCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
868,CBOM,18,10,2019,10/18/20,CWCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
869,CBOM,18,10,2019,10/18/20,CWCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
870,CBOM,18,10,2019,10/18/20,CWCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
871,CBOM,18,10,2019,10/18/20,LCCR,1,WOOD,NA,NA,NA,NA,89.47,8.3219,30.3646,9.1671,2020-10,0.246369733,0.96165624,86.03938379,2263.40384
872,CBOM,18,10,2019,10/18/20,LCCR,1,LEAF,NA,NA,NA,NA,4.1284,3.5743,7.7027,4.0423,2020-10,1,0.886638892,3.6604,96.29268656
873,CBOM,18,10,2019,10/18/20,LCCR,1,MISC,NA,NA,NA,NA,0.366,3.532,3.898,3.5358,2020-10,1,0.989617486,0.3622,9.528251304
874,CBOM,18,10,2019,10/18/20,LCCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
875,CBOM,18,10,2019,10/18/20,LCCR,3,LEAF,NA,NA,NA,NA,2.6629,3.5294,6.1923,3.7297,2020-10,1,0.924781254,2.4626,64.78263849
876,CBOM,18,10,2019,10/18/20,LCCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
877,CBOM,18,10,2019,10/18/20,LCCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
878,CBOM,18,10,2019,10/18/20,LCCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
879,CBOM,18,10,2019,10/18/20,LCCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
880,CBOM,18,10,2019,10/18/20,LCCR,4,WOOD,NA,NA,NA,NA,0.4855,3.6181,4.1036,3.6289,2020-10,1,0.977754892,0.4747,12.48774405
881,CBOM,18,10,2019,10/18/20,LCCR,4,LEAF,NA,NA,NA,NA,1.1942,3.636,4.8302,3.7071,2020-10,1,0.940462234,1.1231,29.54494489
882,CBOM,18,10,2019,10/18/20,LCCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
883,CBOM,18,10,2019,10/18/20,WS09,1,WOOD,NA,NA,NA,NA,0.8123,3.6488,4.4611,3.7634,2020-10,1,0.858919119,0.6977,18.35411633
884,CBOM,18,10,2019,10/18/20,WS09,1,LEAF,NA,NA,NA,NA,2.1672,3.5617,5.7289,3.7118,2020-10,1,0.930740126,2.0171,53.06304722
