,sample.type,sample.day,sample.mo,sample.yr,sample.date,stream,core.number,om.category,total.wet.wt.g,sub.wet.wt.g,prop.sub,sub.sample.dry.weight.g.,total.dry.wt.g,tin.wt.g,sub.dry.tin.wt.g,sub.ash.tin.wt.g,month_year,sub.prop.total,sub.prop.afdm,total.afdm.g,cbom.afdm.g.m2
517,CBOM,24,1,2019,1/24/20,WS09,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
518,CBOM,24,1,2019,1/24/20,WS09,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
519,CBOM,24,1,2019,1/24/20,WS09,3,LEAF,NA,NA,NA,NA,0.0384,3.5389,3.5773,3.542,2020-01,1,0.919270833,0.0353,0.928623056
520,CBOM,24,1,2019,1/24/20,WS37,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
521,CBOM,24,1,2019,1/24/20,WS37,4,MISC,NA,NA,NA,NA,0.0295,3.5541,3.5836,3.5542,2020-01,1,0.996610169,0.0294,0.773414104
522,CBOM,24,1,2019,1/24/20,WS37,4,LEAF,NA,NA,NA,NA,0.2267,3.6674,3.8941,3.6777,2020-01,1,0.954565505,0.2164,5.692748708
523,CBOM,24,1,2019,1/24/20,CWCR,4,WOOD,NA,NA,NA,NA,0.6218,3.5204,4.1422,3.5658,2020-01,1,0.926986169,0.5764,15.16312549
524,CBOM,24,1,2019,1/24/20,CWCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
525,CBOM,24,1,2019,1/24/20,CWCR,4,LEAF,NA,NA,NA,NA,0.4756,3.6094,4.085,3.6444,2020-01,1,0.926408747,0.4406,11.59068891
526,CBOM,24,1,2019,1/24/20,WS37,3,WOOD,NA,NA,NA,NA,1.0532,3.5229,4.5761,3.555,2020-01,1,0.969521458,1.0211,26.86167147
527,CBOM,24,1,2019,1/24/20,WS37,3,MISC,NA,NA,NA,NA,0.0428,3.5202,3.563,3.5211,2020-01,1,0.978971963,0.0419,1.102246631
528,CBOM,24,1,2019,1/24/20,WS37,3,LEAF,NA,NA,NA,NA,0.0074,3.6343,3.6417,3.6337,2020-01,1,1.081081081,0.008,0.210452817
529,CBOM,24,1,2019,1/24/20,WS01,4,WOOD,NA,NA,NA,NA,10.1768,3.6741,13.8509,4.0899,2020-01,1,0.959142363,9.761,256.7787437
530,CBOM,24,1,2019,1/24/20,WS01,4,MISC,NA,NA,NA,NA,0.2687,3.5279,3.7966,3.5538,2020-01,1,0.903609974,0.2428,6.387243005
531,CBOM,24,1,2019,1/24/20,WS01,4,LEAF,NA,NA,NA,NA,4.1227,8.344,12.4667,8.6074,2020-01,1,0.936109831,3.8593,101.5250697
532,CBOM,24,1,2019,1/24/20,WS01,3,WOOD,NA,NA,NA,NA,1.0851,3.6368,4.7219,3.6729,2020-01,1,0.966731177,1.049,27.59562567
533,CBOM,24,1,2019,1/24/20,WS01,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
534,CBOM,24,1,2019,1/24/20,WS01,3,LEAF,NA,NA,NA,NA,0.0629,3.6141,3.677,3.6137,2020-01,1,1.0063593,0.0633,1.665207917
535,CBOM,24,1,2019,1/24/20,CWCR,3,WOOD,NA,NA,NA,NA,0.5057,3.6648,4.1705,3.6691,2020-01,1,0.991496935,0.5014,13.19013033
536,CBOM,24,1,2019,1/24/20,CWCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
537,CBOM,24,1,2019,1/24/20,CWCR,3,LEAF,NA,NA,NA,NA,0.3248,3.6489,3.9737,3.6688,2020-01,1,0.938731527,0.3049,8.020883
538,CBOM,24,1,2019,1/24/20,WS01,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
539,CBOM,24,1,2019,1/24/20,WS01,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
540,CBOM,24,1,2019,1/24/20,WS01,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
541,CBOM,24,1,2019,1/24/20,WS01,1,WOOD,NA,NA,NA,NA,2.0179,3.6635,5.6814,3.7366,2020-01,1,0.963774221,1.9448,51.16107989
542,CBOM,24,1,2019,1/24/20,WS01,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
543,CBOM,24,1,2019,1/24/20,WS01,1,LEAF,NA,NA,NA,NA,0.1886,3.6565,3.8451,3.6981,2020-01,1,0.779427359,0.147,3.867070518
544,CBOM,24,1,2019,1/24/20,LCCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
545,CBOM,24,1,2019,1/24/20,LCCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
546,CBOM,24,1,2019,1/24/20,LCCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
547,CBOM,24,1,2019,1/24/20,WS34,3,WOOD,NA,NA,NA,NA,0.5267,3.6684,4.1951,3.701,2020-01,1,0.938105183,0.4941,12.99809213
548,CBOM,24,1,2019,1/24/20,WS34,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
549,CBOM,24,1,2019,1/24/20,WS34,3,LEAF,NA,NA,NA,NA,0.203,3.5118,3.7148,3.5255,2020-01,1,0.932512315,0.1893,4.97983979
550,CBOM,24,1,2019,1/24/20,WS17,2,WOOD,NA,NA,NA,NA,3.0884,3.6378,6.7262,3.7437,2020-01,1,0.9657104,2.9825,78.45944095
551,CBOM,24,1,2019,1/24/20,WS17,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
552,CBOM,24,1,2019,1/24/20,WS17,2,LEAF,NA,NA,NA,NA,4.3495,3.6531,8.0026,6.7337,2020-01,1,0.291734682,1.2689,33.38044749
553,CBOM,24,1,2019,1/24/20,WS34,2,WOOD,NA,NA,NA,NA,12.6039,3.5306,16.1345,3.7118,2020-01,1,0.985623497,12.4227,326.7990267
554,CBOM,24,1,2019,1/24/20,WS34,2,MISC,NA,NA,NA,NA,0.5101,3.5481,4.0582,3.568,2020-01,1,0.960988042,0.4902,12.89549638
555,CBOM,24,1,2019,1/24/20,WS34,2,LEAF,NA,NA,NA,NA,11.42,3.5614,9.8137,3.8231,2020-01,0.547486865,0.958143403,10.94199766,287.8467794
556,CBOM,24,1,2019,1/24/20,WS31,3,WOOD,NA,NA,NA,NA,0.0332,3.6111,3.6443,3.6114,2020-01,1,0.990963855,0.0329,0.865487211
557,CBOM,24,1,2019,1/24/20,WS31,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
558,CBOM,24,1,2019,1/24/20,WS31,3,LEAF,NA,NA,NA,NA,1.1272,3.5255,4.6527,3.595,2020-01,1,0.938342796,1.0577,27.82449311
559,CBOM,24,1,2019,1/24/20,LCCR,2,WOOD,NA,NA,NA,NA,5.5082,3.6409,9.1491,4.0519,2020-01,1,0.925383973,5.0972,134.0900126
560,CBOM,24,1,2019,1/24/20,LCCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
561,CBOM,24,1,2019,1/24/20,LCCR,2,LEAF,NA,NA,NA,NA,0.9893,3.6523,4.6416,3.7142,2020-01,1,0.937430506,0.9274,24.39674285
562,CBOM,24,1,2019,1/24/20,WS31,1,WOOD,NA,NA,NA,NA,5.1924,3.5546,8.747,3.6535,2020-01,1,0.980952931,5.0935,133.9926781
563,CBOM,24,1,2019,1/24/20,WS31,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
564,CBOM,24,1,2019,1/24/20,WS31,1,LEAF,NA,NA,NA,NA,2.0145,3.624,5.6385,3.7364,2020-01,1,0.944204517,1.9021,50.03778798
565,CBOM,24,1,2019,1/24/20,LCCR,4,WOOD,NA,NA,NA,NA,3.3165,3.6654,6.9819,3.762,2020-01,1,0.970872908,3.2199,84.70462831
566,CBOM,24,1,2019,1/24/20,LCCR,4,MISC,NA,NA,NA,NA,0.7096,3.5458,4.2554,3.5633,2020-01,1,0.975338219,0.6921,18.20679936
567,CBOM,24,1,2019,1/24/20,LCCR,4,LEAF,NA,NA,NA,NA,12.45,3.6345,8.9413,3.8141,2020-01,0.426248996,0.966156629,12.02865003,316.432911
568,CBOM,24,1,2019,1/24/20,LCCR,3,WOOD,NA,NA,NA,NA,2.9293,3.6268,6.5561,3.8056,2020-01,1,0.938961527,2.7505,72.35630925
569,CBOM,24,1,2019,1/24/20,LCCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
570,CBOM,24,1,2019,1/24/20,LCCR,3,LEAF,NA,NA,NA,NA,0.1669,3.5057,3.6726,3.5238,2020-01,1,0.891551827,0.1488,3.914422402
571,CBOM,24,1,2019,1/24/20,WS34,1,WOOD,NA,NA,NA,NA,0.1143,3.6196,3.7339,3.6236,2020-01,1,0.965004374,0.1103,2.901618219
572,CBOM,24,1,2019,1/24/20,WS34,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
573,CBOM,24,1,2019,1/24/20,WS34,1,LEAF,NA,NA,NA,NA,0.4606,3.5281,3.9887,3.5713,2020-01,1,0.906209292,0.4174,10.98037574
574,CBOM,24,1,2019,1/24/20,WS31,4,WOOD,NA,NA,NA,NA,4.19,3.5549,7.7449,3.6188,2020-01,1,0.984749403,4.1261,108.5436712
575,CBOM,24,1,2019,1/24/20,WS31,4,MISC,NA,NA,NA,NA,0.109,3.5621,3.6711,3.5687,2020-01,1,0.939449541,0.1024,2.693796062
576,CBOM,24,1,2019,1/24/20,WS31,4,LEAF,NA,NA,NA,NA,1.2103,3.6594,4.8697,3.7215,2020-01,1,0.948690407,1.1482,30.2052406
577,CBOM,24,1,2019,1/24/20,WS37,2,WOOD,NA,NA,NA,NA,0.7987,3.6338,4.4325,3.6567,2020-01,1,0.971328409,0.7758,20.40866196
578,CBOM,24,1,2019,1/24/20,WS37,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
579,CBOM,24,1,2019,1/24/20,WS37,2,LEAF,NA,NA,NA,NA,0.0774,3.6433,3.7207,3.6465,2020-01,1,0.958656331,0.0742,1.951949881
580,CBOM,24,1,2019,1/24/20,WS37,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
581,CBOM,24,1,2019,1/24/20,WS37,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
582,CBOM,24,1,2019,1/24/20,WS37,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
583,CBOM,24,1,2019,1/24/20,WS17,4,WOOD,NA,NA,NA,NA,1.7739,3.5245,5.2984,3.5874,2020-01,1,0.964541406,1.711,45.0105963
584,CBOM,24,1,2019,1/24/20,WS17,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
585,CBOM,24,1,2019,1/24/20,WS17,4,LEAF,NA,NA,NA,NA,1.5555,3.601,5.1565,3.9759,2020-01,1,0.758984249,1.1806,31.05757451
586,CBOM,24,1,2019,1/24/20,WS17,3,WOOD,NA,NA,NA,NA,7.1196,3.543,10.6626,3.7267,2020-01,1,0.974197989,6.9359,182.4599619
587,CBOM,24,1,2019,1/24/20,WS17,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
588,CBOM,24,1,2019,1/24/20,WS17,3,LEAF,NA,NA,NA,NA,1.1473,3.5471,4.6944,3.7969,2020-01,1,0.78227142,0.8975,23.61017544
589,CBOM,24,1,2019,1/24/20,WS31,2,WOOD,NA,NA,NA,NA,11.7466,3.5204,15.267,4.3485,2020-01,1,0.929503005,10.9185,287.2286357
590,CBOM,24,1,2019,1/24/20,WS31,2,MISC,NA,NA,NA,NA,0.0152,3.6009,3.6161,3.6009,2020-01,1,1,0.0152,0.399860353
591,CBOM,24,1,2019,1/24/20,WS31,2,LEAF,NA,NA,NA,NA,2.6538,3.6501,6.3039,4.2376,2020-01,1,0.778619338,2.0663,54.35733205
592,CBOM,24,1,2019,1/24/20,WS34,4,WOOD,NA,NA,NA,NA,7.8196,3.548,11.3676,3.8742,2020-01,1,0.958284311,7.4934,197.1258927
593,CBOM,24,1,2019,1/24/20,WS34,4,MISC,NA,NA,NA,NA,0.7716,3.5299,4.3015,3.8204,2020-01,1,0.62350959,0.4811,12.6561063
594,CBOM,24,1,2019,1/24/20,WS34,4,LEAF,NA,NA,NA,NA,4.7033,3.6192,8.3225,4.1563,2020-01,1,0.885803585,4.1662,109.5985659
595,CBOM,24,1,2019,1/24/20,WS17,1,WOOD,NA,NA,NA,NA,0.1175,3.521,3.6385,3.5245,2020-01,1,0.970212766,0.114,2.998952647
596,CBOM,24,1,2019,1/24/20,WS17,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-01,0,0,0,0
597,CBOM,24,1,2019,1/24/20,WS17,1,LEAF,NA,NA,NA,NA,0.0054,3.5395,3.5449,3.5392,2020-01,1,1.055555556,0.0057,0.149947632
598,CBOM,11,4,2019,4/11/20,HNCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
599,CBOM,11,4,2019,4/11/20,HNCR,1,MISC,NA,NA,NA,NA,0.0156,3.6472,3.6628,3.6462,2020-04,1,1.064102564,0.0166,0.436689596
600,CBOM,11,4,2019,4/11/20,HNCR,1,LEAF,NA,NA,NA,NA,0.0596,3.6452,3.7048,3.701,2020-04,1,0.063758389,0.0038,0.099965088
601,CBOM,11,4,2019,4/11/20,CWCR,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
602,CBOM,11,4,2019,4/11/20,CWCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
603,CBOM,11,4,2019,4/11/20,CWCR,4,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
604,CBOM,11,4,2019,4/11/20,CWCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
605,CBOM,11,4,2019,4/11/20,CWCR,3,MISC,NA,NA,NA,NA,0.001,3.6222,3.6232,3.6214,2020-04,1,1.8,0.0018,0.047351884
606,CBOM,11,4,2019,4/11/20,CWCR,3,LEAF,NA,NA,NA,NA,0.0126,3.6051,3.6177,3.6046,2020-04,1,1.03968254,0.0131,0.344616488
607,CBOM,11,4,2019,4/11/20,CWCR,2,WOOD,NA,NA,NA,NA,0.0487,3.6322,3.6809,3.6331,2020-04,1,0.981519507,0.0478,1.257455583
608,CBOM,11,4,2019,4/11/20,CWCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
609,CBOM,11,4,2019,4/11/20,CWCR,2,LEAF,NA,NA,NA,NA,0.0409,3.5172,3.5581,3.5192,2020-04,1,0.951100244,0.0389,1.023326824
610,CBOM,11,4,2019,4/11/20,CWCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
611,CBOM,11,4,2019,4/11/20,CWCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
612,CBOM,11,4,2019,4/11/20,CWCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
613,CBOM,11,4,2019,4/11/20,WS09,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
614,CBOM,11,4,2019,4/11/20,WS09,4,MISC,NA,NA,NA,NA,0.0019,3.5341,3.536,3.534,2020-04,1,1.052631579,0.002,0.052613204
615,CBOM,11,4,2019,4/11/20,WS09,4,LEAF,NA,NA,NA,NA,0.0422,3.6609,3.7031,3.6627,2020-04,1,0.957345972,0.0404,1.062786727
616,CBOM,11,4,2019,4/11/20,WS09,3,WOOD,NA,NA,NA,NA,0.1791,3.556,3.7351,3.5638,2020-04,1,0.956448911,0.1713,4.506320951
617,CBOM,11,4,2019,4/11/20,WS09,3,MISC,NA,NA,NA,NA,0.0107,3.5226,3.5333,3.5227,2020-04,1,0.990654206,0.0106,0.278849983
618,CBOM,11,4,2019,4/11/20,WS09,3,LEAF,NA,NA,NA,NA,0.1594,3.6397,3.7991,3.6457,2020-04,1,0.962358846,0.1534,4.035432772
619,CBOM,11,4,2019,4/11/20,WS09,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
620,CBOM,11,4,2019,4/11/20,WS09,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
621,CBOM,11,4,2019,4/11/20,WS09,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
622,CBOM,11,4,2019,4/11/20,WS09,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
623,CBOM,11,4,2019,4/11/20,WS09,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
624,CBOM,11,4,2019,4/11/20,WS09,2,LEAF,NA,NA,NA,NA,0.0929,3.631,3.7239,3.6385,2020-04,1,0.91926803,0.0854,2.246583825
625,CBOM,11,4,2019,4/11/20,WS17,1,WOOD,NA,NA,NA,NA,11.6549,3.63,15.2849,3.7546,2020-04,1,0.989309218,11.5303,303.3230149
626,CBOM,11,4,2019,4/11/20,WS17,1,MISC,NA,NA,NA,NA,0.0078,3.5312,3.539,3.5318,2020-04,1,0.923076923,0.0072,0.189407536
627,CBOM,11,4,2019,4/11/20,WS17,1,LEAF,NA,NA,NA,NA,0.2187,3.534,3.7527,3.5535,2020-04,1,0.910836763,0.1992,5.240275151
628,CBOM,11,4,2019,4/11/20,HNCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
629,CBOM,11,4,2019,4/11/20,HNCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
630,CBOM,11,4,2019,4/11/20,HNCR,2,LEAF,NA,NA,NA,NA,0.6882,3.5333,4.2215,3.5769,2020-04,1,0.936646324,0.6446,16.95723575
631,CBOM,11,4,2019,4/11/20,WS31,1,WOOD,NA,NA,NA,NA,0.5377,3.5127,4.0504,3.5378,2020-04,1,0.953319695,0.5126,13.48476427
632,CBOM,11,4,2019,4/11/20,WS31,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
633,CBOM,11,4,2019,4/11/20,WS31,1,LEAF,NA,NA,NA,NA,1.1408,3.546,4.6868,3.6231,2020-04,1,0.932415849,1.0637,27.98233272
634,CBOM,11,4,2019,4/11/20,HNCR,4,WOOD,NA,NA,NA,NA,0.6515,3.5393,4.1908,3.6284,2020-04,1,0.86323868,0.5624,14.79483306
635,CBOM,11,4,2019,4/11/20,HNCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
636,CBOM,11,4,2019,4/11/20,HNCR,4,LEAF,NA,NA,NA,NA,0.0054,3.5527,3.5581,3.5531,2020-04,1,0.925925926,0.005,0.131533011
637,CBOM,11,4,2019,4/11/20,HNCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
638,CBOM,11,4,2019,4/11/20,HNCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
639,CBOM,11,4,2019,4/11/20,HNCR,3,LEAF,NA,NA,NA,NA,0.0411,3.6754,3.7165,3.6768,2020-04,1,0.96593674,0.0397,1.044372106
640,CBOM,11,4,2019,4/11/20,WS17,4,WOOD,NA,NA,NA,NA,3.8334,3.5336,7.367,4.9772,2020-04,1,0.623415245,2.3898,62.86751785
641,CBOM,11,4,2019,4/11/20,WS17,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
642,CBOM,11,4,2019,4/11/20,WS17,4,LEAF,NA,NA,NA,NA,0.0289,3.6187,3.6476,3.6191,2020-04,1,0.98615917,0.0285,0.749738162
643,CBOM,11,4,2019,4/11/20,WS17,3,WOOD,NA,NA,NA,NA,28.2763,8.271,36.5473,8.8482,2020-04,1,0.979587145,27.6991,728.669204
644,CBOM,11,4,2019,4/11/20,WS17,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
645,CBOM,11,4,2019,4/11/20,WS17,3,LEAF,NA,NA,NA,NA,0.0589,3.6587,3.7176,3.6597,2020-04,1,0.983022071,0.0579,1.523152265
646,CBOM,11,4,2019,4/11/20,WS31,2,WOOD,NA,NA,NA,NA,14.6404,3.6591,18.2995,4.2213,2020-04,1,0.96159941,14.0782,370.3496066
647,CBOM,11,4,2019,4/11/20,WS31,2,MISC,NA,NA,NA,NA,0.3961,3.6457,4.0418,3.6651,2020-04,1,0.951022469,0.3767,9.909697035
648,CBOM,11,4,2019,4/11/20,WS31,2,LEAF,NA,NA,NA,NA,-0.0755,3.657,3.5815,3.5345,2020-04,1,-0.622516556,0.047,1.236410302
649,CBOM,11,4,2019,4/11/20,WS37,4,WOOD,NA,NA,NA,NA,5.5415,3.5421,9.0836,3.6299,2020-04,1,0.984155914,5.4537,143.4683162
650,CBOM,11,4,2019,4/11/20,WS37,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
651,CBOM,11,4,2019,4/11/20,WS37,4,LEAF,NA,NA,NA,NA,0.1726,3.5287,3.7013,3.5338,2020-04,1,0.970451912,0.1675,4.406355862
652,CBOM,11,4,2019,4/11/20,WS37,1,WOOD,NA,NA,NA,NA,19.1609,3.6266,22.7875,3.8012,2020-04,1,0.990887693,18.9863,499.4650407
653,CBOM,11,4,2019,4/11/20,WS37,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
654,CBOM,11,4,2019,4/11/20,WS37,1,LEAF,NA,NA,NA,NA,0.0216,3.5288,3.5504,3.5286,2020-04,1,1.009259259,0.0218,0.573483927
655,CBOM,11,4,2019,4/11/20,WS31,4,WOOD,NA,NA,NA,NA,7.8485,3.5531,11.4016,3.742,2020-04,1,0.975931707,7.6596,201.4980499
656,CBOM,11,4,2019,4/11/20,WS31,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
657,CBOM,11,4,2019,4/11/20,WS31,4,LEAF,NA,NA,NA,NA,0.7974,3.5547,4.3521,3.5598,2020-04,1,0.993604214,0.7923,20.84272089
658,CBOM,11,4,2019,4/11/20,WS31,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
659,CBOM,11,4,2019,4/11/20,WS31,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
660,CBOM,11,4,2019,4/11/20,WS31,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
661,CBOM,11,4,2019,4/11/20,USHF,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
662,CBOM,11,4,2019,4/11/20,USHF,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
663,CBOM,11,4,2019,4/11/20,USHF,3,LEAF,NA,NA,NA,NA,0.1449,3.6493,3.7942,3.6562,2020-04,1,0.952380952,0.138,3.630311099
664,CBOM,11,4,2019,4/11/20,USHF,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
665,CBOM,11,4,2019,4/11/20,USHF,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
666,CBOM,11,4,2019,4/11/20,USHF,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
667,CBOM,11,4,2019,4/11/20,USHF,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
668,CBOM,11,4,2019,4/11/20,USHF,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
669,CBOM,11,4,2019,4/11/20,USHF,4,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
670,CBOM,11,4,2019,4/11/20,WS17,2,WOOD,NA,NA,NA,NA,12.4986,3.5221,16.0207,3.6348,2020-04,1,0.99098299,12.3859,325.8309437
671,CBOM,11,4,2019,4/11/20,WS17,2,MISC,NA,NA,NA,NA,0.0475,3.5293,3.5768,3.5328,2020-04,1,0.926315789,0.044,1.157490495
672,CBOM,11,4,2019,4/11/20,WS17,2,LEAF,NA,NA,NA,NA,0.2314,3.5377,3.7691,3.5476,2020-04,1,0.95721694,0.2215,5.826912379
673,CBOM,11,4,2019,4/11/20,WS01,2,WOOD,NA,NA,NA,NA,7.3752,3.6539,11.0291,3.6056,2020-04,1,1.006548975,7.4235,195.2870612
674,CBOM,11,4,2019,4/11/20,WS01,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
675,CBOM,11,4,2019,4/11/20,WS01,2,LEAF,NA,NA,NA,NA,0.0107,3.5357,3.5464,3.5362,2020-04,1,0.953271028,0.0102,0.268327342
676,CBOM,11,4,2019,4/11/20,WS01,1,WOOD,NA,NA,NA,NA,3.0917,3.5311,6.6228,3.9275,2020-04,1,0.871785749,2.6953,70.90418481
677,CBOM,11,4,2019,4/11/20,WS01,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
678,CBOM,11,4,2019,4/11/20,WS01,1,LEAF,NA,NA,NA,NA,0.116,3.5229,3.6389,3.528,2020-04,1,0.956034483,0.1109,2.91740218
679,CBOM,11,4,2019,4/11/20,WS34,1,WOOD,NA,NA,NA,NA,7.9668,3.6716,11.6384,3.9656,2020-04,1,0.963096852,7.6728,201.8452971
680,CBOM,11,4,2019,4/11/20,WS34,1,MISC,NA,NA,NA,NA,0.0636,3.5223,3.5859,3.5267,2020-04,1,0.93081761,0.0592,1.557350848
681,CBOM,11,4,2019,4/11/20,WS34,1,LEAF,NA,NA,NA,NA,0.5217,3.6101,4.1318,3.6574,2020-04,1,0.909334867,0.4744,12.47985207
682,CBOM,11,4,2019,4/11/20,WS34,2,WOOD,NA,NA,NA,NA,3.9248,3.6104,7.5352,3.7732,2020-04,1,0.958520179,3.762,98.96543734
683,CBOM,11,4,2019,4/11/20,WS34,2,MISC,NA,NA,NA,NA,0.0207,3.5546,3.5753,3.5566,2020-04,1,0.903381643,0.0187,0.49193346
684,CBOM,11,4,2019,4/11/20,WS34,2,LEAF,NA,NA,NA,NA,2.6448,3.6014,6.2462,3.8209,2020-04,1,0.917006957,2.4253,63.80140223
685,CBOM,11,4,2019,4/11/20,WS34,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
686,CBOM,11,4,2019,4/11/20,WS34,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
687,CBOM,11,4,2019,4/11/20,WS34,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
688,CBOM,11,4,2019,4/11/20,WS34,4,WOOD,NA,NA,NA,NA,1.726,3.6989,5.4249,3.8752,2020-04,1,0.897856315,1.5497,40.76734137
689,CBOM,11,4,2019,4/11/20,WS34,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-04,0,0,0,0
690,CBOM,11,4,2019,4/11/20,WS34,4,LEAF,NA,NA,NA,NA,1.162,3.531,4.693,3.623,2020-04,1,0.920826162,1.07,28.14806432
691,CBOM,11,4,2019,4/11/20,WS37,2,WOOD,NA,NA,NA,NA,1.4937,3.6505,5.1442,3.7294,2020-04,1,0.947178148,1.4148,37.21858074
692,CBOM,11,4,2019,4/11/20,WS37,2,MISC,NA,NA,NA,NA,0.0469,3.5544,3.6013,3.555,2020-04,1,0.987206823,0.0463,1.21799568
693,CBOM,11,4,2019,4/11/20,WS37,2,LEAF,NA,NA,NA,NA,0.1219,3.6221,3.744,3.6271,2020-04,1,0.958982773,0.1169,3.075241793
694,CBOM,11,4,2019,4/11/20,WS37,3,WOOD,NA,NA,NA,NA,0.1027,3.6373,3.74,3.6407,2020-04,1,0.966893866,0.0993,2.612245595
