bag_ID,stream,date_dep,date_coll,days_in_record,fungi_vial_mass.g,vial_cap_litter.g,dry_mass.g,ash_fraction,afdm_g,erg_per_sample_ug,erg_ext_date,days_in_storage,corr_factor,ext_eff,corr_erg_per_sample_ug,fb_per_sample_mg,erg_ug_per_gAFDM,fb_mg_per_gAFDM,erg_ratio_corr.uncorr
F0020,LCCR,4/3/19,6/5/19,63,8.2035,8.3424,0.1389,0.1,0.125,14.46,11/20/19,168,1.05,0.9,16.83,3.06,134.62,24.48,1.16
F0021,HNCR,4/3/19,6/5/19,63,8.1837,8.3363,0.1526,0.1,0.1373,35.06,11/20/19,168,1.05,0.9,40.81,7.42,297.12,54.02,1.16
F0022,HNCR,4/3/19,6/5/19,63,NA,,,,,,,,,,,,,,
F0023,HNCR,4/3/19,6/5/19,63,8.2768,8.3852,0.1084,0.1,0.0976,21.21,11/20/19,168,1.05,0.9,24.69,4.49,253.11,46.02,1.16
F0024,HNCR,4/3/19,6/5/19,63,8.114,8.2642,0.1502,0.1,0.1352,23.72,11/20/19,168,1.05,0.9,27.61,5.02,204.24,37.13,1.16
F0025,CWCR,4/3/19,6/5/19,63,8.1751,8.3199,0.1448,0.1,0.1303,40.09,11/20/19,168,1.05,0.9,46.67,8.49,358.11,65.11,1.16
F0026,CWCR,4/3/19,6/5/19,63,8.2779,missing/ not received,,,,,,,,,,,,,
F0027,CWCR,4/3/19,6/5/19,63,8.3295,8.461,0.1315,0.1,0.1184,35.39,11/20/19,168,1.05,0.9,41.2,7.49,348.09,63.29,1.16
F0028,CWCR,4/3/19,6/5/19,63,NA,,,,,,,,,,,,,,
F0029,WS55,4/3/19,6/5/19,63,NA,,,,,,,,,,,,,,
F0030,WS55,4/3/19,6/5/19,63,8.1295,8.2623,0.1328,0.1,0.1195,13.6,11/20/19,168,1.05,0.9,15.83,2.88,132.44,24.08,1.16
F0031,WS55,4/3/19,6/5/19,63,8.2334,8.3834,0.15,0.1,0.135,9.52,11/20/19,168,1.05,0.9,11.09,2.02,82.12,14.93,1.16
F0032,WS55,4/3/19,6/5/19,63,8.2961,8.4172,0.1211,0.1,0.109,13.26,11/20/19,168,1.05,0.9,15.43,2.81,141.61,25.75,1.16
F0033,WS09,4/3/19,6/5/19,63,8.2826,8.3976,0.115,0.1,0.1035,20.47,11/20/19,168,1.05,0.9,23.83,4.33,230.28,41.87,1.16
F0034,WS09,4/3/19,6/5/19,63,NA,,,,,,,,,,,,,,
F0035,WS09,4/3/19,6/5/19,63,8.1806,8.3396,0.159,0.1,0.1431,27.9,11/20/19,168,1.05,0.9,32.48,5.91,226.96,41.27,1.16
F0036,WS09,4/3/19,6/5/19,63,8.338,8.488,0.15,0.1,0.135,29.38,11/22/19,170,1.05,0.9,34.22,6.22,253.5,46.09,1.16
F0037,WS05,4/3/19,6/5/19,63,8.2896,8.3993,0.1097,0.1,0.0987,24.91,11/22/19,170,1.05,0.9,29.01,5.28,293.88,53.43,1.16
F0038,WS05,4/3/19,6/5/19,63,8.29,8.4098,0.1198,0.1,0.1078,16.65,11/22/19,170,1.05,0.9,19.39,3.53,179.86,32.7,1.16
F0039,WS05,4/3/19,6/5/19,63,8.2368,8.3681,0.1313,0.1,0.1182,12.77,11/22/19,170,1.05,0.9,14.87,2.7,125.87,22.89,1.16
F0040,WS05,4/3/19,6/5/19,63,NA,,,,,,,,,,,,,,
F0097,WS17,5/8/19,7/10/19,63,8.3346,8.4593,0.1247,0.1,0.1122,26.33,1/17/20,191,1.05,0.82,33.88,6.16,301.92,54.9,1.29
F0098,WS17,5/8/19,7/10/19,63,8.2245,8.3724,0.1479,0.1,0.1331,lost,,,,,,,,n/a,
F0099,WS17,5/8/19,7/10/19,63,8.264,8.3722,0.1082,0.1,0.0974,lost,,,,,,,,n/a,
F0100,WS17,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0101,TOWR,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0102,TOWR,5/8/19,7/10/19,63,8.2301,8.3649,0.1348,0.1,0.1213,19.81,1/17/20,191,1.05,0.82,25.49,4.64,210.13,38.21,1.29
F0103,TOWR,5/8/19,7/10/19,63,8.1971,8.3395,0.1424,0.1,0.1282,18.85,1/17/20,191,1.05,0.82,24.27,4.41,189.34,34.43,1.29
F0104,TOWR,5/8/19,7/10/19,63,8.2787,8.434,0.1553,0.1,0.1398,13.14,1/17/20,191,1.05,0.82,16.91,3.07,121,22,1.29
F0105,WS09,5/8/19,7/10/19,63,8.3697,8.4578,0.0881,0.1,0.0793,27.49,1/17/20,191,1.05,0.82,35.38,6.43,446.18,81.12,1.29
F0106,WS09,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0107,WS09,5/8/19,7/10/19,63,8.2751,8.4023,0.1272,0.1,0.1145,16.53,1/23/20,197,1.06,0.82,21.32,3.88,186.21,33.86,1.29
F0108,WS09,5/8/19,7/10/19,63,8.2752,missing/ not received,,,,,,,,,,,,,
F0109,CWCR,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0110,CWCR,5/8/19,7/10/19,63,8.1193,8.2497,0.1304,0.1,0.1174,28.37,11/22/19,135,1.04,0.9,32.72,5.95,278.84,50.7,1.15
F0111,CWCR,5/8/19,7/10/19,63,8.2375,8.3553,0.1178,0.1,0.106,19.94,11/22/19,135,1.04,0.9,23,4.18,216.95,39.45,1.15
F0112,CWCR,5/8/19,7/10/19,63,8.235,missing/ not received,,,,,,,,,,,,,
F0113,HNCR,5/8/19,7/10/19,63,8.3224,8.4421,0.1197,0.1,0.1077,31.47,11/22/19,135,1.04,0.9,36.3,6.6,336.94,61.26,1.15
F0114,HNCR,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0115,HNCR,5/8/19,7/10/19,63,8.0438,8.1915,0.1477,0.1,0.1329,37.55,11/22/19,135,1.04,0.9,43.32,7.88,325.87,59.25,1.15
F0116,HNCR,5/8/19,7/10/19,63,8.3314,8.4761,0.1447,0.1,0.1302,33.26,11/22/19,135,1.04,0.9,38.36,6.97,294.56,53.56,1.15
F0117,WS55,5/8/19,7/10/19,63,8.3188,8.4865,0.1677,0.1,0.1509,22.68,11/22/19,135,1.04,0.9,26.16,4.76,173.31,31.51,1.15
F0118,WS55,5/8/19,7/10/19,63,8.2623,8.4237,0.1614,0.1,0.1453,23.78,11/22/19,135,1.04,0.9,27.43,4.99,188.82,34.33,1.15
F0119,WS55,5/8/19,7/10/19,63,8.1566,8.2936,0.137,0.1,0.1233,15.75,11/22/19,135,1.04,0.9,18.17,3.3,147.36,26.79,1.15
F0120,WS55,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0121,USHF,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0122,USHF,5/8/19,7/10/19,63,8.3417,8.4699,0.1282,0.1,0.1154,19.62,1/17/20,191,1.05,0.82,25.25,4.59,218.85,39.79,1.29
F0123,USHF,5/8/19,7/10/19,63,8.3342,8.4464,0.1122,0.1,0.101,18.13,1/17/20,191,1.05,0.82,23.33,4.24,231.05,42.01,1.29
F0124,USHF,5/8/19,7/10/19,63,8.0647,missing/ not received,,,,,,,,,,,,,
F0125,LCCR,5/8/19,7/10/19,63,8.1717,8.327,0.1553,0.1,0.1398,30.39,1/17/20,191,1.05,0.82,39.11,7.11,279.83,50.88,1.29
F0126,LCCR,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0127,LCCR,5/8/19,7/10/19,63,8.1587,8.2894,0.1307,0.1,0.1176,11.82,1/17/20,191,1.05,0.82,15.21,2.77,129.33,23.52,1.29
F0128,LCCR,5/8/19,7/10/19,63,8.1089,8.1999,0.091,0.1,0.0819,15.17,1/17/20,191,1.05,0.82,19.53,3.55,238.44,43.35,1.29
F0129,WS34,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0130,WS34,5/8/19,7/10/19,63,8.304,8.4179,0.1139,0.1,0.1025,14.75,1/17/20,191,1.05,0.82,18.98,3.45,185.19,33.67,1.29
F0131,WS34,5/8/19,7/10/19,63,8.0196,8.1694,0.1498,0.1,0.1348,25.63,1/17/20,191,1.05,0.82,32.99,6,244.68,44.49,1.29
F0132,WS34,5/8/19,7/10/19,63,8.3754,8.4977,0.1223,0.1,0.1101,26.47,1/17/20,191,1.05,0.82,34.07,6.19,309.52,56.28,1.29
F0133,WS37,5/8/19,7/10/19,63,8.3504,8.4698,0.1194,0.1,0.1075,28.51,1/17/20,191,1.05,0.82,36.7,6.67,341.48,62.09,1.29
F0134,WS37,5/8/19,7/10/19,63,8.2932,8.3824,0.0892,0.1,0.0803,14.54,1/17/20,191,1.05,0.82,18.72,3.4,233.16,42.39,1.29
F0135,WS37,5/8/19,7/10/19,63,8.1582,8.2316,0.0734,0.1,0.0661,12.06,1/17/20,191,1.05,0.82,15.52,2.82,235,42.73,1.29
F0136,WS37,5/8/19,7/10/19,63,NA,,,,,,,,,,,,,,
F0193,WS17,6/5/19,8/7/19,63,8.6653,8.7911,0.1258,0.1,0.1132,26.85,1/23/20,169,1.05,0.82,34.35,6.25,303.38,55.16,1.28
F0194,WS17,6/5/19,8/7/19,63,8.712,8.8687,0.1567,0.1,0.141,25.99,1/23/20,169,1.05,0.82,33.26,6.05,235.8,42.87,1.28
F0195,WS17,6/5/19,8/7/19,63,8.7383,missing/ not received,,,,,,,,,,,,,
F0196,WS17,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0197,TOWR,6/5/19,8/7/19,63,8.6991,8.8702,0.1711,0.1,0.154,17.77,1/23/20,169,1.05,0.82,22.74,4.13,147.66,26.85,1.28
F0198,TOWR,6/5/19,8/7/19,63,8.8544,8.9782,0.1238,0.1,0.1114,9.45,1/23/20,169,1.05,0.82,12.08,2.2,108.46,19.72,1.28
F0199,TOWR,6/5/19,8/7/19,63,8.701,8.8383,0.1373,0.1,0.1236,20.96,1/23/20,169,1.05,0.82,26.82,4.88,217.03,39.46,1.28
F0200,TOWR,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0201,WS55,6/5/19,8/7/19,63,8.5579,8.7233,0.1654,0.1,0.1489,21.69,1/23/20,169,1.05,0.82,27.75,5.05,186.43,33.9,1.28
F0202,WS55,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0203,WS55,6/5/19,8/7/19,63,8.6039,8.7412,0.1373,0.1,0.1236,23.67,1/23/20,169,1.05,0.82,30.28,5.51,245.06,44.56,1.28
F0204,WS55,6/5/19,8/7/19,63,8.6482,8.8,0.1518,0.1,0.1366,17.21,1/23/20,169,1.05,0.82,22.01,4,161.14,29.3,1.28
F0205,HNCR,6/5/19,8/7/19,63,8.7144,8.869,0.1546,0.1,0.1391,46.92,1/23/20,169,1.05,0.82,60.03,10.91,431.41,78.44,1.28
F0206,HNCR,6/5/19,8/7/19,63,8.3913,8.5307,0.1394,0.1,0.1255,26.48,2/20/20,197,1.06,0.82,34.14,6.21,272.16,49.48,1.29
F0207,HNCR,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0208,HNCR,6/5/19,8/7/19,63,8.8129,8.8796,0.0667,0.1,0.06,13.35,2/20/20,197,1.06,0.82,17.21,3.13,286.73,52.13,1.29
F0209,WS09,6/5/19,8/7/19,63,8.7584,8.9209,0.1625,0.1,0.1463,23.05,2/20/20,197,1.06,0.82,29.71,5.4,203.17,36.94,1.29
F0210,WS09,6/5/19,8/7/19,63,8.6574,8.799,0.1416,0.1,0.1274,35.36,2/20/20,197,1.06,0.82,45.59,8.29,357.7,65.04,1.29
F0211,WS09,6/5/19,8/7/19,63,8.6581,8.7968,0.1387,0.1,0.1248,30.33,2/20/20,197,1.06,0.82,39.1,7.11,313.22,56.95,1.29
F0212,WS09,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0213,CWCR,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0214,CWCR,6/5/19,8/7/19,63,8.7523,8.8974,0.1451,0.1,0.1306,47.73,2/20/20,197,1.06,0.82,61.54,11.19,471.22,85.68,1.29
F0215,CWCR,6/5/19,8/7/19,63,8.7095,8.8635,0.154,0.1,0.1386,31.55,2/20/20,197,1.06,0.82,40.67,7.39,293.44,53.35,1.29
F0216,CWCR,6/5/19,8/7/19,63,8.8286,8.999,0.1704,0.1,0.1534,36.93,2/20/20,197,1.06,0.82,47.62,8.66,310.5,56.45,1.29
F0217,WS34,6/5/19,8/7/19,63,8.5845,8.7502,0.1657,0.1,0.1491,14.39,2/20/20,197,1.06,0.82,18.55,3.37,124.42,22.62,1.29
F0218,WS34,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0219,WS34,6/5/19,8/7/19,63,8.6256,8.8366,0.211,0.1,0.1899,20.93,2/20/20,197,1.06,0.82,26.98,4.91,142.09,25.83,1.29
F0220,WS34,6/5/19,8/7/19,63,8.7228,8.8358,0.113,0.1,0.1017,16.41,2/20/20,197,1.06,0.82,21.16,3.85,208.1,37.84,1.29
F0221,USHF,6/5/19,8/7/19,63,8.7469,8.8664,0.1195,0.1,0.1076,30.32,2/20/20,197,1.06,0.82,39.09,7.11,363.44,66.08,1.29
F0222,USHF,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0223,USHF,6/5/19,8/7/19,63,8.7515,8.8164,0.0649,0.1,0.0584,14.27,2/27/20,204,1.06,0.82,18.44,3.35,315.65,57.39,1.29
F0224,USHF,6/5/19,8/7/19,63,8.6772,8.7133,0.0361,0.1,0.0325,11.06,2/27/20,204,1.06,0.82,14.28,2.6,439.54,79.92,1.29
F0225,LCCR,6/5/19,8/7/19,63,8.7336,8.8767,0.1431,0.1,0.1288,24.79,2/27/20,204,1.06,0.82,32.02,5.82,248.61,45.2,1.29
F0226,LCCR,6/5/19,8/7/19,63,8.6924,8.7781,0.0857,0.1,0.0771,14.33,2/27/20,204,1.06,0.82,18.51,3.37,239.95,43.63,1.29
F0227,LCCR,6/5/19,8/7/19,63,8.7105,8.7873,0.0768,0.1,0.0691,13.7,2/27/20,204,1.06,0.82,17.7,3.22,256.02,46.55,1.29
F0228,LCCR,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0229,WS37,6/5/19,8/7/19,63,NA,,,,,,,,,,,,,,
F0230,WS37,6/5/19,8/7/19,63,8.7997,8.9286,0.1289,0.1,0.116,21.48,2/27/20,204,1.06,0.82,27.75,5.05,239.21,43.49,1.29
F0231,WS37,6/5/19,8/7/19,63,8.6225,8.742,0.1195,0.1,0.1076,23.95,2/27/20,204,1.06,0.82,30.94,5.63,287.7,52.31,1.29
F0232,WS37,6/5/19,8/7/19,63,8.5074,8.6827,0.1753,0.1,0.1578,24.47,2/27/20,204,1.06,0.82,31.61,5.75,200.35,36.43,1.29
F0289,CWCR,7/10/19,8/30/19,51,6.5452,6.6848,0.1396,0.1,0.1256,20.2,2/29/20,183,1.05,0.82,25.95,4.72,206.52,37.55,1.28
F0290,CWCR,7/10/19,8/30/19,51,6.486,6.5981,0.1121,0.1,0.1009,16.94,2/29/20,183,1.05,0.82,21.75,3.95,215.6,39.2,1.28
F0291,CWCR,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0292,CWCR,7/10/19,8/30/19,51,6.4436,6.5158,0.0722,0.1,0.065,14.02,2/29/20,183,1.05,0.82,18,3.27,277.05,50.37,1.28
F0293,WS55,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0294,WS55,7/10/19,8/30/19,51,6.539,6.691,0.152,0.1,0.1368,23.11,2/27/20,181,1.05,0.82,29.66,5.39,216.79,39.42,1.28
F0295,WS55,7/10/19,8/30/19,51,6.427,6.5314,0.1044,0.1,0.094,13.05,2/29/20,183,1.05,0.82,16.76,3.05,178.38,32.43,1.28
F0296,WS55,7/10/19,8/30/19,51,6.5032,6.6373,0.1341,0.1,0.1207,15.53,2/29/20,183,1.05,0.82,19.94,3.63,165.25,30.05,1.28
F0297,TOWR,7/10/19,8/30/19,51,6.4918,6.5431,0.0513,0.1,0.0462,7.6,2/29/20,183,1.05,0.82,9.76,1.77,211.44,38.44,1.28
F0298,TOWR,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0299,TOWR,7/10/19,8/30/19,51,6.4702,6.6163,0.1461,0.1,0.1315,14.98,2/29/20,183,1.05,0.82,19.24,3.5,146.32,26.6,1.28
F0300,TOWR,7/10/19,8/30/19,51,6.5482,6.6164,0.0682,0.1,0.0614,11.59,2/29/20,183,1.05,0.82,14.88,2.71,242.44,44.08,1.28
F0301,WS09,7/10/19,8/30/19,51,6.5188,6.6248,0.106,0.1,0.0954,14.76,2/29/20,183,1.05,0.82,18.95,3.45,198.67,36.12,1.28
F0302,WS09,7/10/19,8/30/19,51,6.4958,6.6136,0.1178,0.1,0.106,16.78,2/29/20,183,1.05,0.82,21.55,3.92,203.24,36.95,1.28
F0303,WS09,7/10/19,8/30/19,51,6.4986,6.5953,0.0967,0.1,0.087,15.2,2/29/20,183,1.05,0.82,19.52,3.55,224.32,40.79,1.28
F0304,WS09,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0305,HNCR,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0306,HNCR,7/10/19,8/30/19,51,6.4266,6.5396,0.113,0.1,0.1017,22.73,2/27/20,181,1.05,0.82,29.17,5.3,286.86,52.16,1.28
F0307,HNCR,7/10/19,8/30/19,51,6.5412,6.6291,0.0879,0.1,0.0791,13.06,2/29/20,183,1.05,0.82,16.77,3.05,211.95,38.54,1.28
F0308,HNCR,7/10/19,8/30/19,51,6.4384,6.5144,0.076,0.1,0.0684,14.52,2/29/20,183,1.05,0.82,18.65,3.39,272.69,49.58,1.28
F0309,WS17,7/10/19,8/30/19,51,6.4024,6.4749,0.0725,0.1,0.0652,9.99,2/29/20,183,1.05,0.82,12.83,2.33,196.59,35.74,1.28
F0310,WS17,7/10/19,8/30/19,51,6.4414,6.5254,0.084,0.1,0.0756,17.62,2/29/20,183,1.05,0.82,22.63,4.11,299.37,54.43,1.28
F0311,WS17,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0312,WS17,7/10/19,8/30/19,51,6.5118,6.6295,0.1177,0.1,0.1059,19.44,2/29/20,183,1.05,0.82,24.97,4.54,235.69,42.85,1.28
F0313,USHF,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0314,USHF,7/10/19,8/30/19,51,6.4381,6.5502,0.1121,0.1,0.1009,18.92,2/29/20,183,1.05,0.82,24.3,4.42,240.87,43.79,1.28
F0315,USHF,7/10/19,8/30/19,51,6.423,6.5488,0.1258,0.1,0.1132,26.26,2/27/20,181,1.05,0.82,33.7,6.13,297.65,54.12,1.28
F0316,USHF,7/10/19,8/30/19,51,6.5023,6.5444,0.0421,0.1,0.0379,8.45,2/29/20,183,1.05,0.82,10.85,1.97,286.25,52.05,1.28
F0317,WS37,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0318,WS37,7/10/19,8/30/19,51,6.5413,6.657,0.1157,0.1,0.1041,20.18,2/27/20,181,1.05,0.82,25.9,4.71,248.7,45.22,1.28
F0319,WS37,7/10/19,8/30/19,51,6.4926,6.5918,0.0992,0.1,0.0893,15.24,10/14/20,411,1.12,0.795,21.47,3.9,240.52,43.73,1.41
F0320,WS37,7/10/19,8/30/19,51,6.4202,6.5311,0.1109,0.1,0.0998,20.57,2/27/20,181,1.05,0.82,26.4,4.8,264.55,48.1,1.28
F0321,WS34,7/10/19,8/30/19,51,6.5074,6.619,0.1116,0.1,0.1004,13.63,10/14/20,411,1.12,0.795,19.2,3.49,191.14,34.75,1.41
F0322,WS34,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0323,WS34,7/10/19,8/30/19,51,6.4736,6.5897,0.1161,0.1,0.1045,16.84,10/14/20,411,1.12,0.795,23.72,4.31,227.03,41.28,1.41
F0324,WS34,7/10/19,8/30/19,51,6.4266,6.5517,0.1251,0.1,0.1126,20.39,2/27/20,181,1.05,0.82,26.17,4.76,232.45,42.26,1.28
F0325,LCCR,7/10/19,8/30/19,51,NA,,,,,,,,,,,,,,
F0326,LCCR,7/10/19,8/30/19,51,6.396,6.494,0.098,0.1,0.0882,15.22,10/14/20,411,1.12,0.795,21.44,3.9,243.08,44.2,1.41
F0327,LCCR,7/10/19,8/30/19,51,6.5528,6.6615,0.1087,0.1,0.0978,15.4,10/14/20,411,1.12,0.795,21.69,3.94,221.72,40.31,1.41
F0328,LCCR,7/10/19,8/30/19,51,6.5386,6.5957,0.0571,0.1,0.0514,12.19,10/14/20,411,1.12,0.795,17.17,3.12,334.2,60.76,1.41
,,,,,,,,,,,,,,,,,,,1.18
