bag_ID,rhodo_acer,DM_start_g,DM_end_g,tin_g,tin_DM_g,tin_ash_g,date_dep,date_coll,stream,QC,hole,notes
F0210,R,1.54,1.2713,3.6497,4.921,3.7204,2/8/18,4/6/18,WS36,,,
F0211,R,1.48,1.2512,3.5479,4.7991,3.6188,2/8/18,4/6/18,WS36,,,
F0212,R,1.5,1.2422,3.5194,4.7616,3.5866,2/8/18,4/6/18,WS36,,,
F0213,R,1.41,1.1693,3.6104,4.7797,3.6719,2/8/18,4/6/18,WS27,,,
F0214,R,1.56,1.311,3.5294,4.8404,3.6007,2/8/18,4/6/18,WS27,,,
F0215,R,1.47,1.2005,3.5395,4.74,3.6398,2/8/18,4/6/18,WS27,,,
F0216,R,1.49,1.2568,3.5506,4.8074,3.6186,2/8/18,4/6/18,WS27,,,
F0217,R,1.47,1.0462,3.6574,4.7036,3.7312,2/8/18,4/6/18,WS07,,,
F0218,R,1.55,1.2618,3.6562,4.918,3.7683,2/8/18,4/6/18,WS07,,,
F0219,R,1.43,1.2234,3.6692,4.8926,3.808,2/8/18,4/6/18,WS07,,,
F0220,R,1.53,1.2503,3.5286,4.7789,3.6706,2/8/18,4/6/18,WS07,,,
F0221,R,1.42,1.1188,3.6625,4.7813,3.7447,2/8/18,4/6/18,WS02,,,
F0222,R,1.53,1.3124,3.6159,4.9283,3.7067,2/8/18,4/6/18,WS02,,,
F0223,R,1.49,1.2971,3.5137,4.8108,3.5981,2/8/18,4/6/18,WS02,,,
F0224,R,1.51,1.2567,3.6273,4.884,3.7064,2/8/18,4/6/18,WS02,,,
F0225,R,1.52,1.1477,3.6317,4.7794,3.7369,2/8/18,4/6/18,WS08,,,
F0226,R,1.56,1.2009,3.6316,4.8325,3.7304,2/8/18,4/6/18,WS08,,,
F0227,R,1.6,1.2778,3.6138,4.8916,3.7122,2/8/18,4/6/18,WS08,,,
F0228,R,1.4,1.1311,3.642,4.7731,3.7099,2/8/18,4/6/18,WS08,,,
F0229,R,1.6,1.3801,3.6666,5.0467,3.7449,2/8/18,4/6/18,WS32,,,
F0230,R,1.54,1.3474,3.6352,4.9826,3.7064,2/8/18,4/6/18,WS32,,,
F0231,R,1.41,1.2187,3.6159,4.8346,3.6774,2/8/18,4/6/18,WS32,,,
F0232,R,1.55,1.3193,3.6191,4.9384,3.6814,2/8/18,4/6/18,WS32,,,
F0233,R,1.62,1.4353,3.6579,5.0932,3.7485,2/8/18,4/6/18,WS13,,,
F0234,R,1.58,1.3488,3.6378,4.9866,3.7047,2/8/18,4/6/18,WS13,,,
F0235,R,1.47,1.2673,3.6429,4.9102,3.7287,2/8/18,4/6/18,WS13,,,
F0236,R,1.55,1.3598,3.5456,4.9054,3.6429,2/8/18,4/6/18,WS13,,,
F0237,R,1.48,1.3157,3.6602,4.9759,3.7248,2/8/18,4/6/18,WS31,,,
F0238,R,1.54,1.3721,3.6091,4.9812,3.6817,2/8/18,4/6/18,WS31,,,
F0239,R,1.51,1.2702,3.6604,4.9306,3.7426,2/8/18,4/6/18,WS31,,,
F0240,R,1.56,1.3711,3.5957,4.9668,3.666,2/8/18,4/6/18,WS31,,,
F0241,A,1.44,0.9648,3.6411,4.6059,3.8357,2/8/18,4/6/18,WS31,,,
F0242,A,1.47,0.768,3.6143,4.3823,3.7009,2/8/18,4/6/18,WS31,,,
F0243,A,1.47,0.8327,3.6762,4.5089,3.8088,2/8/18,4/6/18,WS31,,,
F0244,A,1.5,1.0014,3.6146,4.616,3.8328,2/8/18,4/6/18,WS31,,,
F0245,A,1.45,0.8553,3.6251,4.4804,3.8153,2/8/18,4/6/18,WS01,,,
F0246,A,1.53,1.2366,3.6513,4.8879,4.3148,2/8/18,4/6/18,WS01,,,
F0247,A,1.59,0.9829,3.6457,4.6286,3.9173,2/8/18,4/6/18,WS01,,,
F0248,A,1.42,0.6526,3.5325,4.1851,3.6334,2/8/18,4/6/18,WS01,,,
F0249,A,1.55,0.7888,3.6028,4.3916,3.6675,2/8/18,4/6/18,WS32,,,
F0250,A,1.6,0.8955,3.6427,4.5382,3.7501,2/8/18,4/6/18,WS32,,,
F0251,A,1.48,0.8247,3.6318,4.4565,3.7488,2/8/18,4/6/18,WS32,,,
F0252,A,1.43,0.8621,3.6437,4.5058,3.7546,2/8/18,4/6/18,WS32,,,
F0253,A,1.5,0.71,3.6281,4.3381,3.72,2/8/18,4/6/18,WS02,,,
F0254,A,1.56,0.943,3.5372,4.4802,3.728,2/8/18,4/6/18,WS02,,,
F0255,A,1.54,0.7623,3.5196,4.2819,3.6151,2/8/18,4/6/18,WS02,,,
F0256,A,1.59,0.8587,3.5272,4.3859,3.6591,2/8/18,4/6/18,WS02,,,
F0257,A,1.49,0.8364,3.6626,4.499,3.8978,2/8/18,4/6/18,WS07,,,
F0258,A,1.57,0.8566,3.6274,4.484,3.82,2/8/18,4/6/18,WS07,,,
F0259,A,1.46,1.011,3.6225,4.6335,3.9956,2/8/18,4/6/18,WS07,,,
F0260,A,1.43,0.8555,3.6403,4.4958,3.8869,2/8/18,4/6/18,WS07,,,
F0261,A,1.48,0.8623,3.6526,4.5149,3.7846,2/8/18,4/6/18,WS13,,,
F0262,A,1.51,1.1441,3.6007,4.7448,3.8956,2/8/18,4/6/18,WS13,,,
F0263,A,1.48,0.9442,3.6613,4.6055,3.915,2/8/18,4/6/18,WS13,,,
F0264,A,1.52,0.9231,3.4987,4.4218,3.6777,2/8/18,4/6/18,WS13,,,
F0265,A,1.48,0.7525,3.6307,4.3832,3.709,2/8/18,4/6/18,WS36,,,
F0266,A,1.48,0.8034,3.6283,4.4317,3.7608,2/8/18,4/6/18,WS36,,,
F0267,A,1.53,0.7452,3.6,4.3452,3.6784,2/8/18,4/6/18,WS36,,,
F0268,A,1.45,0.6754,3.5306,4.206,3.5972,2/8/18,4/6/18,WS36,,,
F0269,A,1.54,0.8075,3.5548,4.3623,3.6376,2/8/18,4/6/18,WS27,,,
F0270,A,1.45,0.708,3.6608,4.3688,3.7211,2/8/18,4/6/18,WS27,,,
F0271,A,1.42,0.8008,3.6227,4.4235,3.7556,2/8/18,4/6/18,WS27,,,
F0272,A,1.51,0.8644,3.6111,4.4755,3.7284,2/8/18,4/6/18,WS27,,,
F0273,A,1.59,0.8566,3.5177,4.3743,3.6612,2/8/18,4/6/18,WS18,,,
F0274,A,1.46,0.819,3.6577,4.4767,3.8267,2/8/18,4/6/18,WS18,,,
F0275,A,1.51,0.8136,3.5444,4.358,3.6495,2/8/18,4/6/18,WS18,,,
F0276,A,1.58,1.0091,3.5739,4.583,3.7605,2/8/18,4/6/18,WS18,,,
F0277,A,1.55,0.9292,3.5993,4.5285,3.7136,2/8/18,4/6/18,WS14,,,
F0278,A,1.41,0.7202,3.5155,4.2357,3.6539,2/8/18,4/6/18,WS14,,,
F0279,A,1.42,1.1156,3.5371,4.6527,3.9901,2/8/18,4/6/18,WS14,,,
F0280,A,1.55,0.4124,3.6503,4.0627,3.7121,2/8/18,4/6/18,WS14,,,
F0281,A,1.56,0.9863,3.6848,4.6711,3.8835,2/8/18,4/6/18,WS06,,,
F0282,A,1.49,0.8459,3.511,4.3569,3.7162,2/8/18,4/6/18,WS06,,,
F0283,A,1.45,0.9985,3.514,4.5125,3.7822,2/8/18,4/6/18,WS06,,,
F0284,A,1.59,1.124,3.6055,4.7295,3.9036,2/8/18,4/6/18,WS06,,,
F0285,A,1.58,0.7956,3.6711,4.4667,3.836,2/8/18,4/6/18,WS08,,,
F0286,A,1.49,0.8106,3.6427,4.4533,3.8661,2/8/18,4/6/18,WS08,,,
F0287,A,1.45,0.6994,3.532,4.2314,3.6456,2/8/18,4/6/18,WS08,,,
F0288,A,1.42,0.5986,3.6335,4.2321,3.7558,2/8/18,4/6/18,WS08,,,
F0289,R,1.44,1.0586,3.6501,4.7087,3.7395,3/8/18,5/9/18,WS07,,,
F0290,R,1.48,1.1493,3.5222,4.6715,3.6397,3/8/18,5/9/18,WS07,,,
F0291,R,1.55,1.2495,3.5265,4.776,3.6163,3/8/18,5/9/18,WS07,,,
F0292,R,1.52,1.2269,3.625,4.8519,3.705,3/8/18,5/9/18,WS07,,,
F0293,R,1.52,1.3049,3.6583,4.9632,3.74,3/8/18,5/9/18,WS32,,,
F0294,R,1.57,1.36,3.6069,4.9669,3.669,3/8/18,5/9/18,WS32,,,
F0295,R,1.57,1.331,3.5999,4.9309,3.6791,3/8/18,5/9/18,WS32,,,
F0296,R,1.45,1.2656,3.5356,4.8012,3.6017,3/8/18,5/9/18,WS32,,,
F0297,R,1.5,1.2573,3.61,4.8673,3.6825,3/8/18,5/9/18,WS02,,,
F0298,R,1.44,1.1877,3.6335,4.8212,3.7297,3/8/18,5/9/18,WS02,,,
F0299,R,1.49,1.3004,3.6233,4.9237,3.6969,3/8/18,5/9/18,WS02,,,
F0300,R,1.48,1.2568,3.6435,4.9003,3.7499,3/8/18,5/9/18,WS02,,,
F0301,R,1.49,1.1219,3.5405,4.6624,3.6308,3/8/18,5/9/18,WS08,,,
F0302,R,1.44,1.1057,3.6685,4.7742,3.769,3/8/18,5/9/18,WS08,,,
F0303,R,1.49,1.1532,3.6297,4.7829,3.7168,3/8/18,5/9/18,WS08,,,
F0304,R,1.48,1.1372,3.6766,4.8138,3.7724,3/8/18,5/9/18,WS08,,,
F0305,R,1.43,1.1242,3.6288,4.753,3.7309,3/8/18,5/9/18,WS01,,,
F0306,R,1.42,1.1782,3.6153,4.7935,3.7022,3/8/18,5/9/18,WS01,,,
F0307,R,1.48,1.1454,3.5366,4.682,3.6197,3/8/18,5/9/18,WS01,,,
F0308,R,1.51,1.2196,3.5155,4.7351,3.6164,3/8/18,5/9/18,WS01,,,
F0309,R,1.46,1.2049,3.5337,4.7386,3.5805,3/8/18,5/9/18,WS27,,,
F0310,R,1.52,1.2355,3.5401,4.7756,3.6187,3/8/18,5/9/18,WS27,,,
F0311,R,1.54,1.2949,3.6222,4.9171,3.6809,3/8/18,5/9/18,WS27,,,
F0312,R,1.57,1.3114,3.6321,4.9435,3.6894,3/8/18,5/9/18,WS27,,,
F0313,R,1.55,#VALUE!,N/A,4.8496,3.6804,3/8/18,5/9/18,WS18,,,
F0314,R,1.56,1.2645,3.6209,4.8854,3.6919,3/8/18,5/9/18,WS18,,,
F0315,R,1.45,1.1369,3.5111,4.648,3.5797,3/8/18,5/9/18,WS18,,,
F0316,R,1.52,1.2741,3.6115,4.8856,3.6935,3/8/18,5/9/18,WS18,,,
F0317,R,1.53,1.2842,3.5435,4.8277,3.6124,3/8/18,5/9/18,WS14,,,
F0318,R,1.54,1.3258,3.5258,4.8516,3.6173,3/8/18,5/9/18,WS14,,,
F0319,R,1.54,1.2779,3.5107,4.7886,3.5884,3/8/18,5/9/18,WS14,,,
F0320,R,1.5,1.2962,3.615,4.9112,3.6962,3/8/18,5/9/18,WS14,,,
F0321,R,1.53,1.2618,3.5344,4.7962,3.6148,3/8/18,5/9/18,WS06,,,
F0322,R,1.58,1.3614,3.6136,4.975,3.6884,3/8/18,5/9/18,WS06,,,
F0323,R,1.5,1.2496,3.5198,4.7694,3.5976,3/8/18,5/9/18,WS06,,,
F0324,R,1.54,1.26,3.5519,4.8119,3.6244,3/8/18,5/9/18,WS06,,,
F0325,R,1.45,1.2517,3.5543,4.806,3.6191,3/8/18,5/9/18,WS13,,,
F0326,R,1.57,1.2769,3.5269,4.8038,3.5917,3/8/18,5/9/18,WS13,,,
F0327,R,1.56,1.2635,3.659,4.9225,3.7401,3/8/18,5/9/18,WS13,,,
F0328,R,1.52,1.251,3.5409,4.7919,3.6152,3/8/18,5/9/18,WS13,,,
F0329,R,1.54,1.3387,3.5274,4.8661,3.5945,3/8/18,5/9/18,WS31,,,
F0330,R,1.43,1.2254,3.5427,4.7681,3.6013,3/8/18,5/9/18,WS31,,,
F0331,R,1.45,1.2484,3.5219,4.7703,3.5851,3/8/18,5/9/18,WS31,,,
F0332,R,1.56,1.3309,3.5339,4.8648,3.5954,3/8/18,5/9/18,WS31,,,
F0333,R,1.55,0.637,3.6561,4.2931,3.6876,3/8/18,5/9/18,WS36,,,
F0334,R,1.5,1.2012,3.5532,4.7544,3.6313,3/8/18,5/9/18,WS36,,,
F0335,R,1.49,1.184,3.6646,4.8486,3.7562,3/8/18,5/9/18,WS36,,,
F0336,R,1.51,1.1679,3.6645,4.8324,3.7457,3/8/18,5/9/18,WS36,,,
F0337,A,1.47,0.9078,3.6359,4.5437,3.8122,3/8/18,5/9/18,WS18,,,
F0338,A,1.56,0.8876,3.5415,4.4291,3.6638,3/8/18,5/9/18,WS18,,,
F0339,A,1.45,0.8628,3.5525,4.4153,3.7559,3/8/18,5/9/18,WS18,,,
F0340,A,1.55,0.9971,3.6442,4.6413,3.8421,3/8/18,5/9/18,WS18,,,
F0341,A,1.46,0.7498,3.6738,4.4236,3.7557,3/8/18,5/9/18,WS27,,,
F0342,A,1.54,0.6649,3.5486,4.2135,3.6108,3/8/18,5/9/18,WS27,,,
F0343,A,1.53,0.8856,3.5174,4.403,3.6335,3/8/18,5/9/18,WS27,,,
F0344,A,1.57,0.8359,3.5208,4.3567,3.5824,3/8/18,5/9/18,WS27,,,
F0345,A,1.54,0.7796,3.6542,4.4338,3.7404,3/8/18,5/9/18,WS08,,,
F0346,A,1.46,0.7319,3.6496,4.3815,3.738,3/8/18,5/9/18,WS08,,,
F0347,A,1.49,0.5243,3.6177,4.142,3.6851,3/8/18,5/9/18,WS08,,,
F0348,A,1.55,0.6119,3.5143,4.1262,3.5969,3/8/18,5/9/18,WS08,,,
F0349,A,1.54,0.6662,3.6852,4.3514,3.7908,3/8/18,5/9/18,WS02,,,
F0350,A,1.51,0.7674,3.5446,4.312,3.6449,3/8/18,5/9/18,WS02,,,
F0351,A,1.53,0.9287,3.6572,4.5859,3.7973,3/8/18,5/9/18,WS02,,,
F0352,A,1.56,0.7557,3.643,4.3987,3.7705,3/8/18,5/9/18,WS02,,,
F0353,A,1.54,0.8928,3.5289,4.4217,3.6936,3/8/18,5/9/18,WS01,,,
F0354,A,1.53,0.6973,3.5248,4.2221,3.6076,3/8/18,5/9/18,WS01,,,
F0355,A,1.51,0.8233,3.5405,4.3638,3.7174,3/8/18,5/9/18,WS01,,,
F0356,A,1.55,0.8696,3.6468,4.5164,3.8396,3/8/18,5/9/18,WS01,,,
F0357,A,1.41,0.7067,3.6395,4.3462,3.713,3/8/18,5/9/18,WS36,,,
F0358,A,1.5,0.8875,3.6427,4.5302,3.7359,3/8/18,5/9/18,WS36,,,
F0359,A,1.43,0.8337,3.61,4.4437,3.6961,3/8/18,5/9/18,WS36,,,
F0360,A,1.52,0.847,3.6272,4.4742,3.742,3/8/18,5/9/18,WS36,,,
F0361,A,1.55,0.8621,3.5246,4.3867,3.6027,3/8/18,5/9/18,WS13,,,
F0362,A,1.54,0.7993,3.6053,4.4046,3.7043,3/8/18,5/9/18,WS13,,,
F0363,A,1.47,0.81,3.6543,4.4643,3.7537,3/8/18,5/9/18,WS13,,,
F0364,A,1.46,0.8603,3.5334,4.3937,3.6434,3/8/18,5/9/18,WS13,,,
F0365,A,1.43,0.7886,3.6512,4.4398,3.7744,3/8/18,5/9/18,WS06,,,
F0366,A,1.45,0.9652,3.5485,4.5137,3.833,3/8/18,5/9/18,WS06,,,
F0367,A,1.47,0.8571,3.6566,4.5137,3.74,3/8/18,5/9/18,WS06,,,
F0368,A,1.49,0.8134,3.5334,4.3468,3.6467,3/8/18,5/9/18,WS06,,,
F0369,A,1.41,0.9273,3.5212,4.4485,3.7346,3/8/18,5/9/18,WS14,,,
F0370,A,1.52,0.7453,3.6094,4.3547,3.7377,3/8/18,5/9/18,WS14,,,
F0371,A,1.4,0.8964,3.5977,4.4941,3.7032,3/8/18,5/9/18,WS14,,,
F0372,A,1.48,0.8514,3.5454,4.3968,3.7449,3/8/18,5/9/18,WS14,,,
F0373,A,1.54,0.787,3.5467,4.3337,3.6838,3/8/18,5/9/18,WS07,,,
F0374,A,1.43,0.6838,3.6435,4.3273,3.7128,3/8/18,5/9/18,WS07,,,
F0375,A,1.57,0.8613,3.5526,4.4139,3.6807,3/8/18,5/9/18,WS07,,,
F0376,A,1.56,0.9509,3.6331,4.584,3.8823,3/8/18,5/9/18,WS07,,,
F0377,A,1.45,0.8753,3.5446,4.4199,3.6339,3/8/18,5/9/18,WS31,,,
F0378,A,1.48,0.8316,3.6609,4.4925,3.7695,3/8/18,5/9/18,WS31,,,
F0379,A,1.45,0.8405,3.5535,4.394,3.6424,3/8/18,5/9/18,WS31,,,
F0380,A,1.41,0.8293,3.68,4.5093,3.7767,3/8/18,5/9/18,WS31,,,
F0381,A,1.56,0.8447,3.6328,4.4775,3.7095,3/8/18,5/9/18,WS32,,,
F0382,A,1.48,0.766,3.6035,4.3695,3.6747,3/8/18,5/9/18,WS32,,,
F0383,A,1.46,0.9121,3.641,4.5531,3.7084,3/8/18,5/9/18,WS32,,,
F0384,A,1.44,0.8391,3.5479,4.387,3.628,3/8/18,5/9/18,WS32,,,
F0001,R,1.43,1.1916,3.5272,4.7188,3.6042,4/6/18,6/6/18,WS13,,,
F0002,R,1.42,1.1345,3.5376,4.6721,3.6028,4/6/18,6/6/18,WS13,,,
F0003,R,1.48,1.1221,3.5538,4.6759,3.6157,4/6/18,6/6/18,WS13,,,
F0004,R,1.46,0.964,3.5358,4.4998,3.6054,4/6/18,6/6/18,WS13,,,
F0005,R,1.57,1.5269,3.6366,5.1635,3.9137,4/6/18,6/6/18,WS14,,,
F0006,R,1.44,1.3069,3.526,4.8329,3.6934,4/6/18,6/6/18,WS14,,,
F0007,R,1.44,1.2628,3.5248,4.7876,3.6537,4/6/18,6/6/18,WS14,,,
F0008,R,1.49,1.2849,3.6247,4.9096,3.7666,4/6/18,6/6/18,WS14,,,
F0009,R,1.55,1.2375,3.6615,4.899,3.7371,4/6/18,6/6/18,WS27,,,
F0010,R,1.56,1.2184,3.6812,4.8996,3.7565,4/6/18,6/6/18,WS27,,,
F0011,R,1.51,1.1671,3.5413,4.7084,3.628,4/6/18,6/6/18,WS27,,,
F0012,R,1.51,1.4297,3.671,5.1007,3.8026,4/6/18,6/6/18,WS27,,,
F0013,R,1.45,0.9353,3.5268,4.4621,3.6534,4/6/18,7/5/18,WS07,QC,,COLL IN JULY
F0014,R,1.53,1.0762,3.5307,4.6069,3.5993,4/6/18,7/5/18,WS07,QC,,COLL IN JULY
F0015,R,1.5,1.0809,3.6113,4.6922,3.7553,4/6/18,7/5/18,WS07,QC,,COLL IN JULY
F0016,R,1.45,0.8323,3.5412,4.3735,3.6062,4/6/18,7/5/18,WS07,QC,,COLL IN JULY
F0017,R,1.41,1.2338,3.6172,4.851,3.7056,4/6/18,6/6/18,WS02,,,
F0018,R,1.51,1.2205,3.6716,4.8921,3.7593,4/6/18,6/6/18,WS02,,,
F0019,R,1.41,1.1648,3.6197,4.7845,3.6869,4/6/18,6/6/18,WS02,,,
F0020,R,1.44,1.0814,3.6471,4.7285,3.7239,4/6/18,6/6/18,WS02,,,
F0021,R,1.58,1.3234,3.554,4.8774,3.8142,4/6/18,6/6/18,WS01,,,
F0022,R,1.46,1.2487,3.5246,4.7733,3.6753,4/6/18,6/6/18,WS01,,,
F0023,R,1.55,1.1255,3.545,4.6705,3.6283,4/6/18,6/6/18,WS01,,,
F0024,R,1.55,1.1157,3.6665,4.7822,3.8539,4/6/18,6/6/18,WS01,,,
F0025,R,1.49,1.3706,3.6297,5.0003,3.7355,4/6/18,6/6/18,WS31,,,
F0026,R,1.56,1.3578,3.5752,4.933,3.6985,4/6/18,6/6/18,WS31,,,
F0027,R,1.45,1.3269,3.5338,4.8607,3.7042,4/6/18,6/6/18,WS31,,,
F0028,R,1.47,1.3152,3.6045,4.9197,3.7737,4/6/18,6/6/18,WS31,,,
F0029,R,1.59,1.1948,3.5356,4.7304,3.6103,4/6/18,6/6/18,WS36,,,
F0030,R,1.48,1.2227,3.6326,4.8553,3.6994,4/6/18,6/6/18,WS36,,,
F0031,R,1.56,1.2653,3.6629,4.9282,3.7572,4/6/18,6/6/18,WS36,,,
F0032,R,1.53,1.2052,3.6025,4.8077,3.6672,4/6/18,6/6/18,WS36,,,
F0033,R,1.58,1.2913,3.6432,4.9345,3.7375,4/6/18,6/6/18,WS18,,,
F0034,R,1.55,1.2919,3.6288,4.9207,3.7259,4/6/18,6/6/18,WS18,,,
F0035,R,1.47,1.1241,3.5256,4.6497,3.628,4/6/18,6/6/18,WS18,,,
F0036,R,1.42,1.1559,3.6257,4.7816,3.6977,4/6/18,6/6/18,WS18,,,
F0037,R,1.52,1.321,3.5477,4.8687,3.739,4/6/18,6/6/18,WS06,,,
F0038,R,1.51,1.2239,3.5096,4.7335,3.5951,4/6/18,6/6/18,WS06,,,
F0039,R,1.54,1.2497,3.5562,4.8059,3.6616,4/6/18,6/6/18,WS06,,,
F0040,R,1.41,1.3098,3.5466,4.8564,3.6117,4/6/18,6/6/18,WS06,,,
F0041,R,1.56,NA,NA,NA,NA,4/6/18,6/6/18,WS08,,,LOST
F0042,R,1.41,NA,NA,NA,NA,4/6/18,6/6/18,WS08,,,LOST
F0043,R,1.4,NA,NA,NA,NA,4/6/18,6/6/18,WS08,,,LOST
F0044,R,1.49,NA,NA,NA,NA,4/6/18,6/6/18,WS08,,,LOST
F0045,R,1.4,1.4555,3.6357,5.0912,3.8795,4/6/18,6/6/18,WS32,,,
F0046,R,1.44,1.1916,3.5223,4.7139,3.5865,4/6/18,6/6/18,WS32,,,
F0047,R,1.45,1.2709,3.6576,4.9285,3.7174,4/6/18,6/6/18,WS32,,,
F0048,R,1.54,1.2309,3.6229,4.8538,3.6913,4/6/18,6/6/18,WS32,,,
F0049,A,1.53,0.6523,3.5278,4.1801,3.6246,4/6/18,6/6/18,WS08,,hole,huge hole in bag
F0050,A,1.6,0.388,3.6518,4.0398,3.7031,4/6/18,6/6/18,WS08,,hole,hole
F0051,A,1.41,0.4024,3.6074,4.0098,3.6678,4/6/18,6/6/18,WS08,,,
F0052,A,1.5,NA,NA,NA,NA,4/6/18,6/6/18,WS08,,,??
F0053,A,1.48,0.7938,3.5119,4.3057,3.6098,4/6/18,6/6/18,WS13,,,
F0054,A,1.53,0.8275,3.6218,4.4493,3.706,4/6/18,6/6/18,WS13,,,
F0055,A,1.5,0.821,3.6128,4.4338,3.6978,4/6/18,6/6/18,WS13,,,
F0056,A,1.56,0.7657,3.6054,4.3711,3.6943,4/6/18,6/6/18,WS13,,,
F0057,A,1.54,0.801,3.5448,4.3458,3.6381,4/6/18,6/6/18,WS06,,,
F0058,A,1.58,1.0132,3.543,4.5562,3.7942,4/6/18,6/6/18,WS06,,,
F0059,A,1.55,0.8397,3.5289,4.3686,3.633,4/6/18,6/6/18,WS06,,,
F0060,A,1.42,0.5512,3.6188,4.17,3.6852,4/6/18,6/6/18,WS06,,,
F0061,A,1.49,0.7932,3.6647,4.4579,3.767,4/6/18,6/6/18,WS14,,,
F0062,A,1.54,0.7501,3.6592,4.4093,3.7362,4/6/18,6/6/18,WS14,,,
F0063,A,1.52,0.8374,3.6306,4.468,3.7374,4/6/18,6/6/18,WS14,,,
F0064,A,1.45,0.7538,3.6662,4.42,3.7471,4/6/18,6/6/18,WS14,,,
F0065,A,1.46,0.6865,3.6195,4.306,3.6875,4/6/18,6/6/18,WS18,,,
F0066,A,1.54,0.7205,3.5334,4.2539,3.5996,4/6/18,6/6/18,WS18,,,
F0067,A,1.49,0.8831,3.6091,4.4922,3.8221,4/6/18,6/6/18,WS18,,,
F0068,A,1.52,0.9271,3.6278,4.5549,3.8356,4/6/18,6/6/18,WS18,,,
F0069,A,1.49,0.7928,3.5376,4.3304,3.6346,4/6/18,6/6/18,WS27,,,
F0070,A,1.55,0.8768,3.6189,4.4957,3.6969,4/6/18,6/6/18,WS27,,,
F0071,A,1.57,0.7932,3.5017,4.2949,3.5727,4/6/18,6/6/18,WS27,,,
F0072,A,1.49,0.7038,3.6244,4.3282,3.6877,4/6/18,6/6/18,WS27,,,
F0073,A,1.48,0.6678,3.6577,4.3255,3.7325,4/6/18,6/6/18,WS02,,,
F0074,A,1.41,0.6723,3.5544,4.2267,3.6319,4/6/18,6/6/18,WS02,,,
F0075,A,1.47,0.8358,3.539,4.3748,3.7516,4/6/18,6/6/18,WS02,,,
F0076,A,1.51,0.797,3.6476,4.4446,3.744,4/6/18,6/6/18,WS02,,,
F0077,A,1.51,0.8493,3.6473,4.4966,3.8772,4/6/18,6/6/18,WS07,,,
F0078,A,1.5,0.7316,3.6107,4.3423,3.7303,4/6/18,6/6/18,WS07,,,
F0079,A,1.56,0.8707,3.643,4.5137,3.7932,4/6/18,6/6/18,WS07,,,
F0080,A,1.55,1.0357,3.5488,4.5845,3.9977,4/6/18,6/6/18,WS07,,,
F0081,A,1.49,0.7701,3.6128,4.3829,3.6893,4/6/18,6/6/18,WS31,,,
F0082,A,1.53,0.8314,3.6416,4.473,3.7452,4/6/18,6/6/18,WS31,,,
F0083,A,1.51,0.852,3.5537,4.4057,3.6232,4/6/18,6/6/18,WS31,,,
F0084,A,1.5,0.8134,3.5114,4.3248,3.5982,4/6/18,6/6/18,WS31,,,
F0085,A,1.58,0.8063,3.5554,4.3617,3.6508,4/6/18,6/6/18,WS36,,,
F0086,A,1.53,0.8378,3.5259,4.3637,3.6333,4/6/18,6/6/18,WS36,,,
F0087,A,1.47,0.7043,3.5499,4.2542,3.6193,4/6/18,6/6/18,WS36,,,
F0088,A,1.45,0.3778,3.5369,3.9147,3.5829,4/6/18,6/6/18,WS36,,,
F0089,A,1.41,0.8736,3.6287,4.5023,3.9716,4/6/18,6/6/18,WS01,,,
F0090,A,1.48,1.3693,3.5649,4.9342,4.2412,4/6/18,6/6/18,WS01,,,
F0091,A,1.51,0.8544,3.5551,4.4095,3.7974,4/6/18,6/6/18,WS01,,,
F0092,A,1.44,0.5766,3.6404,4.217,3.7353,4/6/18,6/6/18,WS01,,,
F0093,A,1.51,0.8216,3.6254,4.447,3.7047,4/6/18,6/6/18,WS32,,,
F0094,A,1.54,1.3085,3.5271,4.8356,3.9377,4/6/18,6/6/18,WS32,,,
F0095,A,1.56,0.8798,3.529,4.4088,3.6191,4/6/18,6/6/18,WS32,,,
F0096,A,1.45,0.8541,3.5311,4.3852,3.6619,4/6/18,6/6/18,WS32,,,
F0097,R,1.56,1.3688,3.6297,4.9985,3.7207,5/9/18,7/5/18,WS31,,,
F0098,R,1.53,1.2929,3.541,4.8339,3.6188,5/9/18,7/5/18,WS31,,,
F0099,R,1.4,1.2154,3.634,4.8494,3.7063,5/9/18,7/5/18,WS31,,,
F0100,R,1.44,1.2349,3.5249,4.7598,3.5957,5/9/18,7/5/18,WS31,,,
F0101,R,1.56,1.2728,3.5356,4.8084,3.6116,5/9/18,7/5/18,WS06,,,
F0102,R,1.42,1.2594,3.6687,4.9281,3.8332,5/9/18,7/5/18,WS06,,,
F0103,R,1.53,1.17,3.5326,4.7026,3.6064,5/9/18,7/5/18,WS06,,,
F0104,R,1.48,1.286,3.6707,4.9567,3.7744,5/9/18,7/5/18,WS06,,,
F0105,R,1.55,1.1518,3.6251,4.7769,3.7127,5/9/18,7/5/18,WS13,,,
F0106,R,1.47,1.2396,3.6465,4.8861,3.7114,5/9/18,7/5/18,WS13,,,
F0107,R,1.43,1.2372,3.5317,4.7689,3.6016,5/9/18,7/5/18,WS13,,,
F0108,R,1.52,1.1427,3.5323,4.675,3.6061,5/9/18,7/5/18,WS13,,,
F0109,R,1.57,1.3125,3.5346,4.8471,3.6701,5/9/18,7/5/18,WS01,,,
F0110,R,1.55,1.3095,3.607,4.9165,3.7457,5/9/18,7/5/18,WS01,,,
