bag_ID,rhodo_acer,DM_start_g,DM_end_g,tin_g,tin_DM_g,tin_ash_g,date_dep,date_coll,stream,QC,hole,Notes
C0318,R,5.09,3.5,3.6647,5.1632,3.7716,7/10/19,8/30/19,WS37,,,
C0319,R,5.09,3.8,3.5282,4.8442,3.6089,7/10/19,8/30/19,WS37,,,
C0320,R,5,3.24,3.5188,4.7911,3.5983,7/10/19,8/30/19,WS37,,,
C0321,R,4.95,2.58,3.6244,5.9733,3.7977,7/10/19,8/30/19,WS34,,,
C0322,R,5.04,1.91,3.5377,5.3781,3.7063,7/10/19,8/30/19,WS34,,,
C0323,R,4.94,2.87,3.6414,5.2277,3.7541,7/10/19,8/30/19,WS34,,,
C0324,R,4.9,2.72,3.5341,5.2763,3.6708,7/10/19,8/30/19,WS34,,,
C0325,R,4.91,3.22,3.649,4.9691,3.7329,7/10/19,8/30/19,LCCR,,,
C0326,R,4.92,3.33,3.5534,6.6083,3.7656,7/10/19,8/30/19,LCCR,,,
C0327,R,4.9,2.66,3.6874,6.3517,3.9152,7/10/19,8/30/19,LCCR,,,
C0328,R,5,2.88,3.6563,6.5447,3.9174,7/10/19,8/30/19,LCCR,,,
C0337,A,4.99,1.12,3.6452,4.7809,3.84,7/10/19,8/30/19,WS55,,,
C0338,A,4.92,0.88,3.5329,4.4197,3.6503,7/10/19,8/30/19,WS55,,,
C0339,A,4.96,0.78,3.6599,4.4606,3.7368,7/10/19,8/30/19,WS55,,,
C0340,A,4.97,0.22,3.5347,3.739,3.5549,7/10/19,8/30/19,WS55,,,
C0341,A,5.04,0.11,3.5175,3.6415,3.5336,7/10/19,8/30/19,WS09,,,
C0342,A,4.99,0.06,3.6314,3.7077,3.6401,7/10/19,8/30/19,WS09,,,
C0343,A,5.06,0.15,3.5352,3.6916,3.5545,7/10/19,8/30/19,WS09,,,
C0344,A,4.99,0.0347,3.5266,3.5613,3.5311,7/10/19,8/30/19,WS09,,,
C0345,A,5.01,1.47,3.5269,5.0367,3.68,7/10/19,8/30/19,TOWR,,,
C0346,A,4.94,0.98,3.6187,4.5994,3.7273,7/10/19,8/30/19,TOWR,,,
C0347,A,5,1.5,3.6587,5.1715,3.7935,7/10/19,8/30/19,TOWR,,,
C0348,A,4.9,0.87,3.5228,4.3935,3.6207,7/10/19,8/30/19,TOWR,,,
C0349,A,5.09,0.15,3.6064,3.7696,3.6266,7/10/19,8/30/19,HNCR,,,
C0350,A,4.96,0.35,3.635,3.9798,3.6878,7/10/19,8/30/19,HNCR,,,
C0351,A,5.1,0.6,3.5406,4.1461,3.6212,7/10/19,8/30/19,HNCR,,,
C0352,A,4.96,2.21,3.6255,5.8394,3.8606,7/10/19,8/30/19,HNCR,,,
C0353,A,4.96,0.62,3.6562,4.2853,3.7238,7/10/19,8/30/19,WS17,,,
C0354,A,4.91,0.8,3.6662,4.5002,3.7845,7/10/19,8/30/19,WS17,,,
C0355,A,4.96,1.18,3.5262,4.7331,3.7425,7/10/19,8/30/19,WS17,,,
C0356,A,4.92,0.77,3.676,4.4671,3.7948,7/10/19,8/30/19,WS17,,,
C0357,A,5.03,0.1,3.5426,3.6456,3.5619,7/10/19,8/30/19,CWCR,,,
C0358,A,5.08,0.35,3.6135,3.9527,3.6721,7/10/19,8/30/19,CWCR,,,
C0359,A,5.02,0.85,3.657,4.5069,3.8063,7/10/19,8/30/19,CWCR,,,
C0360,A,5.01,0.87,3.5974,4.4683,3.7185,7/10/19,8/30/19,CWCR,,,
C0361,A,5.04,0.35,3.5296,3.8842,3.5855,7/10/19,8/30/19,WS34,,,
C0362,A,5.09,0.1,3.5331,3.6319,3.5632,7/10/19,8/30/19,WS34,,,
C0363,A,5.07,0.36,3.5475,3.9052,3.5946,7/10/19,8/30/19,WS34,,,
C0364,A,4.95,0.09,3.5542,3.6358,3.5702,7/10/19,8/30/19,WS34,,,
C0365,A,4.91,0.59,3.5612,4.0582,3.6166,7/10/19,8/30/19,LCCR,,,
C0366,A,4.98,0.83,3.6116,4.4182,3.7224,7/10/19,8/30/19,LCCR,,,
C0367,A,5.05,0.4,3.5214,3.9129,3.5664,7/10/19,8/30/19,LCCR,,,
C0368,A,4.95,0.95,3.6513,4.5803,3.7723,7/10/19,8/30/19,LCCR,,,
C0369,A,5.04,1.01,3.6461,4.6546,3.7769,7/10/19,8/30/19,USHF,,,
C0370,A,4.96,2.22,3.6505,4.9728,3.795,7/10/19,8/30/19,USHF,,,
C0371,A,5.04,1.64,3.5421,4.9655,3.6912,7/10/19,8/30/19,USHF,,,
C0372,A,4.92,0.14,3.6686,3.8037,NA,7/10/19,8/30/19,USHF,,,
C0373,A,5,1.9,3.5376,4.6842,3.6499,7/10/19,8/30/19,WS37,,,
C0374,A,4.97,1.55,3.541,4.8531,3.6815,7/10/19,8/30/19,WS37,,,
C0375,A,5.05,0.86,3.6419,4.4923,3.7558,7/10/19,8/30/19,WS37,,,
C0376,A,5.08,0.81,3.6581,4.41,3.7321,7/10/19,8/30/19,WS37,,,
