sample type,analyte,sample.day,sample.month,sample.year,sample.date,stream,stream.location,original.concentration.ugL,analysis.lab,convert.concentration.ugl
nutrients,SRP,19,9,2018,9/19/18,ws55,flume,5.13,CAIS,5.13
nutrients,SRP,19,9,2018,9/19/18,towr,upstream,2.61,CAIS,2.61
nutrients,SRP,19,9,2018,9/19/18,towr,flume,4.02,CAIS,4.02
nutrients,NH4,3,10,2018,10/3/18,towr,upstream,0,CAIS,0
nutrients,NH4,3,10,2018,10/3/18,towr,flume,0,CAIS,0
nutrients,NH4,3,10,2018,10/3/18,ws55,seep,0,CAIS,0
nutrients,NH4,3,10,2018,10/3/18,ws55,flume,4.19,CAIS,4.19
nutrients,NH4,3,10,2018,10/3/18,towr,seep,1.08,CAIS,1.08
nutrients,NO3,3,10,2018,10/3/18,towr,upstream,3.9,CAIS,3.9
nutrients,NO3,3,10,2018,10/3/18,towr,flume,4.47,CAIS,4.47
nutrients,NO3,3,10,2018,10/3/18,ws55,seep,0.68,CAIS,0.68
nutrients,NO3,3,10,2018,10/3/18,ws55,flume,11.83,CAIS,11.83
nutrients,NO3,3,10,2018,10/3/18,towr,seep,1.86,CAIS,1.86
nutrients,SRP,3,10,2018,10/3/18,towr,upstream,2.25,CAIS,2.25
nutrients,SRP,3,10,2018,10/3/18,towr,flume,2.04,CAIS,2.04
nutrients,SRP,3,10,2018,10/3/18,ws55,seep,2.3,CAIS,2.3
nutrients,SRP,3,10,2018,10/3/18,ws55,flume,3.4,CAIS,3.4
nutrients,SRP,3,10,2018,10/3/18,towr,seep,4.85,CAIS,4.85
nutrients,TN,3,10,2018,10/3/18,towr,upstream,50.4,CAIS,50.4
nutrients,TN,3,10,2018,10/3/18,towr,flume,66,CAIS,66
nutrients,TN,3,10,2018,10/3/18,ws55,seep,45.6,CAIS,45.6
nutrients,TN,3,10,2018,10/3/18,ws55,flume,84,CAIS,84
nutrients,TN,3,10,2018,10/3/18,towr,seep,81.6,CAIS,81.6
nutrients,TP,3,10,2018,10/3/18,towr,upstream,13.35,CAIS,13.35
nutrients,TP,3,10,2018,10/3/18,towr,flume,10.31,CAIS,10.31
nutrients,TP,3,10,2018,10/3/18,ws55,seep,11.88,CAIS,11.88
nutrients,TP,3,10,2018,10/3/18,ws55,flume,14.11,CAIS,14.11
nutrients,TP,3,10,2018,10/3/18,towr,seep,11.59,CAIS,11.59
nutrients,NH4,22,10,2018,10/22/18,ws55,seep,0.22,CAIS,0.22
nutrients,NH4,22,10,2018,10/22/18,towr,flume,1.99,CAIS,1.99
nutrients,NH4,22,10,2018,10/22/18,towr,upstream,2.44,CAIS,2.44
nutrients,NH4,22,10,2018,10/22/18,ws55,flume,0.51,CAIS,0.51
nutrients,NH4,22,10,2018,10/22/18,towr,seep,0.32,CAIS,0.32
nutrients,NO3,22,10,2018,10/22/18,ws55,seep,2.03,CAIS,2.03
nutrients,NO3,22,10,2018,10/22/18,towr,flume,2.58,CAIS,2.58
nutrients,NO3,22,10,2018,10/22/18,towr,upstream,8,CAIS,8
nutrients,NO3,22,10,2018,10/22/18,ws55,flume,7.13,CAIS,7.13
nutrients,NO3,22,10,2018,10/22/18,towr,seep,3.52,CAIS,3.52
nutrients,SRP,22,10,2018,10/22/18,ws55,seep,3.24,CAIS,3.24
nutrients,SRP,22,10,2018,10/22/18,towr,flume,2.48,CAIS,2.48
nutrients,SRP,22,10,2018,10/22/18,towr,upstream,1.84,CAIS,1.84
nutrients,SRP,22,10,2018,10/22/18,ws55,flume,1.57,CAIS,1.57
nutrients,SRP,22,10,2018,10/22/18,towr,seep,1.49,CAIS,1.49
nutrients,NH4,7,11,2018,11/7/18,towr,seep,3.17,CAIS,3.17
nutrients,NH4,7,11,2018,11/7/18,towr,flume,1.41,CAIS,1.41
nutrients,NH4,7,11,2018,11/7/18,ws55,seep,2.39,CAIS,2.39
nutrients,NH4,7,11,2018,11/7/18,towr,upstream,0,CAIS,0
nutrients,NH4,7,11,2018,11/7/18,ws55,flume,3.38,CAIS,3.38
nutrients,NO3,7,11,2018,11/7/18,towr,seep,0.21,CAIS,0.21
nutrients,NO3,7,11,2018,11/7/18,towr,flume,0.38,CAIS,0.38
nutrients,NO3,7,11,2018,11/7/18,ws55,seep,0.21,CAIS,0.21
nutrients,NO3,7,11,2018,11/7/18,towr,upstream,1.35,CAIS,1.35
nutrients,NO3,7,11,2018,11/7/18,ws55,flume,0.23,CAIS,0.23
nutrients,SRP,7,11,2018,11/7/18,towr,seep,2.3,CAIS,2.3
nutrients,SRP,7,11,2018,11/7/18,towr,flume,3.35,CAIS,3.35
nutrients,SRP,7,11,2018,11/7/18,ws55,seep,3.34,CAIS,3.34
nutrients,SRP,7,11,2018,11/7/18,towr,upstream,2.3,CAIS,2.3
nutrients,SRP,7,11,2018,11/7/18,ws55,flume,3.64,CAIS,3.64
nutrients,TN,7,11,2018,11/7/18,towr,seep,49.2,CAIS,49.2
nutrients,TN,7,11,2018,11/7/18,towr,flume,60,CAIS,60
nutrients,TN,7,11,2018,11/7/18,ws55,seep,36,CAIS,36
nutrients,TN,7,11,2018,11/7/18,towr,upstream,66,CAIS,66
nutrients,TN,7,11,2018,11/7/18,ws55,flume,62.4,CAIS,62.4
nutrients,TP,7,11,2018,11/7/18,towr,seep,7.45,CAIS,7.45
nutrients,TP,7,11,2018,11/7/18,towr,flume,10.32,CAIS,10.32
nutrients,TP,7,11,2018,11/7/18,ws55,seep,9.78,CAIS,9.78
nutrients,TP,7,11,2018,11/7/18,towr,upstream,7.63,CAIS,7.63
nutrients,TP,7,11,2018,11/7/18,ws55,flume,7.77,CAIS,7.77
nutrients,NH4,20,11,2018,11/20/18,towr,flume,0,CAIS,0
nutrients,NH4,20,11,2018,11/20/18,towr,seep,0,CAIS,0
nutrients,NH4,20,11,2018,11/20/18,towr,upstream,0,CAIS,0
nutrients,NH4,20,11,2018,11/20/18,ws55,seep,0,CAIS,0
nutrients,NH4,20,11,2018,11/20/18,ws55,flume,0,CAIS,0
nutrients,NO3,20,11,2018,11/20/18,towr,flume,0,CAIS,0
nutrients,NO3,20,11,2018,11/20/18,towr,seep,0,CAIS,0
nutrients,NO3,20,11,2018,11/20/18,towr,upstream,0,CAIS,0
nutrients,NO3,20,11,2018,11/20/18,ws55,seep,0,CAIS,0
nutrients,NO3,20,11,2018,11/20/18,ws55,flume,1.23,CAIS,1.23
nutrients,SRP,20,11,2018,11/20/18,towr,flume,3.25,CAIS,3.25
nutrients,SRP,20,11,2018,11/20/18,towr,seep,3.96,CAIS,3.96
nutrients,SRP,20,11,2018,11/20/18,towr,upstream,4.38,CAIS,4.38
nutrients,SRP,20,11,2018,11/20/18,ws55,seep,2.72,CAIS,2.72
nutrients,SRP,20,11,2018,11/20/18,ws55,flume,2.73,CAIS,2.73
nutrients,TP,3,12,2018,12/3/18,warm,flume,7.1,CAIS,7.1
nutrients,TP,3,12,2018,12/3/18,ref,seep,5.62,CAIS,5.62
nutrients,TP,3,12,2018,12/3/18,warm,seep,7.96,CAIS,7.96
nutrients,TP,3,12,2018,12/3/18,ref,flume,8.41,CAIS,8.41
nutrients,TP,3,12,2018,12/3/18,warm,upstream,8.8,CAIS,8.8
nutrients,TN,3,12,2018,12/3/18,warm,flume,63.76,CAIS,63.76
nutrients,TN,3,12,2018,12/3/18,ref,seep,43.08,CAIS,43.08
nutrients,TN,3,12,2018,12/3/18,warm,seep,62.43,CAIS,62.43
nutrients,TN,3,12,2018,12/3/18,ref,flume,54.28,CAIS,54.28
nutrients,TN,3,12,2018,12/3/18,warm,upstream,63.58,CAIS,63.58
nutrients,SRP,3,12,2018,12/3/18,warm,flume,0.07,CAIS,0.07
nutrients,SRP,3,12,2018,12/3/18,ref,seep,1.44,CAIS,1.44
nutrients,SRP,3,12,2018,12/3/18,warm,seep,0,CAIS,0
nutrients,SRP,3,12,2018,12/3/18,ref,flume,2.88,CAIS,2.88
nutrients,SRP,3,12,2018,12/3/18,warm,upstream,1.87,CAIS,1.87
nutrients,NO3,3,12,2018,12/3/18,warm,flume,0.25,CAIS,0.25
nutrients,NO3,3,12,2018,12/3/18,ref,seep,3.98,CAIS,3.98
nutrients,NO3,3,12,2018,12/3/18,warm,seep,3.25,CAIS,3.25
nutrients,NO3,3,12,2018,12/3/18,ref,flume,0,CAIS,0
nutrients,NO3,3,12,2018,12/3/18,warm,upstream,0.77,CAIS,0.77
nutrients,NH4,3,12,2018,12/3/18,warm,flume,0.05,CAIS,0.05
nutrients,NH4,3,12,2018,12/3/18,ref,seep,0,CAIS,0
nutrients,NH4,3,12,2018,12/3/18,warm,seep,1.91,CAIS,1.91
nutrients,NH4,3,12,2018,12/3/18,ref,flume,2.58,CAIS,2.58
nutrients,NH4,3,12,2018,12/3/18,warm,upstream,4.11,CAIS,4.11
nutrients,SRP,18,12,2018,12/18/18,warm,flume,1.66,CAIS,1.66
nutrients,SRP,18,12,2018,12/18/18,warm,seep,3.53,CAIS,3.53
nutrients,SRP,18,12,2018,12/18/18,ref,flume,2,CAIS,2
nutrients,SRP,18,12,2018,12/18/18,warm,upstream,4.03,CAIS,4.03
nutrients,SRP,18,12,2018,12/18/18,ref,seep,4.1,CAIS,4.1
nutrients,NO3,18,12,2018,12/18/18,warm,flume,0,CAIS,0
nutrients,NO3,18,12,2018,12/18/18,warm,seep,0.81,CAIS,0.81
nutrients,NO3,18,12,2018,12/18/18,ref,flume,0,CAIS,0
nutrients,NO3,18,12,2018,12/18/18,warm,upstream,0,CAIS,0
nutrients,NO3,18,12,2018,12/18/18,ref,seep,0,CAIS,0
nutrients,NH4,18,12,2018,12/18/18,warm,flume,3.66,CAIS,3.66
nutrients,NH4,18,12,2018,12/18/18,warm,seep,6.03,CAIS,6.03
nutrients,NH4,18,12,2018,12/18/18,ref,flume,3.85,CAIS,3.85
nutrients,NH4,18,12,2018,12/18/18,warm,upstream,0,CAIS,0
nutrients,NH4,18,12,2018,12/18/18,ref,seep,0.98,CAIS,0.98
nutrients,TP,2,1,2019,1/2/19,ref,flume,6.07,CAIS,6.07
nutrients,TP,2,1,2019,1/2/19,ref,seep,4.08,CAIS,4.08
nutrients,TP,2,1,2019,1/2/19,warm,seep,53.74,CAIS,53.74
nutrients,TP,2,1,2019,1/2/19,warm,flume,7.83,CAIS,7.83
nutrients,TP,2,1,2019,1/2/19,warm,upstream,43.44,CAIS,43.44
nutrients,TN,2,1,2019,1/2/19,ref,flume,58.81,CAIS,58.81
nutrients,TN,2,1,2019,1/2/19,ref,seep,53.73,CAIS,53.73
nutrients,TN,2,1,2019,1/2/19,warm,seep,55.46,CAIS,55.46
nutrients,TN,2,1,2019,1/2/19,warm,flume,65.05,CAIS,65.05
nutrients,TN,2,1,2019,1/2/19,warm,upstream,59.77,CAIS,59.77
nutrients,SRP,2,1,2019,1/2/19,ref,flume,2.16,CAIS,2.16
nutrients,SRP,2,1,2019,1/2/19,ref,seep,1.7,CAIS,1.7
nutrients,SRP,2,1,2019,1/2/19,warm,seep,1.05,CAIS,1.05
nutrients,SRP,2,1,2019,1/2/19,warm,flume,0.71,CAIS,0.71
nutrients,SRP,2,1,2019,1/2/19,warm,upstream,1.57,CAIS,1.57
nutrients,NO3,2,1,2019,1/2/19,ref,flume,1.05,CAIS,1.05
nutrients,NO3,2,1,2019,1/2/19,ref,seep,0.67,CAIS,0.67
nutrients,NO3,2,1,2019,1/2/19,warm,seep,3.09,CAIS,3.09
nutrients,NO3,2,1,2019,1/2/19,warm,flume,6.26,CAIS,6.26
nutrients,NO3,2,1,2019,1/2/19,warm,upstream,3.64,CAIS,3.64
nutrients,NH4,2,1,2019,1/2/19,ref,flume,2.44,CAIS,2.44
nutrients,NH4,2,1,2019,1/2/19,ref,seep,2.36,CAIS,2.36
nutrients,NH4,2,1,2019,1/2/19,warm,seep,4.59,CAIS,4.59
nutrients,NH4,2,1,2019,1/2/19,warm,flume,2.27,CAIS,2.27
nutrients,NH4,2,1,2019,1/2/19,warm,upstream,6.57,CAIS,6.57
nutrients,SRP,15,1,2019,1/15/19,warm,seep,16.91,CAIS,16.91
nutrients,SRP,15,1,2019,1/15/19,warm,flume,2.73,CAIS,2.73
nutrients,SRP,15,1,2019,1/15/19,ref,seep,3.84,CAIS,3.84
nutrients,SRP,15,1,2019,1/15/19,ref,flume,4.16,CAIS,4.16
nutrients,SRP,15,1,2019,1/15/19,warm,upstream,5.43,CAIS,5.43
nutrients,NO3,15,1,2019,1/15/19,warm,seep,1.3,CAIS,1.3
nutrients,NO3,15,1,2019,1/15/19,warm,flume,1.14,CAIS,1.14
nutrients,NO3,15,1,2019,1/15/19,ref,seep,0,CAIS,0
nutrients,NO3,15,1,2019,1/15/19,ref,flume,1.86,CAIS,1.86
nutrients,NO3,15,1,2019,1/15/19,warm,upstream,0,CAIS,0
nutrients,NH4,15,1,2019,1/15/19,warm,seep,0,CAIS,0
nutrients,NH4,15,1,2019,1/15/19,warm,flume,1.06,CAIS,1.06
nutrients,NH4,15,1,2019,1/15/19,ref,seep,0.56,CAIS,0.56
nutrients,NH4,15,1,2019,1/15/19,ref,flume,7.51,CAIS,7.51
nutrients,NH4,15,1,2019,1/15/19,warm,upstream,1.71,CAIS,1.71
nutrients,TP,1,2,2019,2/1/19,ref,flume,14.88,CAIS,14.88
nutrients,TP,1,2,2019,2/1/19,warm,flume,11.07,CAIS,11.07
nutrients,TP,1,2,2019,2/1/19,warm,upstream,8.18,CAIS,8.18
nutrients,TP,1,2,2019,2/1/19,ref,seep,10.86,CAIS,10.86
nutrients,TP,1,2,2019,2/1/19,warm,seep,8.29,CAIS,8.29
nutrients,TN,1,2,2019,2/1/19,ref,flume,50.11,CAIS,50.11
nutrients,TN,1,2,2019,2/1/19,warm,flume,59.85,CAIS,59.85
nutrients,TN,1,2,2019,2/1/19,warm,upstream,108.04,CAIS,108.04
nutrients,TN,1,2,2019,2/1/19,ref,seep,46.21,CAIS,46.21
nutrients,TN,1,2,2019,2/1/19,warm,seep,55.3,CAIS,55.3
nutrients,SRP,1,2,2019,2/1/19,ref,flume,0.61,CAIS,0.61
nutrients,SRP,1,2,2019,2/1/19,warm,flume,0,CAIS,0
nutrients,SRP,1,2,2019,2/1/19,warm,upstream,0,CAIS,0
nutrients,SRP,1,2,2019,2/1/19,ref,seep,0,CAIS,0
nutrients,SRP,1,2,2019,2/1/19,warm,seep,0,CAIS,0
nutrients,NO3,1,2,2019,2/1/19,ref,flume,1.02,CAIS,1.02
nutrients,NO3,1,2,2019,2/1/19,warm,flume,4.24,CAIS,4.24
nutrients,NO3,1,2,2019,2/1/19,warm,upstream,3.37,CAIS,3.37
nutrients,NO3,1,2,2019,2/1/19,ref,seep,0,CAIS,0
nutrients,NO3,1,2,2019,2/1/19,warm,seep,4.02,CAIS,4.02
nutrients,NH4,1,2,2019,2/1/19,ref,flume,1.63,CAIS,1.63
nutrients,NH4,1,2,2019,2/1/19,warm,flume,4.76,CAIS,4.76
nutrients,NH4,1,2,2019,2/1/19,warm,upstream,0,CAIS,0
nutrients,NH4,1,2,2019,2/1/19,ref,seep,4.39,CAIS,4.39
nutrients,NH4,1,2,2019,2/1/19,warm,seep,2.02,CAIS,2.02
nutrients,SRP,19,2,2019,2/19/19,warm,seep,4.7,CAIS,4.7
nutrients,SRP,19,2,2019,2/19/19,ref,seep,2.05,CAIS,2.05
nutrients,SRP,19,2,2019,2/19/19,ref,flume,2.57,CAIS,2.57
nutrients,SRP,19,2,2019,2/19/19,warm,flume,59.45,CAIS,59.45
nutrients,SRP,19,2,2019,2/19/19,warm,upstream,4.21,CAIS,4.21
nutrients,NO3,19,2,2019,2/19/19,warm,seep,4.32,CAIS,4.32
nutrients,NO3,19,2,2019,2/19/19,ref,seep,0.83,CAIS,0.83
nutrients,NO3,19,2,2019,2/19/19,ref,flume,1.22,CAIS,1.22
nutrients,NO3,19,2,2019,2/19/19,warm,flume,3.59,CAIS,3.59
nutrients,NO3,19,2,2019,2/19/19,warm,upstream,0.4,CAIS,0.4
nutrients,NH4,19,2,2019,2/19/19,warm,seep,0,CAIS,0
nutrients,NH4,19,2,2019,2/19/19,ref,seep,0,CAIS,0
nutrients,NH4,19,2,2019,2/19/19,ref,flume,2.02,CAIS,2.02
nutrients,NH4,19,2,2019,2/19/19,warm,flume,9.15,CAIS,9.15
nutrients,NH4,19,2,2019,2/19/19,warm,upstream,8.16,CAIS,8.16
nutrients,TP,5,3,2019,3/5/19,warm,upstream,6.77,CAIS,6.77
nutrients,TP,5,3,2019,3/5/19,ref,flume,9.97,CAIS,9.97
nutrients,TP,5,3,2019,3/5/19,warm,flume,9.15,CAIS,9.15
nutrients,TP,5,3,2019,3/5/19,ref,seep,26.97,CAIS,26.97
nutrients,TP,5,3,2019,3/5/19,warm,seep,13.09,CAIS,13.09
nutrients,TN,5,3,2019,3/5/19,warm,upstream,52.28,CAIS,52.28
nutrients,TN,5,3,2019,3/5/19,ref,flume,61.39,CAIS,61.39
nutrients,TN,5,3,2019,3/5/19,warm,flume,56.61,CAIS,56.61
nutrients,TN,5,3,2019,3/5/19,ref,seep,39.98,CAIS,39.98
nutrients,TN,5,3,2019,3/5/19,warm,seep,56.36,CAIS,56.36
nutrients,SRP,5,3,2019,3/5/19,warm,upstream,2.03,CAIS,2.03
nutrients,SRP,5,3,2019,3/5/19,ref,flume,0.51,CAIS,0.51
nutrients,SRP,5,3,2019,3/5/19,warm,flume,0.74,CAIS,0.74
nutrients,SRP,5,3,2019,3/5/19,ref,seep,0.87,CAIS,0.87
nutrients,SRP,5,3,2019,3/5/19,warm,seep,1.79,CAIS,1.79
nutrients,NO3,5,3,2019,3/5/19,warm,upstream,4.01,CAIS,4.01
nutrients,NO3,5,3,2019,3/5/19,ref,flume,1.2,CAIS,1.2
nutrients,NO3,5,3,2019,3/5/19,warm,flume,3.53,CAIS,3.53
nutrients,NO3,5,3,2019,3/5/19,ref,seep,0,CAIS,0
nutrients,NO3,5,3,2019,3/5/19,warm,seep,2.09,CAIS,2.09
nutrients,NH4,5,3,2019,3/5/19,warm,upstream,2.89,CAIS,2.89
nutrients,NH4,5,3,2019,3/5/19,ref,flume,6.46,CAIS,6.46
nutrients,NH4,5,3,2019,3/5/19,warm,flume,3.88,CAIS,3.88
nutrients,NH4,5,3,2019,3/5/19,ref,seep,7.16,CAIS,7.16
nutrients,NH4,5,3,2019,3/5/19,warm,seep,6.63,CAIS,6.63
nutrients,SRP,18,3,2019,3/18/19,ref,flume,1.95,CAIS,1.95
nutrients,SRP,18,3,2019,3/18/19,ref,seep,1.54,CAIS,1.54
nutrients,SRP,18,3,2019,3/18/19,warm,flume,0.24,CAIS,0.24
nutrients,SRP,18,3,2019,3/18/19,warm,seep,1.67,CAIS,1.67
nutrients,SRP,18,3,2019,3/18/19,warm,upstream,2.72,CAIS,2.72
nutrients,NO3,18,3,2019,3/18/19,ref,flume,1.57,CAIS,1.57
nutrients,NO3,18,3,2019,3/18/19,ref,seep,1,CAIS,1
nutrients,NO3,18,3,2019,3/18/19,warm,flume,6.75,CAIS,6.75
nutrients,NO3,18,3,2019,3/18/19,warm,seep,0,CAIS,0
nutrients,NO3,18,3,2019,3/18/19,warm,upstream,1.08,CAIS,1.08
nutrients,NH4,18,3,2019,3/18/19,ref,flume,3.68,CAIS,3.68
nutrients,NH4,18,3,2019,3/18/19,ref,seep,4.81,CAIS,4.81
nutrients,NH4,18,3,2019,3/18/19,warm,flume,2.89,CAIS,2.89
nutrients,NH4,18,3,2019,3/18/19,warm,seep,6.37,CAIS,6.37
nutrients,NH4,18,3,2019,3/18/19,warm,upstream,6.51,CAIS,6.51
nutrients,TN,10,4,2019,4/10/19,ws55,seep,287.6,CAIS,287.6
nutrients,TN,10,4,2019,4/10/19,towr,flume,98.71,CAIS,98.71
nutrients,TN,10,4,2019,4/10/19,ws55,flume,317.08,CAIS,317.08
nutrients,TN,10,4,2019,4/10/19,towr,seep,793.1,CAIS,793.1
nutrients,TN,10,4,2019,4/10/19,towr,upstream,121.58,CAIS,121.58
nutrients,TP,10,4,2019,4/10/19,ws55,seep,31.33,CAIS,31.33
nutrients,TP,10,4,2019,4/10/19,towr,flume,13.5,CAIS,13.5
nutrients,TP,10,4,2019,4/10/19,ws55,flume,9.29,CAIS,9.29
nutrients,TP,10,4,2019,4/10/19,towr,seep,41.63,CAIS,41.63
nutrients,TP,10,4,2019,4/10/19,towr,upstream,11.19,CAIS,11.19
nutrients,NO3,10,4,2019,4/10/19,ws55,seep,0,CAIS,0
nutrients,NO3,10,4,2019,4/10/19,towr,flume,0,CAIS,0
nutrients,NO3,10,4,2019,4/10/19,ws55,flume,16.05,CAIS,16.05
nutrients,NO3,10,4,2019,4/10/19,towr,seep,59.09,CAIS,59.09
nutrients,NO3,10,4,2019,4/10/19,towr,upstream,0,CAIS,0
nutrients,NH4,10,4,2019,4/10/19,ws55,seep,2.89,CAIS,2.89
nutrients,NH4,10,4,2019,4/10/19,towr,flume,6.01,CAIS,6.01
nutrients,NH4,10,4,2019,4/10/19,ws55,flume,5.86,CAIS,5.86
nutrients,NH4,10,4,2019,4/10/19,towr,seep,16.62,CAIS,16.62
nutrients,NH4,10,4,2019,4/10/19,towr,upstream,0,CAIS,0
nutrients,SRP,10,4,2019,4/10/19,ws55,seep,3.01,CAIS,3.01
nutrients,SRP,10,4,2019,4/10/19,towr,flume,2.87,CAIS,2.87
nutrients,SRP,10,4,2019,4/10/19,ws55,flume,2.26,CAIS,2.26
nutrients,SRP,10,4,2019,4/10/19,towr,seep,1.54,CAIS,1.54
nutrients,SRP,10,4,2019,4/10/19,towr,upstream,3.06,CAIS,3.06
nutrients,NO3,24,4,2019,4/24/19,towr,flume,8.91,CAIS,8.91
nutrients,NO3,24,4,2019,4/24/19,ws55,flume,42.17,CAIS,42.17
nutrients,NO3,24,4,2019,4/24/19,towr,seep,0,CAIS,0
nutrients,NO3,24,4,2019,4/24/19,towr,upstream,5.24,CAIS,5.24
nutrients,NO3,24,4,2019,4/24/19,ws55,seep,1.57,CAIS,1.57
nutrients,NH4,24,4,2019,4/24/19,towr,flume,1.12,CAIS,1.12
nutrients,NH4,24,4,2019,4/24/19,ws55,flume,12.09,CAIS,12.09
nutrients,NH4,24,4,2019,4/24/19,towr,seep,0,CAIS,0
nutrients,NH4,24,4,2019,4/24/19,towr,upstream,14.17,CAIS,14.17
nutrients,NH4,24,4,2019,4/24/19,ws55,seep,6.3,CAIS,6.3
nutrients,SRP,24,4,2019,4/24/19,towr,flume,2.68,CAIS,2.68
nutrients,SRP,24,4,2019,4/24/19,ws55,flume,3.02,CAIS,3.02
nutrients,SRP,24,4,2019,4/24/19,towr,seep,3.16,CAIS,3.16
nutrients,SRP,24,4,2019,4/24/19,towr,upstream,3.46,CAIS,3.46
nutrients,SRP,24,4,2019,4/24/19,ws55,seep,2.93,CAIS,2.93
nutrients,TN,5,5,2019,5/5/19,ws55,flume,444.07,CAIS,444.07
nutrients,TN,5,5,2019,5/5/19,ws55,seep,46.23,CAIS,46.23
nutrients,TN,5,5,2019,5/5/19,towr,upstream,249.9,CAIS,249.9
nutrients,TN,5,5,2019,5/5/19,towr,seep,333.66,CAIS,333.66
nutrients,TN,5,5,2019,5/5/19,towr,flume,145.67,CAIS,145.67
nutrients,TP,5,5,2019,5/5/19,ws55,flume,8.67,CAIS,8.67
nutrients,TP,5,5,2019,5/5/19,ws55,seep,6.95,CAIS,6.95
nutrients,TP,5,5,2019,5/5/19,towr,upstream,20.42,CAIS,20.42
nutrients,TP,5,5,2019,5/5/19,towr,seep,34.01,CAIS,34.01
nutrients,TP,5,5,2019,5/5/19,towr,flume,153.77,CAIS,153.77
nutrients,NO3,5,5,2019,5/5/19,ws55,flume,37.34,CAIS,37.34
nutrients,NO3,5,5,2019,5/5/19,ws55,seep,1.64,CAIS,1.64
nutrients,NO3,5,5,2019,5/5/19,towr,upstream,24.38,CAIS,24.38
nutrients,NO3,5,5,2019,5/5/19,towr,seep,0,CAIS,0
nutrients,NO3,5,5,2019,5/5/19,towr,flume,19.15,CAIS,19.15
nutrients,NH4,5,5,2019,5/5/19,ws55,flume,6.96,CAIS,6.96
nutrients,NH4,5,5,2019,5/5/19,ws55,seep,3.31,CAIS,3.31
nutrients,NH4,5,5,2019,5/5/19,towr,upstream,10.75,CAIS,10.75
nutrients,NH4,5,5,2019,5/5/19,towr,seep,2.55,CAIS,2.55
nutrients,NH4,5,5,2019,5/5/19,towr,flume,4.49,CAIS,4.49
nutrients,SRP,5,5,2019,5/5/19,ws55,flume,1.76,CAIS,1.76
nutrients,SRP,5,5,2019,5/5/19,ws55,seep,1.54,CAIS,1.54
nutrients,SRP,5,5,2019,5/5/19,towr,upstream,3.18,CAIS,3.18
nutrients,SRP,5,5,2019,5/5/19,towr,seep,1.33,CAIS,1.33
nutrients,SRP,5,5,2019,5/5/19,towr,flume,2.93,CAIS,2.93
nutrients,NO3,17,5,2019,5/17/19,ws55,upstream,21.01,CAIS,21.01
nutrients,NO3,17,5,2019,5/17/19,ws55,flume,14.91,CAIS,14.91
nutrients,NO3,17,5,2019,5/17/19,towr,flume,4.16,CAIS,4.16
nutrients,NO3,17,5,2019,5/17/19,towr,seep,1.11,CAIS,1.11
nutrients,NO3,17,5,2019,5/17/19,ws55,seep,5.62,CAIS,5.62
nutrients,NH4,17,5,2019,5/17/19,ws55,upstream,8.27,CAIS,8.27
nutrients,NH4,17,5,2019,5/17/19,ws55,flume,25.9,CAIS,25.9
nutrients,NH4,17,5,2019,5/17/19,towr,flume,0.7,CAIS,0.7
nutrients,NH4,17,5,2019,5/17/19,towr,seep,0,CAIS,0
nutrients,NH4,17,5,2019,5/17/19,ws55,seep,4.11,CAIS,4.11
nutrients,SRP,17,5,2019,5/17/19,ws55,upstream,4.09,CAIS,4.09
nutrients,SRP,17,5,2019,5/17/19,ws55,flume,3.12,CAIS,3.12
nutrients,SRP,17,5,2019,5/17/19,towr,flume,3.14,CAIS,3.14
nutrients,SRP,17,5,2019,5/17/19,towr,seep,3.27,CAIS,3.27
nutrients,SRP,17,5,2019,5/17/19,ws55,seep,2.53,CAIS,2.53
nutrients,NO3,29,5,2019,5/29/19,towr,upstream,12.11,CAIS,12.11
nutrients,NO3,29,5,2019,5/29/19,ws55,flume,48.06,CAIS,48.06
nutrients,NO3,29,5,2019,5/29/19,towr,seep,8,CAIS,8
nutrients,NO3,29,5,2019,5/29/19,towr,flume,0,CAIS,0
nutrients,NO3,29,5,2019,5/29/19,ws55,seep,0,CAIS,0
nutrients,NH4,29,5,2019,5/29/19,towr,upstream,5.94,CAIS,5.94
nutrients,NH4,29,5,2019,5/29/19,ws55,flume,14.43,CAIS,14.43
nutrients,NH4,29,5,2019,5/29/19,towr,seep,6.43,CAIS,6.43
nutrients,NH4,29,5,2019,5/29/19,towr,flume,4.85,CAIS,4.85
nutrients,NH4,29,5,2019,5/29/19,ws55,seep,0,CAIS,0
nutrients,SRP,29,5,2019,5/29/19,towr,upstream,2.87,CAIS,2.87
nutrients,SRP,29,5,2019,5/29/19,ws55,flume,2.81,CAIS,2.81
nutrients,SRP,29,5,2019,5/29/19,towr,seep,1.38,CAIS,1.38
nutrients,SRP,29,5,2019,5/29/19,towr,flume,1.76,CAIS,1.76
nutrients,SRP,29,5,2019,5/29/19,ws55,seep,1.19,CAIS,1.19
nutrients,TN,12,6,2019,6/12/19,towr,flume,789.67,CAIS,789.67
nutrients,TN,12,6,2019,6/12/19,ws55,flume,76.27,CAIS,76.27
nutrients,TN,12,6,2019,6/12/19,towr,upstream,109.88,CAIS,109.88
nutrients,TN,12,6,2019,6/12/19,towr,flume,109.14,CAIS,109.14
nutrients,TN,12,6,2019,6/12/19,towr,seep,82.96,CAIS,82.96
